"","log2FoldChange","go_term","gene","Group","p_value"
"3713",-0.220686965235684,"GO:0022857","BAP3","k_aa",0.0004667
"4046",0.0663321282958169,"GO:0022857","BCS1","k_aa",0.0004667
"3261",0.238058332917907,"GO:0022857","BIO5","k_aa",0.0004667
"4108",0.151171009141914,"GO:0022857","BOR1","k_aa",0.0004667
"1570",0.515896217729995,"GO:0022857","BPT1","k_aa",0.0004667
"1546",0.597477341457933,"GO:0022857","BRE4","k_aa",0.0004667
"1832",0.783571156158065,"GO:0022857","CAN1","k_aa",0.0004667
"3659",-0.315655661558719,"GO:0022857","CCC1","k_aa",0.0004667
"4170",-0.0655795024549896,"GO:0022857","CCC2","k_aa",0.0004667
"2500",0.214937101038797,"GO:0022857","CCH1","k_aa",0.0004667
"1343",-0.651463399456996,"GO:0022857","COX12","k_aa",0.0004667
"1362",-0.875351337697497,"GO:0022857","COX13","k_aa",0.0004667
"1433",-0.781545968824498,"GO:0022857","COX15","k_aa",0.0004667
"2362",-0.401377223632117,"GO:0022857","COX4","k_aa",0.0004667
"2117",-0.385243438732806,"GO:0022857","COX5A","k_aa",0.0004667
"1757",-0.466763562440081,"GO:0022857","COX5B","k_aa",0.0004667
"1519",-0.603007724287909,"GO:0022857","COX6","k_aa",0.0004667
"742",-0.85325402084826,"GO:0022857","COX7","k_aa",0.0004667
"706",-0.856078756510105,"GO:0022857","COX8","k_aa",0.0004667
"792",-0.751824693009209,"GO:0022857","COX9","k_aa",0.0004667
"4426",-0.0468210437162492,"GO:0022857","CSC1","k_aa",0.0004667
"299",0.917797387606016,"GO:0022857","CTP1","k_aa",0.0004667
"969",-0.810888310300899,"GO:0022857","CTR1","k_aa",0.0004667
"331",-1.73280427594566,"GO:0022857","CTR2","k_aa",0.0004667
"1610",1.08273665388013,"GO:0022857","DAL5","k_aa",0.0004667
"4294",-0.0530006692095911,"GO:0022857","DNF1","k_aa",0.0004667
"305",-1.71487260783163,"GO:0022857","DTR1","k_aa",0.0004667
"3181",-0.2782740092715,"GO:0022857","DUR3","k_aa",0.0004667
"4367",0.130880145519005,"GO:0022857","ENA5","k_aa",0.0004667
"872",0.921694726972866,"GO:0022857","ERC1","k_aa",0.0004667
"2476",-0.581067933805652,"GO:0022857","ERS1","k_aa",0.0004667
"203",-1.5436047316971,"GO:0022857","ESBP6","k_aa",0.0004667
"1985",1.1595132016396,"GO:0022857","FCY2","k_aa",0.0004667
"2077",-0.655269235739671,"GO:0022857","FEN2","k_aa",0.0004667
"2621",-0.735169306400516,"GO:0022857","FET3","k_aa",0.0004667
"4605",-0.0342330351633622,"GO:0022857","FET4","k_aa",0.0004667
"736",-0.636026100069812,"GO:0022857","FET5","k_aa",0.0004667
"821",-0.930072032174849,"GO:0022857","FEX2","k_aa",0.0004667
"2340",0.250221791097872,"GO:0022857","FLC1","k_aa",0.0004667
"373",1.37463169950269,"GO:0022857","FLC2","k_aa",0.0004667
"3804",-0.122479745807752,"GO:0022857","FLX1","k_aa",0.0004667
"1987",-0.576984449272325,"GO:0022857","FPS1","k_aa",0.0004667
"2971",-0.371513984428713,"GO:0022857","FSF1","k_aa",0.0004667
"1038",-0.858316015276095,"GO:0022857","FTH1","k_aa",0.0004667
"970",-0.83008834265088,"GO:0022857","FTR1","k_aa",0.0004667
"461",-0.583831253736387,"GO:0022857","FUN26","k_aa",0.0004667
"2108",0.704654067739269,"GO:0022857","FUR4","k_aa",0.0004667
"1974",-0.761659833480429,"GO:0022857","GAP1","k_aa",0.0004667
"764",0.639002654874785,"GO:0022857","GDT1","k_aa",0.0004667
"206",1.52027182305767,"GO:0022857","GEF1","k_aa",0.0004667
"4245",-0.0802771880085994,"GO:0022857","GEX1","k_aa",0.0004667
"1031",-0.915047324028553,"GO:0022857","GGC1","k_aa",0.0004667
"3117",0.373473046196267,"GO:0022857","GNP1","k_aa",0.0004667
"2842",-0.238561276276555,"GO:0022857","GUP1","k_aa",0.0004667
"2399",-0.301272222272639,"GO:0022857","HEM25","k_aa",0.0004667
"688",1.94502843382854,"GO:0022857","HIP1","k_aa",0.0004667
"3878",-0.239443874313182,"GO:0022857","HNM1","k_aa",0.0004667
"3912",-0.315308215505981,"GO:0022857","HOL1","k_aa",0.0004667
"2246",0.574091030726961,"GO:0022857","HUT1","k_aa",0.0004667
"3494",0.160784829479903,"GO:0022857","HXT14","k_aa",0.0004667
"177",-1.13082608134399,"GO:0022857","HXT15","k_aa",0.0004667
"2071",1.2704435571431,"GO:0022857","HXT4","k_aa",0.0004667
"1475",1.30355082408924,"GO:0022857","ITR2","k_aa",0.0004667
"1328",0.929297538138657,"GO:0022857","KCH1","k_aa",0.0004667
"1245",-0.571599870286968,"GO:0022857","KHA1","k_aa",0.0004667
"476",-0.572248101611993,"GO:0022857","LEU5","k_aa",0.0004667
"1408",-0.686588998945786,"GO:0022857","LYP1","k_aa",0.0004667
"1513",-0.357887335414028,"GO:0022857","MCH1","k_aa",0.0004667
"1003",-0.707771136455045,"GO:0022857","MCH2","k_aa",0.0004667
"745",-0.916363517399099,"GO:0022857","MCH4","k_aa",0.0004667
"630",-1.74539267816659,"GO:0022857","MCH5","k_aa",0.0004667
"2302",-0.243525785681744,"GO:0022857","MDL1","k_aa",0.0004667
"2203",-0.704981766071253,"GO:0022857","MDL2","k_aa",0.0004667
"65",2.77922006221238,"GO:0022857","MEP2","k_aa",0.0004667
"504",1.65192591264432,"GO:0022857","MEP3","k_aa",0.0004667
"1136",0.580531835451465,"GO:0022857","MID1","k_aa",0.0004667
"4413",-0.0366352251020062,"GO:0022857","MIR1","k_aa",0.0004667
"1703",-0.379147569224913,"GO:0022857","MME1","k_aa",0.0004667
"2549",0.348133911356163,"GO:0022857","MMT1","k_aa",0.0004667
"4475",0.0352960135876562,"GO:0022857","MNR2","k_aa",0.0004667
"2545",-0.384159432154996,"GO:0022857","MPC3","k_aa",0.0004667
"3328",0.149060361275027,"GO:0022857","MRS2","k_aa",0.0004667
"3645",-0.282297000497675,"GO:0022857","MRS4","k_aa",0.0004667
"60",1.0423146349981,"GO:0022857","MSC2","k_aa",0.0004667
"3936",-0.0822233817416717,"GO:0022857","MTM1","k_aa",0.0004667
"4361",-0.0680002706979167,"GO:0022857","MUP1","k_aa",0.0004667
"1602",0.355740827142238,"GO:0022857","MUP3","k_aa",0.0004667
"245",0.913029958422631,"GO:0022857","NEO1","k_aa",0.0004667
"870",-0.506305315199892,"GO:0022857","NHX1","k_aa",0.0004667
"2735",-0.46707255997866,"GO:0022857","OAC1","k_aa",0.0004667
"4481",-0.045132154505307,"GO:0022857","ODC2","k_aa",0.0004667
"4165",-0.0723156222303897,"GO:0022857","OPT2","k_aa",0.0004667
"4045",-0.226218568432864,"GO:0022857","ORT1","k_aa",0.0004667
"879",-0.594952973742899,"GO:0022857","OXA1","k_aa",0.0004667
"674",-1.1054845684621,"GO:0022857","PDR5","k_aa",0.0004667
"1183",0.628101068324735,"GO:0022857","PET8","k_aa",0.0004667
"216",-2.72155722375124,"GO:0022857","PHO84","k_aa",0.0004667
"2265",0.483689216010892,"GO:0022857","PHO87","k_aa",0.0004667
"2539",-0.202887357936734,"GO:0022857","PHO91","k_aa",0.0004667
"2814",-0.248428289530524,"GO:0022857","PMA1","k_aa",0.0004667
"4655",0.00992539780702839,"GO:0022857","PMC1","k_aa",0.0004667
"172",0.893840571538231,"GO:0022857","PMR1","k_aa",0.0004667
"3939",-0.103021150786864,"GO:0022857","PNS1","k_aa",0.0004667
"3680",-0.263586243626226,"GO:0022857","POR1","k_aa",0.0004667
"536",-2.15114574335885,"GO:0022857","PUT4","k_aa",0.0004667
"3464",0.512878264668792,"GO:0022857","PXA1","k_aa",0.0004667
"1443",-0.803433668366252,"GO:0022857","PXA2","k_aa",0.0004667
"1822",0.950822528177434,"GO:0022857","QDR3","k_aa",0.0004667
"2041",0.387742204428914,"GO:0022857","RIM2","k_aa",0.0004667
"4558",-0.0233544854502787,"GO:0022857","SAL1","k_aa",0.0004667
"4288",0.0567074172892852,"GO:0022857","SBH1","k_aa",0.0004667
"3992",0.115207004150972,"GO:0022857","SEC61","k_aa",0.0004667
"757",-1.02573553461842,"GO:0022857","SFC1","k_aa",0.0004667
"2468",1.3371868212311,"GO:0022857","SIT1","k_aa",0.0004667
"800",-0.587097555253032,"GO:0022857","SMF1","k_aa",0.0004667
"2993",-0.176113466770302,"GO:0022857","SMF2","k_aa",0.0004667
"2191",-0.43199382174465,"GO:0022857","SMF3","k_aa",0.0004667
"2835",-0.244406834249637,"GO:0022857","SNF3","k_aa",0.0004667
"614",1.72773086900783,"GO:0022857","SNQ2","k_aa",0.0004667
"3834",0.106451269560004,"GO:0022857","SPF1","k_aa",0.0004667
"3689",-0.166793893842431,"GO:0022857","SSH1","k_aa",0.0004667
"2310",0.235056255414364,"GO:0022857","SSN2","k_aa",0.0004667
"3734",0.138961347197803,"GO:0022857","SSS1","k_aa",0.0004667
"1557",0.982195075475885,"GO:0022857","SSU1","k_aa",0.0004667
"1521",0.716592233540645,"GO:0022857","STE6","k_aa",0.0004667
"1018",-0.439850726348361,"GO:0022857","STV1","k_aa",0.0004667
"3732",-0.173682734080585,"GO:0022857","SUL2","k_aa",0.0004667
"371",-0.933883582356827,"GO:0022857","TAT2","k_aa",0.0004667
"3605",-0.31409309914028,"GO:0022857","THI72","k_aa",0.0004667
"1061",-0.683173959045945,"GO:0022857","TIM11","k_aa",0.0004667
"2693",-0.369348002863165,"GO:0022857","TIM17","k_aa",0.0004667
"2629",-0.216502634898284,"GO:0022857","TIM23","k_aa",0.0004667
"832",-0.530756227878658,"GO:0022857","TMS1","k_aa",0.0004667
"96",-2.05247194487477,"GO:0022857","TNA1","k_aa",0.0004667
"1006",0.660929399516375,"GO:0022857","TOK1","k_aa",0.0004667
"1789",-0.326807763770384,"GO:0022857","TOM20","k_aa",0.0004667
"651",-1.26028750929816,"GO:0022857","TOM40","k_aa",0.0004667
"3851",0.086455098792462,"GO:0022857","TOM70","k_aa",0.0004667
"1995",0.430291181708771,"GO:0022857","TPC1","k_aa",0.0004667
"4583",-0.0168548960757275,"GO:0022857","TPN1","k_aa",0.0004667
"3400",-0.236335823186025,"GO:0022857","TPO3","k_aa",0.0004667
"3741",0.295586738107371,"GO:0022857","TPO4","k_aa",0.0004667
"3931",-0.103684853421378,"GO:0022857","TPO5","k_aa",0.0004667
"429",0.971812117552188,"GO:0022857","TRK1","k_aa",0.0004667
"1277",-0.473878894666518,"GO:0022857","UGA4","k_aa",0.0004667
"876",-0.688973052969197,"GO:0022857","UGO1","k_aa",0.0004667
"78",2.54929043043651,"GO:0022857","VBA1","k_aa",0.0004667
"1828",-0.287015457544146,"GO:0022857","VBA2","k_aa",0.0004667
"546",1.01069742349907,"GO:0022857","VCX1","k_aa",0.0004667
"3647",-0.0968353962775242,"GO:0022857","VHC1","k_aa",0.0004667
"99",-3.28569918627527,"GO:0022857","VHT1","k_aa",0.0004667
"4228",0.0913012289568177,"GO:0022857","VMA1","k_aa",0.0004667
"4053",0.0723042957874439,"GO:0022857","VMA10","k_aa",0.0004667
"1764",-0.387624303194872,"GO:0022857","VMA11","k_aa",0.0004667
"3784",-0.162819012483614,"GO:0022857","VMA13","k_aa",0.0004667
"1145",-0.616227250702262,"GO:0022857","VMA16","k_aa",0.0004667
"3161",-0.247549927787047,"GO:0022857","VMA2","k_aa",0.0004667
"4157",-0.0875177961624997,"GO:0022857","VMA3","k_aa",0.0004667
"2850",-0.260748065678554,"GO:0022857","VMA4","k_aa",0.0004667
"1596",-0.523106774868066,"GO:0022857","VMA5","k_aa",0.0004667
"4502",0.0372329558888548,"GO:0022857","VMA6","k_aa",0.0004667
"2783",0.365740457307674,"GO:0022857","VMA7","k_aa",0.0004667
"3330",-0.203840123940072,"GO:0022857","VMA8","k_aa",0.0004667
"4244",-0.0545329517811915,"GO:0022857","VNX1","k_aa",0.0004667
"4700",0.00360641805345199,"GO:0022857","VPH1","k_aa",0.0004667
"2338",0.198690823699127,"GO:0022857","VRG4","k_aa",0.0004667
"2320",0.426596996769208,"GO:0022857","YBT1","k_aa",0.0004667
"2425",0.244318550864472,"GO:0022857","YCF1","k_aa",0.0004667
"1330",-0.798076564650044,"GO:0022857","YCT1","k_aa",0.0004667
"4145",0.0972490378258059,"GO:0022857","YEA4","k_aa",0.0004667
"582",-1.54445961595198,"GO:0022857","YHM2","k_aa",0.0004667
"3406",0.318717480478251,"GO:0022857","YIA6","k_aa",0.0004667
"3688",0.174591742291629,"GO:0022857","YKE4","k_aa",0.0004667
"831",-1.40372519850184,"GO:0022857","YMC1","k_aa",0.0004667
"588",0.820659585186717,"GO:0022857","YMD8","k_aa",0.0004667
"2170",0.586493602895429,"GO:0022857","YOR1","k_aa",0.0004667
"1440",0.428021516733428,"GO:0022857","YPK9","k_aa",0.0004667
"3728",-0.183506560579574,"GO:0022857","YPQ1","k_aa",0.0004667
"1338",-0.535041085651231,"GO:0022857","YPQ2","k_aa",0.0004667
"1219",1.31394776067271,"GO:0022857","YVC1","k_aa",0.0004667
"4659",-0.00523614674071399,"GO:0022857","ZRC1","k_aa",0.0004667
"1181",0.77413640307586,"GO:0022857","ZRG17","k_aa",0.0004667
"824",1.03847205436644,"GO:0022857","ZRT2","k_aa",0.0004667
"1426",-0.570038843228315,"GO:0022857","ZRT3","k_aa",0.0004667
"437",-0.704921421371632,"GO:0022857","ADP1","k_bb",0.2589142
"9",-5.82890917122999,"GO:0022857","ADY2","k_bb",0.2589142
"3360",0.383960956998738,"GO:0022857","AGC1","k_bb",0.2589142
"115",-1.19724814579869,"GO:0022857","AGP1","k_bb",0.2589142
"263",-1.26838640888114,"GO:0022857","AGP2","k_bb",0.2589142
"4693",0.0390006574144103,"GO:0022857","ALR1","k_bb",0.2589142
"1551",-0.726233153901792,"GO:0022857","AMF1","k_bb",0.2589142
"857",-0.975665151471365,"GO:0022857","ANT1","k_bb",0.2589142
"4259",0.0647850604746335,"GO:0022857","AQR1","k_bb",0.2589142
"1235",-0.974308096950584,"GO:0022857","AQY1","k_bb",0.2589142
"1807",0.508742934665504,"GO:0022857","ARN1","k_bb",0.2589142
"2941",0.297761487074137,"GO:0022857","ARN2","k_bb",0.2589142
"2020",-0.29776834090638,"GO:0022857","ARR3","k_bb",0.2589142
"1020",1.49574881877956,"GO:0022857","ATM1","k_bb",0.2589142
"3985",0.128134896896034,"GO:0022857","ATO2","k_bb",0.2589142
"3668",0.213451146854767,"GO:0022857","ATO3","k_bb",0.2589142
"1933",-0.541699781178133,"GO:0022857","ATP1","k_bb",0.2589142
"2181",-0.308607979761986,"GO:0022857","ATP14","k_bb",0.2589142
"1671",-0.557306640186281,"GO:0022857","ATP16","k_bb",0.2589142
"1559",-0.518142562749848,"GO:0022857","ATP18","k_bb",0.2589142
"518",-0.733547940823056,"GO:0022857","ATP19","k_bb",0.2589142
"3858",-0.177249008714262,"GO:0022857","ATP2","k_bb",0.2589142
"2147",-0.394934548396046,"GO:0022857","ATP20","k_bb",0.2589142
"2687",-0.379138681686296,"GO:0022857","ATP3","k_bb",0.2589142
"2959",-0.272060716218019,"GO:0022857","ATP4","k_bb",0.2589142
"23621",-0.406861368671698,"GO:0022857","ATP7","k_bb",0.2589142
"2067",0.48861534883863,"GO:0022857","ATX2","k_bb",0.2589142
"3188",0.194315190546178,"GO:0022857","AVT1","k_bb",0.2589142
"3757",0.149573328604204,"GO:0022857","AVT2","k_bb",0.2589142
"4701",0.0452767707922699,"GO:0022857","AVT3","k_bb",0.2589142
"39121",0.191483446997321,"GO:0022857","AVT4","k_bb",0.2589142
"3085",-0.139149441209438,"GO:0022857","AVT6","k_bb",0.2589142
"1216",-0.292299943006811,"GO:0022857","AVT7","k_bb",0.2589142
"3695",0.146350145740632,"GO:0022857","BAP3","k_bb",0.2589142
"1193",-0.360998001635528,"GO:0022857","BCS1","k_bb",0.2589142
"2198",0.371514626467544,"GO:0022857","BIO5","k_bb",0.2589142
"808",-0.882178442596899,"GO:0022857","BOR1","k_bb",0.2589142
"711",0.830635096563477,"GO:0022857","BPT1","k_bb",0.2589142
"3712",0.161392443296376,"GO:0022857","BRE4","k_bb",0.2589142
"11831",0.948415905389845,"GO:0022857","CAN1","k_bb",0.2589142
"3658",0.277055590954186,"GO:0022857","CCC1","k_bb",0.2589142
"3229",-0.170445412359427,"GO:0022857","CCC2","k_bb",0.2589142
"37891",0.0860533126884896,"GO:0022857","CCH1","k_bb",0.2589142
"1622",-0.571039128726164,"GO:0022857","COX12","k_bb",0.2589142
"3144",-0.355966509118863,"GO:0022857","COX13","k_bb",0.2589142
"275",-1.07208711614006,"GO:0022857","COX15","k_bb",0.2589142
"1520",-0.572270637799857,"GO:0022857","COX4","k_bb",0.2589142
"2341",-0.352038187251441,"GO:0022857","COX5A","k_bb",0.2589142
"1199",-0.482685572664503,"GO:0022857","COX5B","k_bb",0.2589142
"1436",-0.624120981920275,"GO:0022857","COX6","k_bb",0.2589142
"1172",-0.783931240338172,"GO:0022857","COX7","k_bb",0.2589142
"12771",-0.73268435641673,"GO:0022857","COX8","k_bb",0.2589142
"2024",-0.476978777743678,"GO:0022857","COX9","k_bb",0.2589142
"1250",-2.84935014951994,"GO:0022857","CRC1","k_bb",0.2589142
"3392",-0.209281020322199,"GO:0022857","CSC1","k_bb",0.2589142
"272",0.936057321178527,"GO:0022857","CTP1","k_bb",0.2589142
"926",-0.574513249994989,"GO:0022857","CTR1","k_bb",0.2589142
"3327",0.413257072600828,"GO:0022857","CTR2","k_bb",0.2589142
"268",2.05935498146743,"GO:0022857","DAL5","k_bb",0.2589142
"1956",-1.2083745548329,"GO:0022857","DIP5","k_bb",0.2589142
"4774",-0.00735714501286295,"GO:0022857","DNF1","k_bb",0.2589142
"1432",-0.561043892082892,"GO:0022857","DTR1","k_bb",0.2589142
"1871",0.579230530285201,"GO:0022857","DUR3","k_bb",0.2589142
"325",-1.85521089249231,"GO:0022857","ENA5","k_bb",0.2589142
"3288",0.19863535639263,"GO:0022857","ERC1","k_bb",0.2589142
"895",-1.22997636564524,"GO:0022857","ERS1","k_bb",0.2589142
"669",-1.14943694528718,"GO:0022857","ESBP6","k_bb",0.2589142
"2627",0.489910136220869,"GO:0022857","FCY2","k_bb",0.2589142
"3495",0.270973202884164,"GO:0022857","FEN2","k_bb",0.2589142
"4813",-0.0158211452336382,"GO:0022857","FET3","k_bb",0.2589142
"4233",0.146244328262876,"GO:0022857","FET4","k_bb",0.2589142
"1284",-0.441675508206244,"GO:0022857","FET5","k_bb",0.2589142
"850",-0.863053918507239,"GO:0022857","FEX2","k_bb",0.2589142
"2745",0.135155675330987,"GO:0022857","FLC1","k_bb",0.2589142
"1312",0.974690007499578,"GO:0022857","FLC2","k_bb",0.2589142
"3516",0.106396981818269,"GO:0022857","FLX1","k_bb",0.2589142
"1072",-0.662684346568658,"GO:0022857","FPS1","k_bb",0.2589142
"2896",-0.356683056499916,"GO:0022857","FSF1","k_bb",0.2589142
"1838",-0.483717620803535,"GO:0022857","FTH1","k_bb",0.2589142
"364",-0.585046564615416,"GO:0022857","FTR1","k_bb",0.2589142
"1715",0.616112619372924,"GO:0022857","FUI1","k_bb",0.2589142
"1053",-0.329202909914033,"GO:0022857","FUN26","k_bb",0.2589142
"671",1.46084091292572,"GO:0022857","FUR4","k_bb",0.2589142
"3343",0.377038907845186,"GO:0022857","GAP1","k_bb",0.2589142
"214",0.818474473173932,"GO:0022857","GDT1","k_bb",0.2589142
"121",1.36538649564522,"GO:0022857","GEF1","k_bb",0.2589142
"2395",-0.332023367410447,"GO:0022857","GEX1","k_bb",0.2589142
"1731",-0.688616626081937,"GO:0022857","GGC1","k_bb",0.2589142
"89",-1.42506795007911,"GO:0022857","GIT1","k_bb",0.2589142
"4134",-0.111395111655476,"GO:0022857","GNP1","k_bb",0.2589142
"3171",-0.191408485958496,"GO:0022857","GUP1","k_bb",0.2589142
"4707",-0.0200496837566103,"GO:0022857","HEM25","k_bb",0.2589142
"1574",0.849619518509137,"GO:0022857","HIP1","k_bb",0.2589142
"3306",-0.308177925672845,"GO:0022857","HNM1","k_bb",0.2589142
"2282",0.881322440917781,"GO:0022857","HOL1","k_bb",0.2589142
"2831",0.329984891943336,"GO:0022857","HUT1","k_bb",0.2589142
"2860",-0.259494371956389,"GO:0022857","HXT14","k_bb",0.2589142
"118",-1.38865749832183,"GO:0022857","HXT15","k_bb",0.2589142
"4223",0.18421672455008,"GO:0022857","HXT4","k_bb",0.2589142
"881",1.78925484517621,"GO:0022857","ITR2","k_bb",0.2589142
"2935",0.555951689527829,"GO:0022857","JEN1","k_bb",0.2589142
"1009",0.497897494430601,"GO:0022857","KCH1","k_bb",0.2589142
"785",-0.68787031129178,"GO:0022857","KHA1","k_bb",0.2589142
"1310",-0.359495261929854,"GO:0022857","LEU5","k_bb",0.2589142
"2070",-0.352094273145671,"GO:0022857","LYP1","k_bb",0.2589142
"2356",0.242778988037029,"GO:0022857","MCH1","k_bb",0.2589142
"2514",-0.3265670209165,"GO:0022857","MCH2","k_bb",0.2589142
"645",-0.896728142032715,"GO:0022857","MCH4","k_bb",0.2589142
"3949",-0.240050048624986,"GO:0022857","MCH5","k_bb",0.2589142
"1032",-0.351548291804196,"GO:0022857","MDL1","k_bb",0.2589142
"3463",0.334750331277822,"GO:0022857","MDL2","k_bb",0.2589142
"56",3.61835905288698,"GO:0022857","MEP2","k_bb",0.2589142
"292",2.07131032102022,"GO:0022857","MEP3","k_bb",0.2589142
"1336",0.441045167469962,"GO:0022857","MID1","k_bb",0.2589142
"3599",-0.127159152521715,"GO:0022857","MIR1","k_bb",0.2589142
"3007",-0.175481726548741,"GO:0022857","MME1","k_bb",0.2589142
"3313",0.184361317238604,"GO:0022857","MMT1","k_bb",0.2589142
"3381",0.182938691329659,"GO:0022857","MNR2","k_bb",0.2589142
"1434",-0.624213780952438,"GO:0022857","MPC3","k_bb",0.2589142
"2482",0.229549741049749,"GO:0022857","MRS2","k_bb",0.2589142
"4590",0.0476440991434105,"GO:0022857","MRS4","k_bb",0.2589142
"410",0.727989935774257,"GO:0022857","MSC2","k_bb",0.2589142
"4734",-0.00716641655962676,"GO:0022857","MTM1","k_bb",0.2589142
"2366",-0.196450905109133,"GO:0022857","MUP1","k_bb",0.2589142
"2609",0.20238719135746,"GO:0022857","MUP3","k_bb",0.2589142
"367",0.828204662982818,"GO:0022857","NEO1","k_bb",0.2589142
"613",-0.542616281635412,"GO:0022857","NHX1","k_bb",0.2589142
"3303",0.296346627557445,"GO:0022857","OAC1","k_bb",0.2589142
"3528",0.220655190189851,"GO:0022857","ODC2","k_bb",0.2589142
"4458",-0.0757079408613899,"GO:0022857","OPT1","k_bb",0.2589142
"4329",0.0574576198765495,"GO:0022857","OPT2","k_bb",0.2589142
"4104",0.196752804304594,"GO:0022857","ORT1","k_bb",0.2589142
"890",-0.599706292738722,"GO:0022857","OXA1","k_bb",0.2589142
"498",1.40150098961846,"GO:0022857","PDR12","k_bb",0.2589142
"254",-1.58059264439018,"GO:0022857","PDR5","k_bb",0.2589142
"484",1.14226467083636,"GO:0022857","PET8","k_bb",0.2589142
"30",-3.06257690417546,"GO:0022857","PHO84","k_bb",0.2589142
"3319",0.15149844112441,"GO:0022857","PHO87","k_bb",0.2589142
"1752",-0.531358545697066,"GO:0022857","PHO89","k_bb",0.2589142
"2255",0.259873936765997,"GO:0022857","PHO91","k_bb",0.2589142
"1760",-0.484169227334143,"GO:0022857","PMA1","k_bb",0.2589142
"2505",0.407053264890935,"GO:0022857","PMC1","k_bb",0.2589142
"733",0.530564591937507,"GO:0022857","PMR1","k_bb",0.2589142
"221",-1.05948762968702,"GO:0022857","PNS1","k_bb",0.2589142
"3153",0.362622078198564,"GO:0022857","POR1","k_bb",0.2589142
"250",-1.53755581191209,"GO:0022857","PTR2","k_bb",0.2589142
"1648",-0.964270414383276,"GO:0022857","PUT4","k_bb",0.2589142
"66",-2.50222996190762,"GO:0022857","PXA1","k_bb",0.2589142
"170",-1.42247721736392,"GO:0022857","PXA2","k_bb",0.2589142
"897",1.19689068641641,"GO:0022857","QDR2","k_bb",0.2589142
"573",-0.782207177286686,"GO:0022857","QDR3","k_bb",0.2589142
"2620",0.249175000955749,"GO:0022857","RIM2","k_bb",0.2589142
"4649",-0.0190445282201991,"GO:0022857","SAL1","k_bb",0.2589142
"2721",0.485192457618003,"GO:0022857","SAM3","k_bb",0.2589142
"3175",-0.11705352069034,"GO:0022857","SBH1","k_bb",0.2589142
"4281",-0.0666780617037175,"GO:0022857","SEC61","k_bb",0.2589142
"577",-1.09255516469585,"GO:0022857","SFC1","k_bb",0.2589142
"2061",1.23480308056125,"GO:0022857","SIT1","k_bb",0.2589142
"1400",-0.359835206702742,"GO:0022857","SMF1","k_bb",0.2589142
"4024",-0.0511346209385237,"GO:0022857","SMF2","k_bb",0.2589142
"1464",-0.465611564869183,"GO:0022857","SMF3","k_bb",0.2589142
"1508",-0.430358927538901,"GO:0022857","SNF3","k_bb",0.2589142
"376",1.03716208362152,"GO:0022857","SNQ2","k_bb",0.2589142
"3207",0.147142375774214,"GO:0022857","SPF1","k_bb",0.2589142
"3563",0.202460433253345,"GO:0022857","SSH1","k_bb",0.2589142
"2194",0.2504842491303,"GO:0022857","SSN2","k_bb",0.2589142
