"","log2FoldChange","go_term","gene","Group","p_value"
"2373",0.481756799796867,"GO:0006260","RIF1","ab_f",0.1158353
"1202",-0.845308378589522,"GO:0006260","RIM1","ab_f",0.1158353
"804",-0.83753359327993,"GO:0006260","RIM4","ab_f",0.1158353
"391",-1.57699576733569,"GO:0006260","RIX1","ab_f",0.1158353
"1902",-0.823625929654658,"GO:0006260","RNH1","ab_f",0.1158353
"4219",-0.129528048656467,"GO:0006260","RNH201","ab_f",0.1158353
"989",-1.28813348152157,"GO:0006260","RNH202","ab_f",0.1158353
"54",-1.66445413188903,"GO:0006260","RNR1","ab_f",0.1158353
"1301",-1.38917535662355,"GO:0006260","RNR2","ab_f",0.1158353
"3547",0.171484699672368,"GO:0006260","RPD3","ab_f",0.1158353
"40701",0.131440779489537,"GO:0006260","RPO41","ab_f",0.1158353
"1644",0.699344571586325,"GO:0006260","RRM3","ab_f",0.1158353
"3118",0.372602587425135,"GO:0006260","RTS2","ab_f",0.1158353
"3409",0.243650062830915,"GO:0006260","RTT107","ab_f",0.1158353
"275",1.61955366144208,"GO:0006260","SAK1","ab_f",0.1158353
"4574",0.054193844190409,"GO:0006260","SEN1","ab_f",0.1158353
"394",1.18747418575874,"GO:0006260","SET2","ab_f",0.1158353
"1979",-0.487781844458829,"GO:0006260","SFH1","ab_f",0.1158353
"2603",0.390963579790272,"GO:0006260","SGS1","ab_f",0.1158353
"826",0.855219924116075,"GO:0006260","SIN3","ab_f",0.1158353
"2689",0.415527360011497,"GO:0006260","SIR2","ab_f",0.1158353
"2947",0.614854020760535,"GO:0006260","SLD2","ab_f",0.1158353
"3133",0.390813009824237,"GO:0006260","SLD3","ab_f",0.1158353
"2604",0.61928124780313,"GO:0006260","SLD5","ab_f",0.1158353
"2861",-0.375534387654373,"GO:0006260","SLD7","ab_f",0.1158353
"590",-1.43099430836309,"GO:0006260","SLX1","ab_f",0.1158353
"409",1.16764801116083,"GO:0006260","SLX4","ab_f",0.1158353
"1896",0.438462484421636,"GO:0006260","SNF2","ab_f",0.1158353
"747",-0.771099368428718,"GO:0006260","SPT16","ab_f",0.1158353
"859",0.835684409423916,"GO:0006260","SUM1","ab_f",0.1158353
"101",1.56533221260478,"GO:0006260","SUV3","ab_f",0.1158353
"3148",0.289798712602026,"GO:0006260","SWI1","ab_f",0.1158353
"312",1.41569020064717,"GO:0006260","TAH11","ab_f",0.1158353
"489",1.21629200490241,"GO:0006260","TOF1","ab_f",0.1158353
"13",2.69269675672102,"GO:0006260","TOP1","ab_f",0.1158353
"474",-1.12142302906993,"GO:0006260","TOP2","ab_f",0.1158353
