"","log2FoldChange","go_term","gene","Group","p_value"
"3341",0.171973262523174,"GO:0000278","DUO1","k_aa",1e-32
"1642",-0.610452031910099,"GO:0000278","DYN1","k_aa",1e-32
"2261",0.303238536784222,"GO:0000278","ECO1","k_aa",1e-32
"453",1.30428882564621,"GO:0000278","ELG1","k_aa",1e-32
"131",1.64867210429686,"GO:0000278","ELM1","k_aa",1e-32
"4478",-0.0424959346982094,"GO:0000278","END3","k_aa",1e-32
"3955",0.0897097153232411,"GO:0000278","ERV14","k_aa",1e-32
"4378",0.0787147412359106,"GO:0000278","ESC2","k_aa",1e-32
"1551",0.649240570092773,"GO:0000278","ESP1","k_aa",1e-32
"281",2.11022288204335,"GO:0000278","FAR1","k_aa",1e-32
"2858",0.367453850967149,"GO:0000278","FAR11","k_aa",1e-32
"1294",0.510775300158629,"GO:0000278","FIN1","k_aa",1e-32
"3011",-0.575081299202795,"GO:0000278","FKH2","k_aa",1e-32
"3662",0.12859925368861,"GO:0000278","GAC1","k_aa",1e-32
"723",0.625391703313163,"GO:0000278","GIC2","k_aa",1e-32
"1199",-0.561537240136431,"GO:0000278","GID8","k_aa",1e-32
"108",1.53218907406257,"GO:0000278","GIN4","k_aa",1e-32
"1852",-0.782306551520412,"GO:0000278","GLC7","k_aa",1e-32
"2248",0.424193413131612,"GO:0000278","GPN2","k_aa",1e-32
"4119",-0.0646151885509726,"GO:0000278","GPN3","k_aa",1e-32
"2181",-0.439321535333756,"GO:0000278","GRR1","k_aa",1e-32
"4191",-0.0756944902732214,"GO:0000278","HIR3","k_aa",1e-32
"2213",-0.585432548464289,"GO:0000278","HKR1","k_aa",1e-32
"2382",0.439585343202603,"GO:0000278","HOF1","k_aa",1e-32
"4599",0.015355193859956,"GO:0000278","HOS3","k_aa",1e-32
"1700",0.32135892003895,"GO:0000278","HPC2","k_aa",1e-32
"2852",-0.193153364330599,"GO:0000278","HRT1","k_aa",1e-32
"272",0.879860291039407,"GO:0000278","HSL1","k_aa",1e-32
"4601",-0.0210557970720984,"GO:0000278","HSL7","k_aa",1e-32
"1417",0.396129871557825,"GO:0000278","IBD2","k_aa",1e-32
"1639",-0.566867014146886,"GO:0000278","IGO2","k_aa",1e-32
"168",1.54510557333044,"GO:0000278","INN1","k_aa",1e-32
"1719",0.399626982778934,"GO:0000278","IPL1","k_aa",1e-32
"761",0.838431489657837,"GO:0000278","IRR1","k_aa",1e-32
"2445",-0.438353348337227,"GO:0000278","JNM1","k_aa",1e-32
"646",0.780632668217096,"GO:0000278","KAP104","k_aa",1e-32
"1013",0.571859370175332,"GO:0000278","KAR3","k_aa",1e-32
"160",1.3800310598703,"GO:0000278","KAR9","k_aa",1e-32
"405",0.843606237170626,"GO:0000278","KEL1","k_aa",1e-32
"2830",-0.581461667217753,"GO:0000278","KIC1","k_aa",1e-32
"1533",-0.997201570570177,"GO:0000278","KIN1","k_aa",1e-32
"1666",0.664473514971809,"GO:0000278","KSS1","k_aa",1e-32
"441",1.37319952508059,"GO:0000278","LTE1","k_aa",1e-32
"3872",-0.145287998306043,"GO:0000278","MAD1","k_aa",1e-32
"4171",0.117451634846978,"GO:0000278","MAD2","k_aa",1e-32
"2766",0.329232094873308,"GO:0000278","MBP1","k_aa",1e-32
"89",1.4855021758935,"GO:0000278","MCD1","k_aa",1e-32
"1514",0.556743592792353,"GO:0000278","MCK1","k_aa",1e-32
"3444",0.20844382510606,"GO:0000278","MCM1","k_aa",1e-32
"926",0.806849481740766,"GO:0000278","MCM16","k_aa",1e-32
"1027",0.660994282462764,"GO:0000278","MCM2","k_aa",1e-32
"1241",0.515251881970804,"GO:0000278","MCM3","k_aa",1e-32
"3273",0.167932640005357,"GO:0000278","MEC3","k_aa",1e-32
"1589",-0.500581284084674,"GO:0000278","MET30","k_aa",1e-32
"1008",0.634427225411968,"GO:0000278","MET32","k_aa",1e-32
"3783",-0.339804681862071,"GO:0000278","MIF2","k_aa",1e-32
"3357",-0.135954996178358,"GO:0000278","MIH1","k_aa",1e-32
"3429",0.21162890473507,"GO:0000278","MKK1","k_aa",1e-32
"3552",0.262521572909053,"GO:0000278","MLP1","k_aa",1e-32
"490",-0.724151539583077,"GO:0000278","MND2","k_aa",1e-32
"618",0.995653317303267,"GO:0000278","MNN10","k_aa",1e-32
"1453",0.614924391747223,"GO:0000278","MPS1","k_aa",1e-32
"400",0.779745588449371,"GO:0000278","MPS3","k_aa",1e-32
"259",1.3674790467773,"GO:0000278","MRC1","k_aa",1e-32
"2419",-0.494437989816198,"GO:0000278","MRE11","k_aa",1e-32
"2138",0.419775028772351,"GO:0000278","MSA1","k_aa",1e-32
"36",1.16732880973428,"GO:0000278","MSB2","k_aa",1e-32
"364",0.853281048314954,"GO:0000278","MTW1","k_aa",1e-32
"427",0.630977834489148,"GO:0000278","MUS81","k_aa",1e-32
"464",0.620422832069604,"GO:0000278","MYO2","k_aa",1e-32
"2646",0.233677015435928,"GO:0000278","NDC80","k_aa",1e-32
"3156",0.213768075077891,"GO:0000278","NDD1","k_aa",1e-32
"2143",0.339521499320848,"GO:0000278","NET1","k_aa",1e-32
"722",0.858304887542576,"GO:0000278","NIP100","k_aa",1e-32
"4309",-0.069448010264829,"GO:0000278","NIS1","k_aa",1e-32
"1140",0.546903066197538,"GO:0000278","NPA3","k_aa",1e-32
"561",-0.461711348138945,"GO:0000278","NPL4","k_aa",1e-32
"1971",0.537948993215276,"GO:0000278","NRM1","k_aa",1e-32
"1637",0.619834235162037,"GO:0000278","NSL1","k_aa",1e-32
"248",0.918989439392152,"GO:0000278","NUD1","k_aa",1e-32
"660",1.25477402793489,"GO:0000278","NUF2","k_aa",1e-32
"3026",0.241897508293288,"GO:0000278","NUP2","k_aa",1e-32
"483",0.888089807993793,"GO:0000278","NUR1","k_aa",1e-32
"2089",-0.758630742761224,"GO:0000278","OPY2","k_aa",1e-32
"1734",0.453219097691763,"GO:0000278","PAC11","k_aa",1e-32
"3602",-0.165679336692305,"GO:0000278","PAF1","k_aa",1e-32
"3096",-0.385693494392307,"GO:0000278","PBS2","k_aa",1e-32
"935",0.545325750182197,"GO:0000278","PDS1","k_aa",1e-32
"3056",0.161031956883352,"GO:0000278","PDS5","k_aa",1e-32
"2502",0.38089791804348,"GO:0000278","PEA2","k_aa",1e-32
"1907",0.395679730645484,"GO:0000278","PEF1","k_aa",1e-32
"2146",-0.368015463184318,"GO:0000278","PHO85","k_aa",1e-32
"2220",-0.853037420076332,"GO:0000278","PIN4","k_aa",1e-32
"2775",0.283361929056531,"GO:0000278","PKC1","k_aa",1e-32
"2975",0.129976128534926,"GO:0000278","POL2","k_aa",1e-32
"2498",0.294523035291611,"GO:0000278","POL30","k_aa",1e-32
"4328",-0.0349830463874362,"GO:0000278","PPH21","k_aa",1e-32
"3159",0.146920006572216,"GO:0000278","PSE1","k_aa",1e-32
"782",0.814793179622329,"GO:0000278","PSF1","k_aa",1e-32
"3545",0.124437162286831,"GO:0000278","PSF2","k_aa",1e-32
"1511",-1.11726873537719,"GO:0000278","PTK2","k_aa",1e-32
"1826",0.634338119357284,"GO:0000278","RAD24","k_aa",1e-32
"2235",0.34637552196114,"GO:0000278","RAD30","k_aa",1e-32
"3447",-0.344737916442156,"GO:0000278","RAD51","k_aa",1e-32
"2140",-0.360512208084746,"GO:0000278","RAD61","k_aa",1e-32
"2613",0.431495321056399,"GO:0000278","RAD9","k_aa",1e-32
"2172",0.273118400481137,"GO:0000278","RAX1","k_aa",1e-32
"3497",0.179733438535623,"GO:0000278","RAX2","k_aa",1e-32
"3864",0.166543722477863,"GO:0000278","REB1","k_aa",1e-32
"4571",-0.0226894173512508,"GO:0000278","REF2","k_aa",1e-32
"3007",-0.487608590423222,"GO:0000278","REI1","k_aa",1e-32
"3251",0.296868847654081,"GO:0000278","RFC1","k_aa",1e-32
"179",0.931421594176343,"GO:0000278","RGL1","k_aa",1e-32
"3888",-0.140083732110403,"GO:0000278","RHO1","k_aa",1e-32
"4006",-0.0711376668688783,"GO:0000278","RIM101","k_aa",1e-32
"570",-1.52137364858225,"GO:0000278","RIM15","k_aa",1e-32
"333",0.714335093048718,"GO:0000278","RIM9","k_aa",1e-32
"4497",0.0340027681951038,"GO:0000278","RIO1","k_aa",1e-32
"3204",0.363310449890356,"GO:0000278","RME1","k_aa",1e-32
"458",1.44677573272935,"GO:0000278","RMI1","k_aa",1e-32
"2627",0.199736657238998,"GO:0000278","RPD3","k_aa",1e-32
"2853",-0.173956266856812,"GO:0000278","RRD1","k_aa",1e-32
"3442",0.3402887570637,"GO:0000278","RSR1","k_aa",1e-32
"1593",-0.494311482426757,"GO:0000278","RTS1","k_aa",1e-32
"1331",0.67400498597492,"GO:0000278","RTT107","k_aa",1e-32
"2481",0.250750095788528,"GO:0000278","SAC3","k_aa",1e-32
"3686",-0.202064617966193,"GO:0000278","SAP155","k_aa",1e-32
"2225",-0.296244600597456,"GO:0000278","SAP190","k_aa",1e-32
"2566",0.586821231211078,"GO:0000278","SAT4","k_aa",1e-32
"2582",0.315772664562744,"GO:0000278","SCC2","k_aa",1e-32
"2757",-0.549581435133882,"GO:0000278","SCC4","k_aa",1e-32
"1710",0.305633831741972,"GO:0000278","SCM3","k_aa",1e-32
"3787",0.250966871238991,"GO:0000278","SDA1","k_aa",1e-32
"1638",-1.17833244167638,"GO:0000278","SDS23","k_aa",1e-32
"4149",-0.173379000567035,"GO:0000278","SFG1","k_aa",1e-32
"3463",0.201274260034443,"GO:0000278","SFI1","k_aa",1e-32
"416",1.26544074192916,"GO:0000278","SGO1","k_aa",1e-32
"451",0.842307674803566,"GO:0000278","SGS1","k_aa",1e-32
"3179",0.223623911494422,"GO:0000278","SHE1","k_aa",1e-32
"1073",0.835197255499554,"GO:0000278","SHS1","k_aa",1e-32
"4436",-0.0428117724653675,"GO:0000278","SIC1","k_aa",1e-32
"230",0.775213789761665,"GO:0000278","SIN3","k_aa",1e-32
"4683",0.00493153568497914,"GO:0000278","SIT4","k_aa",1e-32
"3097",0.426619625553969,"GO:0000278","SKG3","k_aa",1e-32
"2771",0.361701459911372,"GO:0000278","SKG6","k_aa",1e-32
"158",-0.69359973873869,"GO:0000278","SKP1","k_aa",1e-32
"3773",-0.19645945748883,"GO:0000278","SLA2","k_aa",1e-32
"148",1.06715014166389,"GO:0000278","SLD2","k_aa",1e-32
"3258",0.195693001250485,"GO:0000278","SLK19","k_aa",1e-32
"1714",-0.95679558982602,"GO:0000278","SLT2","k_aa",1e-32
"224",0.699048621226363,"GO:0000278","SMC1","k_aa",1e-32
"2177",0.425229752044089,"GO:0000278","SMC2","k_aa",1e-32
"1657",0.52547837814299,"GO:0000278","SMC3","k_aa",1e-32
"4134",0.069662308056497,"GO:0000278","SMC4","k_aa",1e-32
"2559",-0.215282786642331,"GO:0000278","SMI1","k_aa",1e-32
"851",-1.11089492493604,"GO:0000278","SNF1","k_aa",1e-32
"120",1.0537286015267,"GO:0000278","SPA2","k_aa",1e-32
"4529",0.0180993950897155,"GO:0000278","SPC105","k_aa",1e-32
"339",1.20830107375934,"GO:0000278","SPC110","k_aa",1e-32
"4153",-0.0891460022198265,"GO:0000278","SPC19","k_aa",1e-32
"648",1.18854898899319,"GO:0000278","SPC72","k_aa",1e-32
"3726",-0.324675931427351,"GO:0000278","SPC97","k_aa",1e-32
"2323",0.322661822157587,"GO:0000278","SPC98","k_aa",1e-32
"1840",0.651152646983604,"GO:0000278","SPS1","k_aa",1e-32
"3472",0.135851546772458,"GO:0000278","SPT6","k_aa",1e-32
"2054",0.374329576988919,"GO:0000278","SRC1","k_aa",1e-32
"1271",-0.523926665192872,"GO:0000278","SSK2","k_aa",1e-32
"2376",-0.262412167135654,"GO:0000278","SSN3","k_aa",1e-32
"3152",0.150597017785009,"GO:0000278","STB1","k_aa",1e-32
"4117",0.0931836134787423,"GO:0000278","STE11","k_aa",1e-32
"4513",0.0273944264662178,"GO:0000278","STE20","k_aa",1e-32
"4508",-0.0277029602318346,"GO:0000278","STE7","k_aa",1e-32
"3308",0.189782747051534,"GO:0000278","STH1","k_aa",1e-32
"787",0.586704915046475,"GO:0000278","SWE1","k_aa",1e-32
"1081",0.553802434438429,"GO:0000278","SWI4","k_aa",1e-32
"123",1.33788740577549,"GO:0000278","SWI5","k_aa",1e-32
"1559",0.541531229180133,"GO:0000278","SWI6","k_aa",1e-32
"2576",0.425629364124488,"GO:0000278","TEM1","k_aa",1e-32
"1180",0.448029265588001,"GO:0000278","THP1","k_aa",1e-32
"594",1.18810737125558,"GO:0000278","TOF1","k_aa",1e-32
"729",-1.05186261445221,"GO:0000278","TOM1","k_aa",1e-32
"2948",0.276887469673258,"GO:0000278","TOP1","k_aa",1e-32
"1962",0.55954760896894,"GO:0000278","TOP2","k_aa",1e-32
"393",1.3538157974911,"GO:0000278","TOP3","k_aa",1e-32
"3478",-0.17483432552193,"GO:0000278","TPD3","k_aa",1e-32
"3349",0.263625720659337,"GO:0000278","TPM2","k_aa",1e-32
"2457",0.507152596385383,"GO:0000278","TUB1","k_aa",1e-32
"2478",0.530287051267844,"GO:0000278","TUB2","k_aa",1e-32
"3443",-0.223261776885231,"GO:0000278","TVP38","k_aa",1e-32
"1858",-0.389834343922155,"GO:0000278","UBC9","k_aa",1e-32
"3230",0.185975846044957,"GO:0000278","ULP1","k_aa",1e-32
"3012",0.621002396167546,"GO:0000278","UTH1","k_aa",1e-32
"2002",-1.22396665394829,"GO:0000278","VRP1","k_aa",1e-32
"2655",-0.72155175903125,"GO:0000278","WHI5","k_aa",1e-32
"4368",0.0413865150361637,"GO:0000278","XRN1","k_aa",1e-32
"2591",1.68220245701273,"GO:0000278","YCG1","k_aa",1e-32
"422",0.636949213862437,"GO:0000278","YCS4","k_aa",1e-32
"579",0.914881303813193,"GO:0000278","YOX1","k_aa",1e-32
"1048",-0.523981285906946,"GO:0000278","YPI1","k_aa",1e-32
"1855",-0.2649558146342,"GO:0000278","YRB1","k_aa",1e-32
"2843",0.256117840502711,"GO:0000278","YRB2","k_aa",1e-32
"2927",0.330905967074445,"GO:0000278","ZDS2","k_aa",1e-32
"3635",-0.266773525572401,"GO:0000278","ZPR1","k_aa",1e-32
"3269",-0.291366991680622,"GO:0000278","ACT1","k_bb",0.0003478
"3669",-0.0955374415657085,"GO:0000278","AFI1","k_bb",0.0003478
"2829",-0.332433305269043,"GO:0000278","AFT1","k_bb",0.0003478
"2050",-0.704148846944495,"GO:0000278","AIM44","k_bb",0.0003478
"612",0.855643899351234,"GO:0000278","ALK2","k_bb",0.0003478
"4445",-0.0667861648084252,"GO:0000278","AMN1","k_bb",0.0003478
"2415",0.274065391507132,"GO:0000278","APC1","k_bb",0.0003478
"3084",0.170276546271071,"GO:0000278","APC11","k_bb",0.0003478
"2782",0.331525733604008,"GO:0000278","APC2","k_bb",0.0003478
"3734",0.109878314071334,"GO:0000278","ARF3","k_bb",0.0003478
"3624",0.302887816077621,"GO:0000278","ASE1","k_bb",0.0003478
"3344",0.230570266795308,"GO:0000278","ASH1","k_bb",0.0003478
"889",1.08196172363832,"GO:0000278","ASK1","k_bb",0.0003478
"34441",0.383192578304183,"GO:0000278","ATC1","k_bb",0.0003478
"1830",-0.601438209077585,"GO:0000278","AXL1","k_bb",0.0003478
"500",0.880685661406361,"GO:0000278","AXL2","k_bb",0.0003478
"4421",-0.116483510655648,"GO:0000278","BAS1","k_bb",0.0003478
"4479",0.0728480119411638,"GO:0000278","BCK1","k_bb",0.0003478
"2006",-0.330878866995753,"GO:0000278","BCK2","k_bb",0.0003478
"1091",0.590738202031591,"GO:0000278","BFA1","k_bb",0.0003478
"4218",0.0638637871096304,"GO:0000278","BFR1","k_bb",0.0003478
"2921",0.147910458431634,"GO:0000278","BIK1","k_bb",0.0003478
"860",0.497794487429002,"GO:0000278","BIM1","k_bb",0.0003478
"874",0.99175151028784,"GO:0000278","BIR1","k_bb",0.0003478
"3219",-0.302413512746446,"GO:0000278","BNI1","k_bb",0.0003478
"1201",0.681153366818843,"GO:0000278","BNI4","k_bb",0.0003478
"3844",0.120521491004808,"GO:0000278","BRE1","k_bb",0.0003478
"1977",0.469876047784671,"GO:0000278","BRN1","k_bb",0.0003478
"946",0.86245325531415,"GO:0000278","BUB1","k_bb",0.0003478
"838",1.00703551312738,"GO:0000278","BUB2","k_bb",0.0003478
"309",0.723196284968792,"GO:0000278","BUD16","k_bb",0.0003478
"3430",-0.103578663884381,"GO:0000278","BUD17","k_bb",0.0003478
"4429",0.0725325689791953,"GO:0000278","BUD2","k_bb",0.0003478
"1682",0.704630024202862,"GO:0000278","BUD20","k_bb",0.0003478
"1181",0.644890256366004,"GO:0000278","BUD23","k_bb",0.0003478
"409",1.27942268428799,"GO:0000278","BUD3","k_bb",0.0003478
"269",1.18200779358066,"GO:0000278","BUD31","k_bb",0.0003478
"4151",-0.0538485173409707,"GO:0000278","BUD32","k_bb",0.0003478
"2632",0.355641160453512,"GO:0000278","BUD4","k_bb",0.0003478
"2252",0.514535251460714,"GO:0000278","BUD5","k_bb",0.0003478
"3588",-0.260077069947207,"GO:0000278","BUD6","k_bb",0.0003478
"2176",-1.08529444160287,"GO:0000278","BUD7","k_bb",0.0003478
"3324",0.104876458361714,"GO:0000278","BUD8","k_bb",0.0003478
"2630",-0.247301265531427,"GO:0000278","BUR2","k_bb",0.0003478
"2648",0.306465022464409,"GO:0000278","CAK1","k_bb",0.0003478
"4635",-0.030996413529963,"GO:0000278","CBF2","k_bb",0.0003478
"990",0.412393638169627,"GO:0000278","CCR4","k_bb",0.0003478
"1479",0.722341646201434,"GO:0000278","CDC10","k_bb",0.0003478
"886",0.412292723990025,"GO:0000278","CDC11","k_bb",0.0003478
"2155",0.32522192269448,"GO:0000278","CDC12","k_bb",0.0003478
"1030",1.24515725104444,"GO:0000278","CDC14","k_bb",0.0003478
"109",-1.11576615240209,"GO:0000278","CDC15","k_bb",0.0003478
"2035",0.289538220976859,"GO:0000278","CDC20","k_bb",0.0003478
"1951",0.431160645481469,"GO:0000278","CDC23","k_bb",0.0003478
"4331",-0.0711330439368955,"GO:0000278","CDC24","k_bb",0.0003478
"1012",-0.494082522451761,"GO:0000278","CDC25","k_bb",0.0003478
"1701",0.469639917097248,"GO:0000278","CDC28","k_bb",0.0003478
"2942",0.214951331646235,"GO:0000278","CDC3","k_bb",0.0003478
"4477",-0.0284319309226496,"GO:0000278","CDC34","k_bb",0.0003478
"2363",0.345860440522636,"GO:0000278","CDC4","k_bb",0.0003478
"3703",0.155050070201445,"GO:0000278","CDC42","k_bb",0.0003478
"596",1.30294282208774,"GO:0000278","CDC45","k_bb",0.0003478
"4234",0.0529547273252059,"GO:0000278","CDC48","k_bb",0.0003478
"3064",-0.164020036905772,"GO:0000278","CDC5","k_bb",0.0003478
"3715",-0.121616056975181,"GO:0000278","CDC53","k_bb",0.0003478
"3228",0.210323137369386,"GO:0000278","CDC55","k_bb",0.0003478
"256",0.870768704384518,"GO:0000278","CDC6","k_bb",0.0003478
"3079",0.301109128779843,"GO:0000278","CDC7","k_bb",0.0003478
"2902",0.509084529946521,"GO:0000278","CDC9","k_bb",0.0003478
"3036",-0.10651010231721,"GO:0000278","CDH1","k_bb",0.0003478
"1007",0.81915269395992,"GO:0000278","CEP3","k_bb",0.0003478
"3776",0.151087871497894,"GO:0000278","CHK1","k_bb",0.0003478
"4482",0.0732715489664872,"GO:0000278","CHL1","k_bb",0.0003478
"656",0.84040310724884,"GO:0000278","CHL4","k_bb",0.0003478
"3561",0.170751234499552,"GO:0000278","CHS1","k_bb",0.0003478
"2437",0.474067219388096,"GO:0000278","CHS2","k_bb",0.0003478
"2512",0.31032620511213,"GO:0000278","CHS5","k_bb",0.0003478
"3164",0.259544560644165,"GO:0000278","CHS6","k_bb",0.0003478
"440",1.3261448981644,"GO:0000278","CIK1","k_bb",0.0003478
"117",1.15776568648057,"GO:0000278","CIN8","k_bb",0.0003478
"10",1.5967955715782,"GO:0000278","CKS1","k_bb",0.0003478
