"","k_1","k_2","k_3","f_1","f_2","f_3","s_1_NR_A_FPKM","s_2_NR_B_FPKM","s_3_CR_A_FPKM","s_4_CR_B_FPKM"
"ARP6",22.0926305238031,20.8914760908605,4.8188236397118,17.3876467354195,16.2066433704237,15.661779900967,41.7545,41.7684,49.7727,50.2668
"ARP7",9.63903349648654,12.2034202642247,15.4208518649345,24.3686010360633,21.6923147943257,17.3937762710308,115.043,103.916,151.287,91.7525
"ARP8",19.7059700470524,19.8543595821193,19.0917424529951,35.0619116852984,33.4929759224836,35.2169555938587,103.76,95.114,172.677,228.552
"ARP9",27.2802949336628,25.8664393489029,51.2253101196255,22.9758470121858,21.7237985603552,19.5575836037048,114.335,131.614,108.862,87.7366
"ARR3",42.1593721927611,36.0252397548233,54.8271553974174,32.4638584140952,34.2227900276395,31.4510105529644,6.97973,7.49471,10.9538,16.546
"ART5",19.4712085104027,19.6483253056229,3.51376652361298,13.7181485803081,14.0262766479118,12.342164410105,12.3598,13.076,19.2255,22.5012
"ARV1",26.2453249553709,22.428298650282,38.6680759169598,32.8969826938084,32.7796603276788,31.2966204707965,16.0508,16.7373,10.9809,14.3317
"ARX1",13.0156985458599,13.6047314059434,1.16927338316536,11.2155124660786,9.42775240552211,7.84583439695387,50.5552,23.8049,12.0538,5.63327
"ASA1",6.35237164524901,5.19532140288884,9.07710806457282,6.51052206845851,7.26577961328061,6.47193689632547,28.5386,25.9374,28.1546,27.3633
"ASC1",343.718544022278,356.544134973004,200.140627418471,246.149747597735,223.501006202992,189.617248531549,4020.05,4208.47,2132.64,1214.39
"ASE1",5.15224931487623,5.82695361625863,13.6656446214897,8.47947783864102,10.6664625938893,8.85451151523699,24.4576,26.2309,16.6864,16.3649
"ASF1",60.6174026278664,58.0269227464652,61.9281828861656,59.8870159704997,59.505493660033,54.1806511358496,150.881,145.582,117.583,115.417
"ASG1",127.533245800214,125.236797081961,128.180183281754,124.144188877318,134.714401655659,119.784084990944,34.1548,24.1514,11.6365,13.3716
"ASG7",5.33869531887949,3.33195384805333,5.06685132704991,1.89982574827465,2.2175002076553,2.04611729865849,111.986,106.004,53.0891,43.4533
"ASH1",21.2958362204163,23.8007187868655,42.365126954805,19.9098648224811,24.7633986526054,16.4091997281842,68.2616,58.9705,84.9641,71.3346
"ASI1",80.5338492998286,85.1077097764721,36.0275359109449,73.6530141367652,73.4659084949754,69.7178097538667,46.3214,53.3221,83.9696,56.177
"ASI2",22.5862102942187,22.9085518514252,28.5822382551533,41.6812526100756,44.1372415194518,44.7685801431266,81.6286,92.2247,111.504,172.756
"ASK1",9.77690121532152,12.4924537436985,6.50558688905174,58.6233663470453,54.290339612034,58.0962589046259,105.754,91.2326,138.489,83.8811
"ASM4",64.2445529512418,61.48451587989,83.2736416682056,64.9188319795047,63.8385722863348,68.355474199628,41.549,39.5618,71.0284,69.7817
"ASN1",284.949242372598,283.465683383255,102.961243691133,188.012988659058,181.923746945002,177.278834718055,64.0583,68.4034,58.7923,63.3779
"ASP1",143.72872714582,145.386315120629,14.8376760346501,63.9126035650951,50.5105069974761,43.6367530420532,266.854,192.989,107.728,64.4165
"ASR1",34.5569017501546,32.0029895369819,26.8205330245175,33.0150744265554,34.7856634725179,32.5259899649414,67.5545,71.1692,77.8931,68.3101
"AST1",190.452690212571,183.109295145835,240.421504926406,245.348341227964,243.977379791117,255.251145714233,20.8973,15.8325,11.7298,7.78715
"ATC1",32.0302682957626,28.2069928279812,2.14092309593658,31.3924078004451,29.7846245519826,30.2950240599966,46.5791,37.5511,36.8936,18.3681
"ATE1",34.8872250757076,32.621365997295,50.2631651643351,19.4244030121287,20.0376180054324,19.3873706282489,28.825,33.5836,47.7827,51.243
"ATF1",42.004441964321,42.7690152255193,28.0444329264623,183.482157329791,186.474632991089,200.932948428106,31.5004,32.8145,105.758,72.807
"ATG1",185.486216260318,192.812676041854,85.5734890790652,405.38695178238,423.493569545425,392.697416039689,17.167,17.6532,43.701,32.3015
"ATG10",11.9321575498596,9.93005372387619,25.4711985630077,24.8754731031887,24.8062294371623,27.2041433275693,9.62945,12.1302,11.9145,16.0005
"ATG11",13.8054307276472,17.8418392193988,20.3047645806572,32.4881651745366,34.2832718294164,34.2007720711435,21.4359,16.7243,16.652,22.0076
"ATG12",24.43718479856,23.3550611170457,35.8815798058432,42.9637987704403,44.8040150580309,42.3922098285326,48.8379,48.1015,63.6241,84.3086
"ATG13",130.254801477616,139.791083021176,115.038133635742,99.3394267409413,114.789520770599,112.865322453463,94.888,115.825,100.216,72.9312
"ATG14",63.4406789146437,60.9007120005303,77.8904204001398,104.061546491468,103.629212740294,109.995521447491,68.1327,77.0636,69.9469,151.79
"ATG15",95.5303449623135,106.383149177416,107.621781581522,154.612833754717,148.348204480832,151.632934929208,25.9383,22.799,35.0267,23.2385
"ATG16",45.7170683760441,41.5454887438073,41.0135682221048,51.0547963655055,49.5566518339711,52.8037893105767,151.113,149.27,125.119,261.291
"ATG17",39.1679408079098,36.4528869862036,65.2687294166903,27.5069557392372,29.5411302697856,30.4454496249677,53.8601,58.4757,64.3935,110.478
"ATG18",49.5089509939057,46.8024328381379,127.440182793971,51.3140603185586,56.4871089673419,51.5886944125578,36.9664,34.2522,37.9634,28.1459
"ATG2",35.2683673744225,38.8774083685143,49.7497242298607,52.805802813736,56.6073915374944,55.9395738056705,20.2224,20.9613,31.9111,32.2033
"ATG20",99.2280615733739,109.859802244397,192.82699426337,133.166283385143,139.134896824954,126.281865705092,79.153,81.9977,170.687,243.88
"ATG21",36.5703623323956,39.5850392316147,101.798815522704,56.3399152769744,56.9925622990295,56.3533510994576,56.7629,67.6763,76.2488,87.967
"ATG22",159.412588996975,154.560466210444,162.327952012228,99.9976180920394,89.4283852591442,91.642685297532,31.3926,31.665,44.6531,35.7064
"ATG23",46.8039301356496,52.4000222372533,61.671472585673,42.1728987080103,42.9852395892742,42.6639320440821,19.3261,18.8153,26.6962,35.9315
"ATG26",190.78770748174,195.478509148555,258.343614415558,301.192604430889,307.384360581896,342.248105920674,31.5456,28.4062,61.2146,54.0462
"ATG27",114.433437780843,117.279283219859,179.149386206408,218.470566308873,228.569089376445,224.940392398806,148.177,130.847,87.3442,63.2003
"ATG29",87.2963956156919,88.3148597809888,150.07827120857,112.678763752554,113.772286529795,109.973156012805,87.7893,92.5795,149.948,293.718
"ATG3",554.938253048064,562.043464149138,355.630652365885,396.067083293406,405.792120680809,408.44739194075,138.597,171.656,221.996,241.89
"ATG32",122.32640961999,122.806583911789,170.577422885743,158.886504475954,161.53377061805,166.864979170986,8.94643,8.50226,15.6942,21.8512
"ATG33",893.529632743616,876.513873361556,877.212586577363,683.652713980454,658.422039772863,641.907558385837,29.6323,30.9681,86.1225,98.0748
"ATG4",96.1569176920215,90.640372149384,110.663620134152,93.5770876480835,98.4207999672897,98.4936888685211,32.659,40.375,98.413,90.2096
"ATG5",12.5646174453822,11.7362797447693,21.4596056204467,17.2220063730757,15.6234881803115,16.8764557192293,73.6143,58.0439,99.8976,134.322
"ATG7",69.4679456032338,66.6019191941639,72.0544656591348,50.3093889254806,52.0641755722014,49.8740248830832,31.8932,39.867,40.7245,41.0336
"ATG8",504.022575820637,562.321035728852,398.213979495507,955.999331273028,1044.21541133276,1023.53007475485,483.981,599.201,843.042,1832.47
"ATG9",18.1116130921874,18.7401563346071,28.7587107294961,30.7004493617806,34.576504287065,28.9668848530258,14.5744,13.1454,34.6409,41.0131
"ATH1",33.8244590367922,33.3717731761717,61.1697595441777,99.7785858018718,120.509998749505,123.77207377398,22.6682,23.0859,138.092,136.75
"ATM1",19.3348632023235,19.8959253483032,6.1459691696233,116.310889973735,119.647953330873,133.178667795786,44.033,31.6704,31.7274,19.9452
"ATO2",25.072937089857,28.1612054473015,24.9651482604313,65.5928630991167,71.3370906367009,68.315023609912,60.0627,62.5788,172.181,240.251
"ATO3",28.9724404189217,29.6045470768565,14.2844074312403,62.755186482605,60.6403556369359,66.0042709404889,20.9996,14.1294,247.604,351.583
"ATP1",1736.75460693731,1858.2232380432,2252.70917907404,2236.4364324721,2281.68849323604,2231.2965046715,397.108,451.66,959.943,668.105
"ATP10",53.404499866725,62.2180553370368,76.3761168456365,76.2535188594943,77.6212919320293,71.9400483490439,25.9393,23.1896,34.5096,27.9149
"ATP11",223.705433556454,235.757884490453,193.478656229202,225.307065165043,239.325763152132,229.456477608325,117.313,115.159,152.074,104.012
"ATP12",72.8020289767629,80.7101743655379,43.7898787416556,80.6748382784824,85.8231106761045,76.1568992130989,28.9124,31.3881,51.8718,25.2471
"ATP14",914.97043120938,902.603899688287,1221.70458483931,1062.3435876506,1107.10292843365,1091.51571253589,243.03,234.785,427.307,349.532
"ATP16",1231.95805034,1234.89768958872,1427.31277762239,1655.94139871181,1585.08436035667,1563.51333853996,116.06,136.321,369.024,275.268
"ATP18",3434.80271570736,3270.05856979118,3630.9571882656,3038.48271891592,3164.39825696073,3017.59529608596,829.476,777.267,1431.47,924.63
"ATP19",973.183336052149,943.396963479486,1288.42790887841,1092.30377011021,1120.60810954638,1182.58564603151,419.773,414.265,1341.02,615.777
"ATP2",1755.94115023909,1881.26936425979,1264.50985292463,2459.80068724657,2423.73479537286,2393.41807808691,153.36,209.573,701.125,603.369
"ATP20",809.323646968254,843.73840847161,925.768174697681,958.652314133838,968.594158951374,919.393215546632,59.1059,76.0753,163.913,232.781
"ATP22",7.91561530759336,8.82481047074415,8.96609253321492,12.4475069652248,14.5767085645789,12.2386725932276,32.5697,31.7598,74.992,75.4644
"ATP23",137.252045989718,139.475773359615,123.232335890017,106.973629853268,107.206468129655,99.0255033842317,23.2271,26.3869,48.1475,37.6962
"ATP25",28.9659200021038,34.442222821535,29.4020105175291,48.4913541139387,47.3286681076417,46.774433571023,53.3762,47.55,70.2727,72.8927
"ATP3",1121.91645147022,1201.05711868511,1123.93245574644,1809.18944603773,1823.18673802726,1859.28280032953,75.1882,81.5167,312.566,200.109
"ATP4",1581.76734292289,1616.3891019576,1762.15254759815,2868.29290893115,2947.73657792939,3095.97173897404,180.708,238.693,381.664,352.501
"ATP7",1035.32768037596,1096.00630810072,1741.9545328036,1686.53586064088,1669.25077013999,1675.91582910029,437.012,434.583,989.042,721.976
"ATS1",10.9971165041408,11.6253220178254,83.6302880324905,20.3842345795027,20.2444000920873,22.0254626633012,55.4707,42.3164,60.3822,33.0327
"ATX1",940.325041076175,827.893978310987,898.429090100466,1555.50285111949,1435.81129662903,1552.20513736533,305.243,393.26,412.183,385.749
"ATX2",6.45789276892424,7.40386882413077,19.6614031561272,9.31026285430991,9.73979514634497,10.0107931622073,24.2216,19.8025,18.2012,8.62439
"AUR1",86.3739741692132,87.4439664284632,48.2626701943459,157.895460667618,164.47274689409,150.762371357365,26.7276,19.0261,30.1333,16.5386
"AVL9",43.0759772511457,38.6072141278549,39.8249190119089,34.5234400087252,34.6917703804721,34.3575703319397,82.6702,77.0834,78.7359,71.0974
"AVO1",11.5994771617459,12.664053383035,17.7989392770728,14.0516979372599,14.8150394943919,13.6795058227162,29.9391,24.7548,20.7499,24.0614
"AVO2",43.2705482780979,44.8837883422916,19.8858014425641,83.8314162416177,86.6246747335462,87.1811484993261,34.5075,36.1038,43.3208,46.3062
"AVT1",80.1267355062093,86.2392129577907,63.0577300288501,136.563944964213,131.679868221058,134.665096157305,72.4007,75.8755,105.051,85.2069
"AVT2",11.2052564214478,9.77145791754959,18.7016830097121,11.2314888327349,9.84075199448748,9.10771010450074,8.32623,10.0115,14.5699,17.3772
"AVT3",62.136931093316,60.676846978086,7.17209237138755,56.883623379543,54.5499006103084,52.1923216294427,78.1266,57.8443,117.1,107.151
"AVT4",36.0989947288633,43.10081159119,163.089713886947,114.104038373935,110.645120483596,96.0525541707898,42.5694,47.1571,57.7362,70.8553
"AVT6",32.3739711256802,31.9084936208158,42.7915666678476,32.0044439017534,33.7209529401741,29.2415136001001,29.8693,32.4151,48.0755,38.3765
"AVT7",80.8965908893924,87.6940074198831,93.8901302273382,86.0367530132409,86.3596040194336,90.9877179714932,70.8345,87.9308,122.198,117.955
"AXL1",7.53872288629721,7.15823962393591,3.56142011782456,4.32640219050086,4.30383768875013,4.03827360913504,54.3504,44.6546,31.3837,32.4698
"AXL2",16.9073301295941,20.966070132554,25.2955783808446,11.6748735942123,11.5831304452736,9.10287909662723,11.7033,10.8606,12.0863,4.63974
"AYR1",216.321702872439,223.260689682894,352.299192941188,258.240950214881,243.012866445776,248.271387124472,115.166,132.002,348.464,420.689
"AZF1",87.2555058402631,87.2886370913237,324.619113591836,189.352398995181,205.644011822069,210.652647604745,26.3578,25.4284,32.2694,36.0923
"BAP3",141.920779720104,142.790298148082,197.745907829922,157.657062077,152.021613113873,150.977317300305,79.0772,60.9631,117.884,105.783
"BAR1",5.46658277041349,6.4790827967816,8.76100986430144,7.22434504584488,9.24219659867131,7.63720754264216,230.209,108.591,58.8475,28.1334
"BAS1",33.4301578502498,31.0435447535171,10.7734566095354,33.5451361434866,32.193854432157,27.3931703802218,26.4685,17.5068,18.2236,12.4787
"BAT1",705.780251645391,724.644856561035,450.595088514549,352.977394198478,362.358132319715,346.203046933016,299.328,285.143,95.5377,46.9282
"BBC1",77.2328388326887,81.5165587733704,9.23894040743392,123.874580431768,118.547323149982,113.268348004094,58.4642,53.0625,76.0848,101.694
"BBP1",12.9496540045317,13.5266827025142,9.5232386387926,27.0440811521773,23.8176586625581,27.2822213691971,27.5791,27.954,39.3273,27.9755
"BCD1",11.2363558750133,10.9264130150601,1.52769386745223,7.69697474590901,7.26465864754639,5.57352755624528,77.3553,55.7927,34.4628,24.624
"BCK1",20.9888026702503,22.4983585425547,6.19323686369521,27.2292783426148,29.1558065436695,27.6180704107104,21.2052,18.5074,21.9525,17.7666
"BCK2",127.97548720076,128.807357487766,87.3234175810466,135.745697071354,142.27172860686,153.12516517487,45.6927,36.4607,39.2439,33.9497
"BCP1",61.3203107895624,60.4537297665537,40.7591730367853,67.925646112028,69.4237786710911,66.9032538421873,193.613,134.148,48.6221,45.181
"BCS1",55.8212881935976,55.2458704629045,48.9228866388085,92.2267156485612,96.4831027782857,89.3260658007633,39.6786,40.8526,76.2582,59.1943
"BCY1",736.956725902143,709.080502136301,823.064971456116,588.228735940591,597.215066632169,609.815978458425,152.511,160.22,402.1,342.859
"BDF1",217.971407679143,275.674820594116,89.6154217616121,179.072836917747,196.318772175062,168.663022864803,80.8357,65.244,105.274,109.273
"BDH1",2805.73784628376,2506.82068551778,4621.94837272398,1915.99241424484,1836.41466115721,2081.86813937131,335.843,554.502,1566.68,1207.98
"BDH2",793.731324947876,758.350420532125,2971.52970672753,902.351219212453,895.999327566936,986.4493547898,398.142,428.514,1077.38,1259.23
"BDP1",12.6416402609095,13.5022210253705,20.233850001398,16.9213211323657,18.0791877643574,15.9430027131895,89.7597,91.3376,126.105,149.648
"BEM1",25.409486580996,24.0925893628471,13.5116035387998,160.26735158522,268.961315509159,247.898478050802,36.4967,45.3893,64.7975,59.3286
"BEM2",24.3896246624245,26.374486593249,25.3367367386891,34.406882234595,36.2169642176063,37.167825890345,92.2095,74.2823,52.6464,61.0494
"BEM3",2.40646948120854,3.18773814689482,11.1216680939146,8.6351768422757,8.26612770970583,6.63142120230028,21.8653,21.5707,28.5541,22.3079
"BEM4",6.5320560345489,6.99526929087658,11.7692586565086,12.0686230050387,12.1278729622267,10.880850060753,22.5216,20.4552,24.2175,29.254
"BER1",7.96416743583458,8.18069265678765,2.94936122022308,4.9720468348933,6.07170133891946,4.16247444488286,70.2828,61.914,51.1354,79.8336
"BET1",21.1173435774494,22.6274994691605,55.8723065253071,18.749423756881,16.8100822193225,12.562422874196,121.205,118.945,114.602,103.179
"BET2",26.3085914907851,25.3157515920378,34.6728533887969,25.6145973786313,22.0134492078266,23.4352831770042,97.8942,96.0454,91.7461,99.459
"BET3",8.75350733890773,7.08944615222535,11.7337609679051,14.1315709873503,16.4722719546279,11.4726155903729,198.1,207.823,242.924,232.736
"BFA1",14.6420636959512,16.2228591295576,24.5616228052821,31.9285198480256,36.5018928191002,30.7077430607015,15.6642,11.329,8.63631,7.73864
"BFR1",50.4599260689997,54.4178268434743,60.758156347842,44.3771337494977,44.758671091796,35.9861621248409,347.094,399.309,401.278,294.983
"BFR2",22.7210296674637,22.7165145022351,1.59406558603817,14.123078012887,12.4910873120359,11.2855758120764,167.683,99.7416,17.6708,15.5115
"BGL2",855.804496922876,917.673643398925,1198.43174902287,806.149898836329,876.874039652785,871.672989307859,1357.41,1336.34,901.715,437.332
"BIK1",27.8824293139397,25.4115267367256,23.472712717039,25.9369061168156,28.1722253836236,25.7382638298403,41.3204,31.7367,46.6877,31.1759
"BIM1",11.3031523936815,8.78822209854745,13.1990575494681,8.7996308953756,7.75297742215015,5.20194376569973,85.0749,87.674,105.622,75.7875
"BIO2",866.199497746188,804.223148562675,165.034586081054,707.9832556929,610.402466041891,617.170626523879,98.9875,91.7497,142.96,87.0137
"BIO3",55.3916415037664,50.5500954729676,24.9508752464953,28.0362518636372,24.4760297344736,18.8008471295139,15.1066,19.7835,12.8063,6.84993
"BIO4",13.5924109439826,14.5186783059952,7.34582812480598,19.4360406414017,17.8524541298656,14.1661605812798,28.7228,28.4414,27.6989,23.6443
"BIO5",8.44693743097977,7.48823723439844,4.41865953566154,10.0244443848671,9.71653040713269,8.77925644541516,19.795,19.4331,11.913,8.78623
