"","GSM3714420_Galaxy259","GSM3714420_Galaxy264","GSM3714420_Galaxy269","GSM3714420_Galaxy274","GSM3714420_Galaxy279","GSM3714420_Galaxy284","GSM3714420_Galaxy294","GSM3714420_Galaxy374","GSM3714420_Galaxy379","GSM3714420_Galaxy384","GSM3714420_Galaxy389","GSM3714420_Galaxy394","GSM3714420_Galaxy400","GSM3714421_Galaxy415","GSM3714421_Galaxy420","GSM3714421_Galaxy430","GSM3714421_Galaxy531","GSM3714421_Galaxy536","GSM3714421_Galaxy541","GSM3714422_Galaxy451","GSM3714422_Galaxy456","GSM3714422_Galaxy461","GSM3714423_Galaxy466","GSM3714423_Galaxy471","GSM3714423_Galaxy476","GSM3714423_Galaxy481","GSM3714424_Galaxy486","GSM3714424_Galaxy491","GSM3714424_Galaxy496","GSM3714424_Galaxy501","GSM3714424_Galaxy506","GSM3714424_Galaxy511","GSM3714425_Galaxy516","GSM3714425_Galaxy521","GSM3714425_Galaxy526"
"SCS22",113.521,131.369,136.843,114.668,118.485,133.788,150.89,144.798,146.947,142.672,143.498,99.8537,127.412,118.267,85.2813,110.735,116.544,116.482,113.321,112.84,130.129,138.614,168.645,178.005,172.725,165.079,175.956,164.194,136.737,151.248,187.919,131.838,262.553,230.225,261.27
"MAP2",121.35,122.323,134.62,119.221,108.645,125.744,138.191,163.284,159.883,169.503,151.112,169.184,138.776,148.024,143.508,101.046,137.653,139.218,139.1,145.676,150.845,141.731,117.809,115.658,123.107,120.297,123.902,111.748,97.8533,112.738,112.42,99.6411,188.241,195.814,181.513
"MRP21",72.1121,76.5357,70.5076,75.8084,59.6518,56.0061,64.3578,95.7048,71.145,70.982,59.8044,80.1887,75.3596,75.416,59.2354,89.2809,64.432,58.4834,58.3641,66.7706,65.2352,89.2316,145.353,158.647,142.936,132.225,135.536,176.871,142.255,151.759,187.617,146.096,190.913,210.123,175.188
"AVT5",20.5023,21.6405,23.2368,24.6345,25.2921,23.395,28.8822,15.1582,20.3433,20.8549,20.1597,4.92522,24.5437,25.7123,25.3534,15.7302,22.9945,23.6733,24.533,22.5436,25.3859,26.6407,27.9937,33.1668,30.8902,31.6696,33.1806,38.0762,29.2298,23.4905,26.4122,32.8505,24.4677,25.4529,22.5289
"TEL1",8.18865,7.41106,7.72716,6.86326,7.87141,7.80859,7.26351,6.88926,5.82136,6.38998,6.71919,6.70762,7.81564,6.85037,7.04817,9.11385,6.66208,7.19342,6.98412,7.56696,6.75547,6.81278,8.49849,8.15632,8.09476,6.92343,8.52248,8.95398,8.10891,6.99889,7.41716,7.54602,8.75426,7.67023,9.34574
"RPL23A",1212.01,1199.33,1172.92,1200.54,1202.72,1200.51,1182.32,1120.16,1129.99,1158.69,1208.02,1364.2,1194.13,1232.31,1295.66,1239.85,1239.17,1291.59,1277.12,1173.68,1150.37,1238.94,259.182,316.63,307.91,309.585,352.21,367.886,340.079,336.905,414.725,358.744,335.59,342.202,265.784
"BOI1",32.6196,35.6348,35.6813,30.3667,33.9182,32.6724,37.2415,29.7776,27.7704,31.4215,30.9469,21.0721,34.1315,30.4545,33.6785,31.4899,31.9739,32.5848,33.4591,34.0715,35.6203,37.8421,17.5168,20.84,21.1139,16.6741,19.8742,20.5017,14.0782,20.7457,19.0272,13.7158,16.3268,18.5865,18.7429
"CDC27",12.5279,14.1214,10.645,14.2828,10.7656,14.0788,12.2536,8.65726,8.44846,9.46701,12.5735,9.85317,12.0788,16.3076,19.0426,8.9625,15.7804,14.0444,15.8319,18.8529,15.5603,13.1441,23.8731,28.1388,27.6196,31.6873,29.2015,27.9477,23.8996,24.8934,22.6437,24.8662,25.6655,19.6172,19.7521
"ALG3",29.4267,30.7262,26.6958,34.072,24.5116,27.2343,26.908,37.06,27.4989,31.6311,37.7639,34.5653,29.6176,41.5181,39.5804,24.422,30.3445,41.0189,44.2417,39.8017,47.0319,36.6669,36.6558,42.1599,35.893,27.7976,41.797,39.5656,34.8144,33.6394,33.1763,32.7,48.372,48.4788,37.114
"PET112",16.855,15.6147,14.2765,12.8432,12.341,15.4764,15.9655,16.6912,17.0175,17.4434,16.8675,20.3441,14.0784,13.0301,15.6413,15.1623,16.3797,14.377,13.2468,12.895,13.8088,15.6298,22.877,22.3819,21.0389,25.1724,23.4376,21.9397,25.2769,25.674,23.4798,23.9232,32.3921,32.419,30.7295
"NUP170",10.1117,8.69412,9.75499,9.3426,12.8046,10.9718,10.4387,9.4609,11.5483,9.8741,9.72416,4.01817,10.2973,13.217,11.3161,13.5942,11.8104,11.2391,13.0352,10.5362,11.2013,11.7685,13.9459,14.5825,13.8644,14.781,12.2611,13.0265,12.258,11.9619,13.9651,11.6267,15.3201,14.9601,13.8082
"ATG8",330.086,299.657,340.172,312.163,378.58,323.308,303.922,409.226,356.538,328.273,306.349,293.19,337.491,364.147,314.72,205.429,371.29,341.432,350.837,316.968,312.969,342.252,717.285,676.872,705.831,740.343,826.289,701.185,769.35,756.636,648.102,718.124,925.761,739.759,758.884
"SSA3",12.3069,10.5305,10.3153,8.25437,11.9653,9.24277,11.727,11.076,9.58265,12.5722,12.1165,13.2425,10.5052,13.1346,17.6582,18.3801,13.7373,12.59,11.3673,15.3944,13.6462,14.1936,516.617,536.773,515.081,522.5,475.405,473.303,481.4,492.834,471.538,458.14,1645.02,1608.8,1654.66
"AAR2",4.01024,6.29886,3.31263,4.36705,3.87964,5.57668,4.59884,5.8084,3.9678,4.38008,2.89697,0,3.55387,6.48984,7.30338,0,9.75194,6.93538,6.47137,8.74658,5.2715,5.83328,14.8602,14.4915,18.7072,11.0516,19.3737,7.74625,10.9163,11.6534,12.2274,12.7549,12.4377,16.9513,12.0869
"RPS8A",966.922,961.22,905.591,932.669,937.719,968.056,970.722,1814.81,1773.54,1814.77,1788.43,1604.98,927.933,873.36,839.947,836.113,822.5,837.028,833.876,913.673,1014.82,941.066,239.074,236.163,262.252,229.487,303.519,272.252,300.63,334.083,290.05,310.154,397.378,398.135,365.227
"KTI11",15.5638,15.4903,20.7956,15.478,8.87312,34.785,25.1161,27.968,27.9011,16.9271,33.5235,0,20.1478,45.2148,44.7934,106.241,27.1433,49.6297,22.3925,26.2436,43.7626,30.3076,162.787,134.204,147.792,71.7151,185.648,185.818,211.106,187.605,147.224,214.05,178.886,187.633,104.402
"AST1",20.257,30.3052,27.8535,23.8894,22.727,23.8796,29.4225,23.6325,23.4762,33.898,24.6408,37.3529,19.4632,37.8267,30.398,53.3216,36.8526,34.9228,32.9782,44.6236,47.5039,41.4052,77.1347,78.7061,71.8568,74.7853,74.9116,69.7721,78.156,84.1033,67.3799,67.2439,117.838,117.925,123.614
"UBP13",15.1263,16.8446,20.324,16.7059,12.6114,15.2891,15.5542,14.2085,16.6933,14.5916,18.4384,11.3272,15.2536,21.5084,16.6311,29.2149,21.6905,19.6517,18.8333,22.4033,21.3078,18.0828,48.7084,49.5068,50.8445,43.0961,41.4443,37.1259,40.7116,44.903,41.2089,43.0301,49.3201,50.1313,54.0685
"SEF1",3.10949,1.62106,2.25385,2.59328,4.12393,2.18469,2.85762,2.30256,2.38225,3.37575,2.29654,0.889495,2.65194,5.23165,4.33235,7.51067,4.83817,4.75914,5.14955,3.17841,4.78673,3.74179,11.3499,13.2572,14.222,15.7555,9.2208,12.265,8.00458,8.85902,9.80039,7.4903,9.90872,11.6172,11.9476
"PRX1",552.541,523.779,519.495,534.989,542.514,552.665,531.991,539.656,575.129,541.562,581.6,525.806,539.466,722.614,726.834,721.805,720.898,707.425,702.2,625.2,627.168,623.662,1088.85,1111.67,1137.72,1078.35,1120.35,1096.77,1134.34,1136.91,1074.64,1130.65,1335.59,1366.32,1277.81
"KIP1",11.8053,10.9304,10.8455,8.70129,9.14749,13.3478,9.01151,7.15324,7.99291,7.99031,7.23362,8.28983,10.5574,8.88059,13.0651,14.4539,10.1989,11.4178,10.8458,11.8416,12.4313,11.6579,3.13726,4.38766,4.09978,4.44025,3.64672,2.67244,3.74869,3.25143,4.45603,2.24165,4.00179,4.11329,2.66849
"SKT5",14.4571,19.0198,15.5895,16.612,16.3431,16.1842,19.0694,15.7724,18.6357,14.0208,17.0564,15.3852,16.4971,18.9111,17.5688,26.5083,18.0334,17.7539,17.9379,20.753,15.6471,19.2949,25.9856,24.6493,26.1758,30.4285,19.6466,23.916,23.7092,27.3332,25.4446,26.0707,26.7654,28.3239,21.3523
"YEL1",9.02465,7.52384,9.4495,8.82998,7.62482,8.46437,10.1419,9.72311,7.16044,6.23589,9.5308,6.21385,8.786,10.8656,7.26398,17.483,9.15962,5.94213,8.40777,8.89242,10.014,7.06432,22.2159,20.2253,19.0455,16.4109,22.7578,17.3432,22.4872,18.2145,17.997,15.1998,20.515,19.3668,19.2292
"CMC2",130.771,91.7107,131.427,113.822,129.649,114.005,121.398,97.9939,140.15,118.918,110.364,46.0395,132.375,75.2619,90.9271,126.099,59.3381,118.251,74.8753,88.9243,94.2144,101.561,218.347,313.057,237.067,229.152,258.568,276.232,305.101,322.667,299.455,429.605,574.222,574.648,675.076
"SHP1",139.108,137.677,133.506,133.401,135.967,132.611,132.632,160.014,175.282,158.229,159.902,189.934,141.912,149.06,136.783,167.946,136.491,132.095,138.091,121.774,122.717,139.22,157.602,170.553,172.186,170.167,142.555,141.866,156.292,159.59,163.088,154.543,195.391,180.252,201.159
"PTH2",96.5079,126.845,111.96,127.395,143.84,108.942,128.528,145.505,139.441,159.909,145.918,179.973,121.422,98.0771,99.7552,64.8314,101.212,84.2914,112.87,105.678,104.347,101.054,48.7581,52.0352,45.3484,54.0579,48.4568,55.5922,57.7065,47.9858,52.2356,46.4481,49.1633,34.341,51.4015
"PTC3",193.716,198.087,194.851,209.305,203.396,208.727,196.996,199.097,186.176,187.368,187.703,158.862,194.606,196.082,198.096,134.217,220.503,208.553,204.237,230.329,235.434,216.301,178.63,190.965,181.991,177.108,174.944,163.159,184.216,173.104,186.042,182.301,237.387,231.677,254.4
"Tat-D",24.5946,23.9416,21.8958,26.1888,21.5283,22.0425,19.9129,18.7285,21.5607,18.2323,21.0535,13.7613,22.7801,23.9815,29.7196,33.2504,30.5118,30.1753,27.6379,30.8312,27.1039,29.6827,46.2105,37.6997,44.6259,51.4687,51.0498,60.5368,50.7846,43.9888,45.071,50.352,45.2571,46.2274,55.7771
"TOD6",4.48843,5.14688,5.63243,5.52772,6.3361,5.60016,5.01237,5.79631,6.42253,5.37924,4.00257,4.13012,4.59146,7.97906,8.41965,10.5784,7.50459,8.72818,8.43858,9.21928,6.74728,6.70031,44.633,44.4003,44.9932,37.7295,41.6297,52.2338,41.4864,51.8799,49.6201,45.3185,52.1084,50.332,57.1419
"SAS3",13.557,12.8561,14.3345,14.679,10.4884,18.721,15.1479,11.8491,11.8386,12.1494,11.9828,11.3228,15.7665,10.9759,12.7349,10.8942,11.9275,11.3448,12.5136,14.9791,14.403,14.1054,15.0555,14.6807,17.2333,15.4435,11.8327,15.7086,17.8215,17.2654,18.1897,13.5332,22.9884,16.7688,21.5865
"PIN4",31.6145,32.7516,29.4753,32.8377,34.6769,37.4129,33.1072,29.4527,31.1722,31.7255,28.8521,48.7345,35.5895,34.3059,42.9433,39.6907,40.4947,39.9202,40.5223,46.3973,49.7584,41.9098,63.1763,62.8736,59.5043,61.6486,41.4935,50.8578,43.722,52.7419,47.4365,50.8277,49.519,50.0607,43.4279
"SEC17",191.407,200.74,204.402,208.906,190.641,187.797,196.169,206.488,201.96,197.784,199.94,163.789,191.854,158.07,160.319,219.701,166.647,192.725,170.569,190.681,192.101,184.643,214.539,217.429,227.091,230.22,225.803,211.377,210.488,221.146,199.842,247.923,283.473,269.377,283.68
"MOH1",48.8497,38.725,59.3659,55.6266,57.9853,42.8515,61.7668,36.207,42.037,47.0573,39.1453,55.4651,56.8743,46.163,62.6888,118.357,69.4296,51.4881,54.4023,55.1057,64.367,71.6693,1166.4,1268.11,1229.21,1195.47,980.615,1047.52,1124.38,1201.6,1255.59,1095.07,1035.69,1030.81,1069.72
"EDE1",63.1535,61.3025,65.781,57.9266,63.8509,62.2932,61.1548,61.0262,61.1601,61.2707,55.2755,52.7066,65.4622,61.0193,62.8384,57.8886,58.7496,61.1478,60.4958,67.3356,65.3735,60.8705,77.0582,74.0461,73.6143,81.4511,59.679,63.618,64.3754,66.9161,60.9291,61.8844,101.308,100.758,103.976
"PSY4",24.7076,22.9284,26.3627,22.1479,19.9888,24.6614,21.0488,32.9403,31.9144,29.8341,32.3138,22.6876,25.8533,22.2208,15.6872,17.7682,27.1039,22.2476,21.1988,24.3963,25.3385,25.5694,29.3844,28.9176,27.9768,28.1316,36.1103,28.5903,31.685,28.251,32.9697,26.3014,50.8729,47.4835,57.9398
"COR1",291.637,297.1,298.549,301.839,304.832,297.985,299.091,281.476,281.765,269.022,271.43,294.563,305.77,290.259,288.865,274.357,283.084,293.55,295.18,290.714,312.102,319.496,422.913,411.379,369.695,399.029,370.587,356.303,372.071,350.219,348.918,344.328,514.816,512.338,514.851
"ECM13",32.5518,29.4682,37.308,34.5365,33.9699,37.8176,39.4305,30.4382,36.3032,32.2769,26.5005,35.8012,29.1259,35.0599,38.1209,38.5482,36.2511,41.9773,35.2194,25.7758,37.1596,35.028,294.425,290.145,294.978,285.717,267.817,280.674,289.282,288.826,285.084,323.786,385.765,377.874,432.302
"FUI1",19.0343,17.5882,18.3968,19.0093,17.6306,19.1849,17.3294,20.5009,18.3283,16.3013,18.4034,22.4487,15.7761,26.8594,28.0413,27.7334,27.7902,24.1296,26.5064,24.5176,26.9904,24.0629,98.667,100.11,92.2818,93.0654,115.509,107.707,100.118,96.8944,99.8857,94.6876,94.4022,94.1003,84.8131
"PRE7",400.765,418.289,426.026,431.661,401.138,422.152,440.089,420.646,398.863,399.26,403.344,385.805,457.208,423.138,409.415,370.658,407.772,444.839,407.856,330.549,343.4,341.155,350.076,398.368,386.681,383.786,377.357,368.43,354.923,359.25,374.187,364.374,373.71,369.223,388.014
"ERD2",289.86,288.727,283.794,275.683,302.907,288.962,267.859,218.817,238.247,220.053,216.922,160.336,295.989,315.876,300.829,255.523,345.424,324.718,325.803,261.35,258.654,251.845,141.714,117.431,114.789,106.37,137.973,166.369,166.852,137.265,142.555,164.696,102.135,86.9176,106.706
"YBL039W-A",30.6632,150.557,61.4221,90.8043,0,0,58.2647,23.3362,23.3415,0,23.3415,0,29.2526,25.5163,75.0145,0,25.5813,50.6173,24.885,0,27.1573,0,0,58.3801,29.2215,66.8455,204.953,0,0,51.1837,102.565,149.197,62.2624,0,127.764
"URA7",8.46089,8.29933,7.13509,8.18332,11.3135,9.2021,7.06535,9.1449,9.48815,12.8716,9.32414,11.2962,9.92788,28.6168,26.5091,42.8155,23.5382,26.4972,20.5975,13.8549,17.8264,14.4472,27.6699,28.111,30.2675,29.2022,37.2327,31.447,31.1135,36.653,38.7326,29.9993,37.734,38.7171,41.1047
"MRPL16",81.6636,57.8292,74.7172,82.0439,81.289,70.2426,74.4884,72.8337,83.1955,80.952,73.9369,53.1076,76.4681,73.7891,78.5064,107.476,65.1713,73.116,79.7576,77.6585,68.4866,79.1095,117.488,117.448,120.946,140.358,110.068,137.291,101.132,121.211,134.978,143.834,146.281,130.235,128.266
"APL3",8.36844,6.57912,7.54654,9.94702,8.4277,6.43145,7.53406,6.38962,6.02374,6.31475,6.1569,12.0479,9.03212,9.0879,8.13306,12.1763,9.61232,8.00497,7.60223,9.15952,10.1515,8.02017,10.5728,11.7617,8.74901,11.8034,9.0996,6.96007,9.43555,6.79072,7.74396,8.78052,11.1394,8.87427,10.3384
"RIB1",85.0046,82.3141,78.8171,79.9908,76.7357,80.5076,72.8237,101.583,104.675,101.76,93.8247,107.921,79.9767,74.2915,73.8532,91.0272,76.9689,73.6298,71.7106,93.6664,113.076,103.01,250.844,273.087,272.709,272.815,279.828,276.963,262.247,282.894,277.675,274.049,291.823,308.385,312.09
"HEK2",89.3758,87.7719,80.4818,81.068,75.3095,92.4576,86.0225,95.1412,100.81,100.676,93.9075,98.5306,88.9723,82.1595,80.0564,87.4157,76.1383,82.1158,78.5042,88.5567,90.7366,88.2367,37.7543,44.7284,42.3493,40.2481,35.7137,28.3982,31.4268,37.5218,27.4339,32.0158,29.8927,22.9266,18.0777
"SHE1",16.2584,15.9916,25.4902,21.7062,17.1548,16.6293,23.3763,16.2148,21.4825,22.5143,18.4852,14.2882,20.1477,18.76,18.9728,18.393,15.7402,17.4309,20.4616,15.9258,21.7279,19.6499,1.39294,1.33219,1.67216,3.82825,0.749321,2.26765,0.833058,2.264,1.13677,1.6548,1.18259,1.57991,1.62139
"PET9",205.302,181.758,187.509,187.17,172.946,178.015,194.919,178.569,172.884,189.617,163.147,169.815,191.088,203.953,190.879,276.147,201.566,196.702,197.379,165.036,161.035,165.01,560.453,463.538,494.746,513.493,538.067,541.039,539.462,475.158,497.542,500.869,649.362,657.557,647.813
"RPL19B",2113,2041.08,2075.93,2145.48,1907.87,2139.9,2152.15,2265.31,2339.91,2359.7,2342.64,2413.86,2189.11,2036.27,2034.06,2847.56,2076.59,2117.54,2113.32,2511.69,2457.2,2430.58,629.548,734.001,729.836,730.8,711.856,665.385,693.847,890.259,894.149,880.895,1104.04,1083.99,1101.68
"LSM2",211.352,189.663,179.916,172.693,285.591,129.026,174.77,128.963,139.255,184.118,175.287,360.315,206.652,121.398,150.438,358.06,121.943,185.898,124.68,115.623,123.24,134.244,72.8959,100.862,74.8521,42.8793,51.8233,77.6914,84.0092,106.631,99.8734,126.808,145.082,121.047,37.1604
"RRN10",32.3649,25.3688,22.6142,30.6259,24.5972,31.4242,27.6312,35.6748,19.1139,34.5122,38.3403,12.6194,20.7241,39.797,30.8493,34.025,48.7335,38.2108,27.9413,36.4516,37.6794,51.9659,57.1902,51.1976,41.5171,41.3268,59.1282,46.9228,57.5345,40.0424,56.6729,72.0748,72.5996,74.2246,72.706
"NCL1",22.7137,24.9024,22.5101,21.7297,22.1724,22.4196,22.179,23.6614,20.9854,20.3898,24.2746,18.7937,20.4064,35.0609,37.5367,27.8659,36.1397,35.0264,39.9772,33.8698,27.7475,28.5918,29.6296,30.0723,33.9006,32.6692,27.7212,27.3082,29.3133,29.1676,27.1675,35.0093,35.0324,31.821,35.7672
"MCM2",17.3913,17.3164,15.2812,16.9403,17.4862,15.6682,14.2394,19.3118,18.5382,17.7209,18.2274,13.2151,17.7369,19.337,19.2885,14.9931,15.9626,16.3287,17.0811,16.3733,17.1156,16.9223,13.6269,14.2419,11.7201,11.2136,10.9223,11.8056,11.315,8.85953,11.4477,9.43032,12.1988,10.4404,10.5957
"PIM1",45.6579,47.3776,44.8546,43.216,50.2123,41.0033,44.9768,50.0091,45.9017,41.7654,50.4606,46.9061,47.4493,49.9852,49.1776,49.2711,46.8203,45.2153,45.8098,40.7051,44.854,46.0845,100.796,91.6581,92.9808,92.8897,82.0053,81.6196,84.9565,81.1602,79.5037,79.1379,109.551,113.986,112.635
"HAP3",46.1372,46.1019,56.9642,56.6073,52.6626,70.9131,45.1835,62.556,49.7966,79.7225,48.5553,38.3523,53.8115,65.3921,51.3319,61.4893,47.8873,65.1586,41.1196,55.5916,56.7155,60.4646,46.1687,55.2641,60.2107,38.675,47.4733,45.3636,48.9922,51.9863,47.9464,48.576,68.864,53.4218,48.228
"RFT1",33.7291,33.4127,31.1754,32.612,40.1202,38.6782,37.1344,30.9907,30.9897,35.0777,26.817,38.0271,33.8423,47.1538,42.5346,83.5047,40.0363,42.5815,46.7519,41.3374,38.9447,42.9549,53.5406,50.8802,49.5423,49.0603,48.3444,52.4345,47.9053,48.2133,39.2672,48.9023,28.0276,25.4183,24.6439
"APN2",15.0502,15.2316,13.5602,17.1576,13.2339,14.7022,14.4858,15.8612,19.1823,15.0222,16.9672,21.2922,16.4679,15.3169,19.4371,5.32236,19.0176,16.7446,16.6326,17.0458,17.3622,18.8372,43.2846,43.7303,43.8917,38.305,44.2159,43.8107,45.431,37.1767,45.5768,43.0367,64.1773,63.4925,67.8281
"POP8",24.9072,39.7719,33.2672,28.1892,36.9576,38.5507,27.7519,35.7094,38.7712,40.8334,30.7786,29.8232,40.8779,17.1317,35.2704,40.306,37.6029,25.5558,21.8903,31.3086,44.2217,34.2818,44.9023,49.4591,57.6267,43.7965,70.8575,56.5547,57.7386,33.2917,61.1291,133.738,67.7443,69.8656,73.6044
"PEP1",27.9895,27.6042,29.3213,26.8082,31.2116,29.4665,30.3491,29.0288,29.717,32.2183,29.9792,25.4552,30.4098,32.6285,31.5202,22.9565,31.9251,32.4331,32.4497,32.9481,33.5797,35.5592,50.5543,50.6862,53.9612,53.2523,46.745,43.4935,39.7816,40.8242,41.8903,40.9085,66.6907,67.8079,63.152
"FUS3",1.74478,2.0969,3.50118,1.41137,3.02509,3.39297,2.06912,1.82796,1.45305,2.20553,4.74087,0,1.0337,4.09552,1.03672,8.58925,2.05977,1.03364,2.75214,2.22309,3.17615,2.66147,7.17432,7.61948,6.66563,8.75318,6.46906,7.89755,13.6226,9.03491,8.50708,10.085,11.9448,9.78499,11.1815
"ACH1",16.1513,18.1956,17.6966,17.4126,16.8926,13.2949,17.5129,18.8283,22.7608,17.3332,15.6125,23.1137,15.9739,27.5694,26.9521,25.1336,27.6246,24.1776,24.9397,22.4516,24.8719,26.229,166.617,156.741,155.398,137.133,142.639,148.55,134.135,135.646,130.694,127.773,144.609,151.012,147.973
"RRN6",8.31285,6.58503,5.90893,6.14512,5.59253,6.87359,7.48958,5.2718,6.60773,4.92134,7.63673,6.98093,8.375,8.42121,10.0221,9.36098,7.78797,10.8283,8.96142,6.36408,7.04572,8.66057,10.2075,15.5772,12.8519,10.5578,12.5845,13.5853,13.7235,10.7498,11.7255,11.1695,11.7564,9.69981,12.7031
"FMT1",1.69101,2.81681,1.4137,2.00184,2.8617,2.68265,0.546215,1.56276,0.931606,1.257,0.9353,2.89336,2.17901,2.51588,3.81766,12.5763,1.76523,2.53015,3.28971,3.02152,2.5512,1.9334,4.19582,4.7389,4.75068,2.73626,3.8159,1.44855,6.89529,3.52537,4.30468,5.69227,3.97771,1.98758,1.16223
"SCT1",45.4419,38.8123,39.1944,44.1469,42.1357,39.872,43.2259,39.8516,40.9447,46.9459,48.2442,50.7479,39.7316,48.6096,44.0035,42.6054,40.6395,45.0359,44.5746,44.178,43.6971,43.8736,30.429,29.8729,28.8455,29.2068,21.2052,21.9292,30.3292,26.7291,21.8817,21.8911,35.7032,38.3255,38.8012
"ALK2",14.3913,12.8596,13.9986,12.2973,10.5162,11.4711,13.1675,12.6306,10.5119,10.6391,9.53361,11.0714,12.8044,12.5675,11.6931,14.0228,11.7985,11.3018,10.9457,14.6901,12.6677,15.6117,3.99297,2.90873,3.76668,1.56261,3.30508,2.57028,3.59855,3.13709,4.56766,4.16361,3.74251,3.93622,3.46165
"HIR1",9.51934,7.46125,7.04069,7.14535,5.16937,7.01945,7.00846,6.05241,9.88599,6.21993,7.51232,8.72648,5.98718,8.08222,9.712,3.39852,10.2113,7.57367,7.55505,7.77728,8.64387,7.90337,19.8726,17.5689,16.003,16.4144,18.8262,14.337,17.9657,21.1364,14.775,16.7796,16.7546,16.6279,18.7371
"SLA1",40.0207,41.2055,38.2346,38.7788,35.9524,44.9928,40.3401,41.6684,39.5482,41.0927,41.735,42.4734,38.382,48.5835,49.6781,30.2991,51.376,46.2555,47.3004,52.6886,55.2467,56.5072,62.3251,66.3825,67.7915,68.1955,55.2131,55.0202,53.0164,57.2116,55.7864,54.1317,46.1581,45.5776,48.1347
"LDB7",154.299,153.265,175.056,145.728,139.768,164.651,145.255,179.632,165.547,181.623,185.803,164.719,161.343,171.548,156.527,305.669,155.109,174.309,179.393,171.495,200.958,220.223,88.7663,81.9743,92.6632,82.5837,131.114,106.727,102.349,105.574,108.51,112.108,88.0709,86.1187,75.3523
"PDR3",5.30502,6.93523,4.36898,4.76075,5.98493,4.87258,7.41765,5.59368,4.53546,3.902,6.26225,8.46602,6.20419,7.16535,6.06908,10.3928,7.31997,5.93795,5.46909,7.80824,7.60851,7.14616,19.2688,15.8483,16.3968,14.8276,13.5568,15.2557,13.8895,13.677,16.4379,10.4285,16.9847,16.8534,19.3992
"UTP20",2.49509,2.10529,2.03736,1.92027,1.8352,2.40149,2.28801,1.74991,1.31404,1.41592,1.70272,1.18757,1.78576,5.09461,4.30395,2.58187,4.70969,5.50079,3.96954,3.94748,4.42722,4.52342,7.4338,7.83291,8.51066,7.18545,5.96113,5.94459,8.61048,6.00554,6.72532,6.14358,7.94643,9.2741,8.91532
"HTA2",1835.34,1914.56,1815.5,1907.88,1844.12,1763.68,1841.98,1593.68,1673.1,1548.98,1542.83,1559.31,1919.08,1660.42,1773.71,1754,1718.26,1758.93,1621.95,1726.49,1617.48,1717.76,490.904,439.457,439.087,545.028,598.231,641.882,637.861,607.705,567.222,557.161,817.544,610.421,614.078
"HTB2",2026.22,1946.48,1957.06,1749.92,1859.76,1725,1848.12,1626.86,1612.56,1601.75,1615.29,1521.93,1913.47,1611.48,1645.01,1480.39,1680.6,1689.85,1647.16,1880.36,1879.6,1952.49,353.825,395.373,361.723,335.76,378.028,361.367,398.922,349.729,400.012,344.49,515.445,438.254,479.9
"NTH2",10.27,12.9589,13.6568,12.6148,12.009,10.4083,12.3495,11.5085,11.2867,10.2519,8.57265,12.1513,12.9522,10.6509,13.1234,7.60514,11.4415,10.715,12.1033,15.4241,14.8793,15.4185,61.8982,65.7461,59.3035,65.1783,57.7217,52.8718,62.3173,63.6467,58.5739,56.5277,68.2046,63.4693,66.4828
"RER2",48.915,49.7981,48.0432,43.4762,59.6724,43.59,41.9359,48.386,57.1316,65.0314,51.6136,35.4372,44.8396,58.0245,61.6093,90.5882,68.764,60.2435,58.7484,62.8818,60.3431,63.0541,72.2991,65.709,62.3861,65.5072,67.6872,69.3094,51.1846,64.4379,51.3027,60.7579,76.8405,71.3369,67.8082
"COQ1",71.7728,75.5828,71.8812,71.393,81.6849,68.2183,78.3227,69.8201,74.209,73.0361,61.4495,64.184,67.3364,81.2395,70.4093,53.4647,77.2196,77.9267,76.1082,99.0858,86.0287,93.1711,134.274,141.931,145.965,143.651,117.292,112.826,119.154,125.238,137.881,129.565,183.895,179.301,173.744
"GPI18",27.3725,30.5873,33.07,30.635,35.1055,33.3878,26.5783,22.5141,18.4039,26.6475,24.7314,21.1097,28.4569,37.8246,48.6988,90.965,38.2221,41.1043,41.7666,38.3966,41.6731,34.7757,40.0375,36.9345,38.943,32.1419,44.9728,41.4189,45.1669,43.6804,46.0491,33.0591,19.5993,26.3433,25.035
"RCR1",44.8305,42.8289,48.9002,46.7303,40.9601,50.6153,47.8374,56.4568,59.0056,58.2325,55.604,40.0874,51.9063,36.0988,42.3244,28.2411,37.536,57.1567,47.8479,56.8385,58.0663,51.1075,22.8466,25.8206,38.0918,27.7623,40.6481,43.4008,49.5681,45.4023,37.3614,41.078,40.8753,34.0642,27.1989
"UGA2",549.551,568.138,557.374,534.927,535.72,565.276,541.647,530.548,512.387,501.989,515.423,567.67,559.467,563.775,571.352,506.53,550.882,544.813,558.983,541.859,565.889,539.745,297.972,319.362,300.251,306.565,285.586,269.435,294.904,309.843,306.652,305.949,403.639,405.383,402.842
