"","k_1","k_2","k_3","aa.1","aa.2","aa.3","bb_2","bb_3","bb_1","ab_1","ab_2","ab_3","bba_1","bba_2","bba_3","aab_1","aab_2","aab_3","f_1","f_2","f_3","s_1_NR_A_FPKM","s_2_NR_B_FPKM","s_3_CR_A_FPKM","s_4_CR_B_FPKM","GSM3714420_Galaxy259","GSM3714420_Galaxy264","GSM3714420_Galaxy269","GSM3714420_Galaxy274","GSM3714420_Galaxy279","GSM3714420_Galaxy284","GSM3714420_Galaxy294","GSM3714420_Galaxy374","GSM3714420_Galaxy379","GSM3714420_Galaxy384","GSM3714420_Galaxy389","GSM3714420_Galaxy394","GSM3714420_Galaxy400","GSM3714421_Galaxy415","GSM3714421_Galaxy420","GSM3714421_Galaxy430","GSM3714421_Galaxy531","GSM3714421_Galaxy536","GSM3714421_Galaxy541","GSM3714422_Galaxy451","GSM3714422_Galaxy456","GSM3714422_Galaxy461","GSM3714423_Galaxy466","GSM3714423_Galaxy471","GSM3714423_Galaxy476","GSM3714423_Galaxy481","GSM3714424_Galaxy486","GSM3714424_Galaxy491","GSM3714424_Galaxy496","GSM3714424_Galaxy501","GSM3714424_Galaxy506","GSM3714424_Galaxy511","GSM3714425_Galaxy516","GSM3714425_Galaxy521","GSM3714425_Galaxy526","GSM3713845_Galaxy26","GSM3713845_Galaxy513","GSM3713845_Galaxy518","GSM3713845_Galaxy523","GSM3713846_Galaxy528","GSM3713846_Galaxy533","GSM3713846_Galaxy538","GSM3713846_Galaxy543","GSM3713846_Galaxy548","GSM3713846_Galaxy553","GSM3713846_Galaxy558","GSM3713847_Galaxy563","GSM3713847_Galaxy568","GSM3713847_Galaxy573","GSM3713847_Galaxy578","GSM3713847_Galaxy583","GSM3713848_Galaxy227","GSM3713848_Galaxy232","GSM3713848_Galaxy237","GSM3713849_Galaxy242","GSM3713849_Galaxy247","GSM3713849_Galaxy252","GSM3713849_Galaxy257","GSM3713849_Galaxy262","GSM3713849_Galaxy267","GSM3713849_Galaxy272","GSM3713849_Galaxy277","GSM3713850_Galaxy282","GSM3713850_Galaxy287","GSM3713850_Galaxy292","GSM3713850_Galaxy297","GSM3713850_Galaxy302"
"GSM3714420_Galaxy269",51569.8937102546,45957.1245341085,55362.375982152,39967.2010715407,42055.4758564466,51324.6445889303,40499.0342742834,42278.3767792514,42333.8084920471,39987.0574000243,38942.5783137711,41624.9416628521,38806.6793763462,39822.7193148667,38624.9663287698,31917.3823539039,33156.1015857517,33411.7718755007,38573.5745316101,39234.6464563176,42587.6934769139,13141.9072736979,22775.4163036441,46747.9802163917,45815.1328516026,703.359485275984,711.75353493507,0,791.419779876653,2867.15522785238,2877.73066726708,2870.82381083981,2554.59600078677,2567.1220135633,2502.90696256974,2406.54927606711,2630.57361386395,2712.47010418757,4339.78535232135,4295.44688050055,4867.33887076157,4109.97617148235,4321.8605390924,4228.93398584647,4435.63633381102,4560.10580028351,4216.48310616912,24792.5302852944,27650.2551312595,27734.8979777972,27798.0871593878,22343.6467933238,22345.0283619532,22300.5314059032,25685.8649794464,26002.3755523615,25159.0581642839,42314.3531406925,42778.0108591726,42341.1829418623,25121.9007873478,25119.0981943425,25078.9431854951,25200.4430116623,29315.3753635881,28949.1615896343,28126.7689147171,28314.6636828584,28248.426542046,28310.3021101579,28538.2258184825,26667.5168697933,26861.863102515,26741.989799164,26879.8214522774,26757.6078679076,28627.867071033,28510.4855330914,28534.6051861596,30918.1513653717,30014.2246670972,30014.829524282,29852.5794448205,30075.7145676012,30085.8590180376,29936.3444115445,30452.059111005,37693.8488770807,29125.2065943115,29216.0123262903,29365.9531563824,29045.0109900297
"GSM3714420_Galaxy274",51239.701733781,45586.9921949745,55061.896495848,39577.1145504503,41677.2209096526,50993.6280210971,40156.0576740441,41940.7188408031,41948.8810304648,39642.2453645852,38570.4775697176,41277.3574351102,38440.5576979236,39471.0208685769,38252.9077564593,31468.9755979695,32714.8632723778,32987.0738933025,38153.3619885104,38821.7505473159,42207.759744697,13575.8993907629,23337.515121515,46524.2966153741,45530.6609130615,933.047490123803,746.545399258067,791.419779876653,0,2459.06811097361,2594.90786613186,2683.56178576535,2807.28004985886,2801.11287728157,2722.78838138623,2675.65270165177,2866.35002378054,2524.47586034378,4109.6792872355,3996.73091887729,4557.28310689676,3849.33615898046,4036.07738085241,3939.67321496713,4547.10887393703,4716.83176514779,4299.05912835296,24666.511470071,27535.2869859495,27618.6986209113,27686.5163863127,22230.0726185234,22209.5748045526,22161.7210611839,25570.5558416203,25888.0247190412,25045.1551120189,42287.3058561599,42747.3065003644,42311.4744170576,24750.4290439375,24744.8497117603,24707.5608222514,24825.5464851775,28939.0014781319,28502.1897687043,27681.432215709,27872.8628772211,27809.2180315958,27869.199183272,28115.3157397287,26248.9690779518,26434.9699728731,26316.0404741858,26447.6694422961,26311.5679346373,28360.7120392264,28246.3589491037,28270.6303195652,30625.9942321649,29728.0953880659,29725.8756106087,29566.5010041255,29787.9410867526,29796.2927638462,29649.4809227134,30178.7086897931,37458.4775609177,28765.9038787318,28859.2904831152,29011.9574547542,28679.0111127
"GSM3714420_Galaxy279",50235.9555122716,44437.1272949157,54133.9994700515,38300.434416669,40452.5712605393,49927.4241258548,39132.6492967333,40943.018511415,40716.7418885168,38527.8037827768,37372.5665007445,40169.904647782,37331.7584334393,38388.4688042724,37112.1324415655,30142.2775857856,31345.5226988389,31647.6007875078,36782.4468210478,37477.8708764064,40970.8611596327,14366.8191999467,24833.7766030931,45584.0700005455,44440.1102454033,3055.28229752564,3007.89897311804,2867.15522785238,2459.06811097361,0,1300.46714071331,1525.87892176903,3914.6499649405,3837.22004772925,3760.24304779288,3813.09032782896,3790.22423525574,1476.88862794585,3305.97059661044,3025.39547409501,3963.60483478369,3098.25649136493,3133.41350509311,3106.69063635344,5229.82457116441,5374.59237444985,4902.94016948824,23943.0241637366,26879.3117397197,26970.0602547658,27056.6678205894,21568.2592294167,21518.7893466546,21495.8794066811,24964.3248681483,25294.1425138001,24416.7561918679,41857.9668572181,42309.4428092532,41867.7597422864,23133.5206520054,23133.7629653749,23077.1613753601,23200.3951828542,27453.4794125998,26800.1446624487,25921.0867192392,26119.440747599,26058.3795067829,26124.3180557148,26444.2271690959,24353.6116750834,24545.6504845745,24422.0303967074,24540.5230686729,24434.1430298694,27211.089496097,27088.2074013526,27132.0187598622,29348.7407773529,28427.6827023928,28409.2203088038,28265.6944467088,28477.4605361599,28490.3070662939,28341.4521894651,28916.8807288709,36695.4681326218,27395.0302278256,27488.0849531454,27652.0767476275,27275.9136542218
"GSM3714420_Galaxy284",50476.1786599355,44725.599398137,54337.8893083147,38630.6655483289,40758.7831505236,50166.7594433405,39406.6347222726,41202.5108691337,41027.4540296226,38830.6672084357,37700.0232876692,40462.8909306495,37638.2896004273,38682.3966880651,37427.9568079985,30573.1242690173,31753.0827421831,32032.3308214741,37162.029756369,37847.8002454236,41302.8992425431,13815.8462502324,24219.1195424651,45836.0891482836,44746.1550598777,2983.9667729653,3021.11052506633,2877.73066726708,2594.90786613186,1300.46714071331,0,702.455245262544,3262.4452022491,3160.12037638197,3088.28579445533,3231.38052507585,3266.6087717244,626.902279272754,3098.16735405745,3050.55934180273,4239.62665064548,2966.1019299163,3071.42535369397,2989.13190121912,4661.79215247793,4769.3124653378,4369.68387053492,23894.8972702562,26830.767013771,26914.023416851,26995.6948573746,21494.8807621183,21480.6396545622,21455.4204780871,24908.4540092946,25239.1274436464,24354.4090541086,41703.3706807135,42163.8249426821,41720.6667717748,23341.6654949598,23343.2674183145,23294.8511029783,23412.7011785772,27720.3768316131,27206.9261161466,26303.1690225902,26501.4197108545,26441.1528163863,26505.7034282962,26797.8232918349,24692.5993522193,24910.1260334104,24778.0059956868,24911.7039994834,24817.9504041951,27611.6530155289,27485.2822604474,27502.4051781827,29690.2149291591,28733.8027437643,28718.1878851243,28562.9177921384,28784.5885004721,28796.4539100701,28641.0752880667,29218.0502805946,36912.6631680696,27788.3288701351,27881.0885724972,28040.4154037967,27668.7425583309
"GSM3714420_Galaxy294",50603.8937404116,44864.7707283954,54453.8847391224,38753.3168917915,40893.7152163766,50290.0947726368,39530.4080906251,41333.919901136,41167.5952547018,38953.0663921289,37828.6812064113,40591.2621450169,37769.0936643861,38807.1484582969,37560.5856268796,30745.6799626022,31910.0547190483,32179.7681941464,37297.179187631,37975.6617184748,41417.455268633,13521.4409684932,23938.9871359646,45866.9383479781,44807.7998956957,3004.78935141503,3072.46397074059,2870.82381083981,2683.56178576535,1525.87892176903,702.455245262544,0,3102.52336589539,3006.86418796855,2939.04008147989,3062.75417669556,3121.21014958631,568.760392160634,3162.25137387025,3121.3477705272,4291.14186731344,3049.70099698528,3151.89064628661,3075.8940499976,4562.9909615814,4642.26072529671,4285.78101011139,23902.4312650373,26827.2902633365,26917.1270036854,26995.4573011869,21498.7588234933,21501.0405875769,21476.7052680509,24908.9390739401,25245.5102579662,24355.8344735111,41656.542958276,42118.1509493918,41675.4361769627,23393.7598091917,23396.6970043951,23347.3556154034,23466.017338598,27744.3196604813,27280.2371839878,26371.4767699216,26570.1584737885,26504.9930393251,26572.0939104264,26853.2919175537,24756.1345151491,24971.6083230863,24844.830573305,24977.9640326381,24891.322387451,27649.3823429585,27520.9144905886,27540.7489796604,29765.3142531401,28801.8839462364,28786.8867795628,28633.1568476977,28851.5418805874,28865.5525183746,28711.3410604666,29279.8284451436,36957.1592318691,27895.7057760725,27986.9703878149,28145.9216000989,27779.7573990139
"GSM3714420_Galaxy374",51984.4414677914,46427.0006410904,55724.0834824316,40453.7588152786,42533.8222538175,51728.3882724476,40952.4941580115,42713.1065608924,42821.6304649973,40435.7801459312,39439.9063058845,42076.616548112,39288.554611538,40286.1400969844,39128.8002824906,32606.3033930486,33745.9163087947,33950.2034606073,39127.9192911941,39776.8241666581,43070.2598733621,12458.5142610425,21906.741102003,47018.8104398056,46163.8307037774,2473.87778135745,2726.31495345889,2554.59600078677,2807.28004985886,3914.6499649405,3262.4452022491,3102.52336589539,0,511.04460956951,561.141672088505,526.592193248786,1516.80690175443,3048.89001860642,4527.62768618462,4724.0139337545,5540.37748241211,4358.23966696207,4638.13682456198,4502.28992173726,3795.90029394885,3844.16584087252,3728.36376666026,24749.8466168469,27590.155632002,27673.831122703,27724.6477906002,22261.1905598099,22332.5173379379,22284.9033010814,25605.1711556098,25926.370886186,25088.9140789386,42045.9145548484,42519.1821325418,42076.9129063288,25296.6684433718,25292.6271076545,25267.3370114972,25374.5210291977,29603.2539442162,29373.0252799129,28496.411879707,28691.8728616668,28624.8788404179,28685.553209802,28903.1022626488,27012.555744791,27240.8234705446,27112.8122991275,27267.8082512212,27162.5142592907,29206.9620123537,29082.9262896896,29095.721231931,31407.6479650279,30421.0002071778,30418.5724557087,30249.7569756227,30478.7256340984,30493.4176036379,30333.7799670038,30851.836505726,38163.2602594966,29674.2720085646,29763.9059045421,29912.2222288162,29589.0350862853
"GSM3714420_Galaxy379",51871.7965058792,46312.2485323936,55604.3615967241,40330.0808333092,42406.5590660551,51590.9459808177,40845.9283277045,42600.1548571415,42695.9954667826,40340.7889946937,39354.2142314005,41983.8932696835,39183.1744733108,40175.0565145654,39021.3776316825,32496.8769382715,33639.506989637,33846.2528803742,38989.800456091,39638.2976137412,42927.3593392679,12416.0791997622,21930.4762554075,46899.874172515,46041.3205346147,2485.86540604026,2740.32303435217,2567.1220135633,2801.11287728157,3837.22004772925,3160.12037638197,3006.86418796855,511.04460956951,0,571.949327299634,600.292535370125,1437.09226024034,2950.31141589277,4389.11721765256,4631.62231221469,5450.8510971466,4230.29302660229,4525.65815021678,4388.8273287108,3804.50367278276,3848.83622217206,3735.29512757035,24611.6312121053,27462.2300392479,27542.2916583836,27592.2235310262,22122.1766437746,22188.8676399334,22142.4490459536,25478.137333184,25796.8847832156,24959.6171881565,41920.9149980804,42393.9962014436,41952.1189253133,25207.8096179259,25205.8933886769,25179.0846963205,25286.9677696621,29510.8488237025,29285.0252983841,28404.4722483383,28599.4888285244,28532.9313741676,28593.8015459197,28811.5791579252,26894.6734228393,27123.0442430991,26995.2929158021,27150.7611209449,27046.5019946298,29093.770672865,28973.1074664365,28984.2409532158,31299.6678857869,30315.1869473615,30311.0623446304,30141.7617600329,30370.2331461346,30387.8920397621,30226.8649527733,30750.369322779,38060.4404547187,29570.920029546,29657.9690182058,29809.8309668295,29477.0555170334
"GSM3714420_Galaxy384",51834.0738145999,46269.3096724555,55581.3231422347,40286.0639864352,42374.6970557931,51583.5319895835,40793.1406579449,42564.8667721988,42661.8607227712,40281.7365590595,39282.7067818258,41929.7503862927,39128.2850451848,40128.8873310735,38968.5291004828,32428.2038998261,33570.9869471198,33780.7653973357,38959.1438731997,39607.2504735162,42911.2215253324,12519.3539644137,22028.1563340141,46930.404788897,46063.0888820648,2418.16003616096,2667.03925503324,2502.90696256974,2722.78838138623,3760.24304779288,3088.28579445533,2939.04008147989,561.141672088505,571.949327299634,0,644.496383342024,1546.98162292487,2863.07857910036,4405.05345441141,4597.74290620053,5464.73475535976,4246.05279218656,4522.14408249383,4387.0005375973,3786.74145725996,3829.21374272013,3708.7219324567,24674.7446287482,27517.8949448433,27600.447362743,27654.4393520415,22189.2321668008,22254.0098403596,22209.1045259412,25532.1852811882,25856.5147408996,25014.0472766725,41985.9841247382,42459.770889744,42019.5074163848,25125.2513648775,25122.4736740391,25094.456234933,25205.2116692333,29404.7199202796,29189.8020767708,28315.1448417065,28507.5765007882,28442.1987295345,28503.4838974432,28713.9442480632,26822.4759919143,27051.1884856345,26922.3397948334,27079.0181240003,26979.4079368942,29016.5522402172,28892.0513674994,28898.973154425,31252.0877980101,30271.0433540091,30268.851806105,30096.9981141068,30327.2454514734,30339.5668872577,30182.3765981909,30706.2929609248,37972.217941526,29519.4562418351,29609.8005211328,29756.8189095959,29435.1001094425
"GSM3714420_Galaxy389",51964.6902093396,46404.0209417186,55714.9146437758,40446.3011482403,42515.9449434934,51715.6341999986,40936.8529098605,42698.7483902013,42801.2499774502,40411.1793601521,39419.5052075396,42055.9199377365,39272.9129769713,40271.1333999191,39114.4379675884,32576.8894989231,33719.9233254578,33925.7233381615,39111.8531484631,39765.5938700306,43062.7903321832,12426.3924206753,21927.6070431198,47010.7260541829,46157.5960967779,2331.55410720523,2615.99592151425,2406.54927606711,2675.65270165177,3813.09032782896,3231.38052507585,3062.75417669556,526.592193248786,600.292535370125,644.496383342024,0,1338.89306778684,3007.70086200359,4469.87173301583,4661.56423876531,5467.33102500705,4297.14283581599,4574.72162815206,4452.68802686829,3801.96272749611,3861.03834821925,3742.0489687824,24793.4269072306,27638.2608049549,27723.5174130829,27773.2271392947,22308.052263375,22373.0413912553,22327.122838817,25656.5209128845,25975.5821719141,25140.1714391606,42104.9950441909,42576.324397373,42133.6641207837,25267.6608356696,25264.9741183275,25235.4696676133,25344.4204186802,29570.5211138997,29313.3420746526,28446.5149586301,28640.2003958969,28572.1187615566,28632.2272336452,28853.9423120456,26971.2257842756,27193.3316313439,27068.5959012179,27221.6412111208,27113.642212663,29107.2484682461,28986.6450222359,29007.1806755813,31330.9707533997,30353.9386674109,30349.9647464307,30183.3614475755,30410.382402703,30426.2235079426,30267.9101452371,30787.9403372067,38129.6741479998,29613.7616732407,29700.3022923095,29853.4429805349,29524.4890928717
"GSM3714420_Galaxy394",51882.8912000827,46302.1143996425,55619.8867111969,40301.9596000399,42411.2623079963,51612.9073097061,40847.3843206687,42619.9761010794,42706.2274854905,40305.7440777761,39316.7921362544,41966.682299287,39185.0094526712,40182.0686888656,39022.9535010849,32460.7136433625,33610.857312543,33813.9198781763,38959.552982948,39614.0158762994,42918.618066174,12479.8532992226,22098.3614850224,46794.7296013573,45957.9174501706,2616.98047566668,2874.52226664258,2630.57361386395,2866.35002378054,3790.22423525574,3266.6087717244,3121.21014958631,1516.80690175443,1437.09226024034,1546.98162292487,1338.89306778684,0,3057.02395839757,4506.23488585919,4730.64598304502,5575.69296656502,4364.18489389942,4608.46833567937,4529.65609614985,4313.24355652134,4364.52571399991,4228.44415481777,24716.891168148,27580.0623370424,27658.0526949175,27710.1318932452,22228.4880115294,22284.0959010074,22241.7220874804,25603.6672401587,25911.1560176387,25081.2438191552,42053.8102751246,42521.8651500857,42074.6135507746,25137.5214566967,25140.8796115776,25105.0317823131,25212.110340717,29410.6976123262,29138.2500614443,28285.0488477734,28482.4212165809,28413.8624987048,28467.3704001413,28705.6001247034,26799.9604800633,27017.3956325352,26898.9297353598,27050.3425763921,26949.7586257748,28978.3308312523,28853.1037182098,28875.9011260087,31221.8655679193,30256.3818227066,30248.9527246282,30080.1464902334,30311.7616108832,30326.4905409049,30166.6234494524,30708.3643027309,38120.7993275398,29524.580564376,29613.2320147546,29771.8717539697,29421.9700322233
"GSM3714420_Galaxy400",50593.8073745148,44863.135465041,54431.8005480062,38748.3643555905,40890.7719092459,50284.8310268767,39517.9793354679,41319.2877086742,41170.5968028234,38946.9246396952,37828.3907691026,40585.219471221,37759.9120534708,38794.387981055,37550.007452318,30749.6267756341,31925.6085201017,32195.7528726384,37308.0160568703,37985.1601358699,41419.077663017,13558.6989206466,23919.258318784,45862.5929567302,44806.0753520964,2865.65344376447,2919.07298127257,2712.47010418757,2524.47586034378,1476.88862794585,626.902279272754,568.760392160634,3048.89001860642,2950.31141589277,2863.07857910036,3007.70086200359,3057.02395839757,0,3104.59335359855,3068.0773785159,4275.1942183054,2997.81999455371,3116.05210982654,3033.35627256434,4532.32038124182,4598.97010801872,4240.05190719097,23887.4953518063,26808.2680121943,26895.9146165105,26976.5894763343,21477.878064533,21477.429172145,21454.9331203766,24881.7345435022,25216.2544537006,24327.9962448415,41633.4706012948,42095.3783434273,41652.9243493164,23512.8610939491,23517.3820913473,23464.987833092,23587.9545957849,27845.7149232231,27404.2494469923,26499.9258206529,26694.5776857347,26632.27454073,26700.0571180193,26963.7670538914,24872.8446383175,25092.1575876157,24962.6102267108,25099.1726032018,25010.3246156696,27710.4616408383,27581.4587429847,27599.7957449845,29831.7187563127,28871.9861314429,28859.6039445274,28702.7662727588,28922.4099556166,28935.2493174052,28781.5413001213,29343.1621708086,36969.8619025876,27958.7483082107,28050.9513152989,28205.9246310622,27845.4847121171
"GSM3714421_Galaxy415",49894.8013494237,44074.5144625614,53584.8828719826,37556.3897643278,39908.1877546255,49264.6789493799,38733.1139681342,40520.0456457274,40292.7695857342,38234.7390237327,37118.5445711243,39881.7884346213,36940.390596754,37921.1590732342,36672.1004415295,29998.0889738549,31110.2106360042,31338.0088996901,36046.5395260205,36700.603925311,40058.072244238,13537.7755486008,24087.0938780338,44219.6674175016,43169.0146720373,4432.1344839415,4386.93914753863,4339.78535232135,4109.6792872355,3305.97059661044,3098.16735405745,3162.25137387025,4527.62768618462,4389.11721765256,4405.05345441141,4469.87173301583,4506.23488585919,3104.59335359855,0,1005.84659178115,2418.59619985195,621.91199904721,788.949810251397,723.479523090358,4329.2733468311,4411.4384206289,4011.55733016399,22303.7775918283,25275.7811703585,25366.8469617797,25437.0507784982,19893.9569984066,19866.5554489745,19857.8867809046,23361.323254867,23681.3616639456,22817.9392818422,40219.5889735358,40681.1690963782,40237.4210467697,23289.6556019406,23302.8367758548,23249.0306719552,23372.2188836423,27426.4272186132,27157.3052231054,26202.891208852,26408.8197449381,26359.2369541615,26436.2623666098,26611.5094678001,24388.159929603,24591.120207653,24486.8124294434,24607.3320150397,24428.4130928801,27679.107841151,27549.4111567917,27557.0951300283,29566.5652176789,28637.6279405692,28615.9487599632,28460.4766210192,28675.7905837474,28687.1215296986,28539.9084148498,29112.5458464046,36598.7314575107,27570.5851872666,27651.5181701803,27816.0507231842,27418.1365858397
"GSM3714421_Galaxy420",49741.2656161253,43887.7159686489,53475.1953459152,37364.0004904758,39722.8755340731,49150.1071575759,38549.8557113197,40358.1795169524,40091.3477685776,38027.9303083209,36875.3366209079,39676.4592674222,36730.8231865024,37732.47555656,36458.890081207,29696.3354683844,30824.7667615522,31072.5327523084,35843.3418569607,36505.0705396574,39906.6167121019,13947.8739524112,24557.5845279774,44145.4304668061,43052.6011727041,4422.44790055305,4340.45340795737,4295.44688050055,3996.73091887729,3025.39547409501,3050.55934180273,3121.3477705272,4724.0139337545,4631.62231221469,4597.74290620053,4661.56423876531,4730.64598304502,3068.0773785159,1005.84659178115,0,2106.38395915295,928.659194232211,690.575614846295,739.210533717396,4604.15659456186,4702.71677114314,4227.16545469801,22437.8791227341,25389.5396595529,25494.20387806,25574.6218831812,20051.4148602872,20011.4063926775,20003.2752389234,23480.1925011824,23810.8393723174,22940.4546001474,40415.335497704,40870.8875024983,40428.8752208512,23028.935986103,23036.407551797,22983.1406014177,23107.6707651203,27134.2100060683,26793.390052331,25851.0871208819,26057.4510702821,26005.3585984129,26085.6214725057,26261.6916549032,24098.2969473379,24289.0906309972,24187.6494692941,24297.4523720884,24112.2884025955,27460.945365937,27323.187582738,27343.4872733944,29378.33876372,28458.598196309,28437.1274491772,28285.4923829624,28497.7660610173,28503.2971493023,28364.4330836954,28932.4248519029,36476.9411024558,27316.3286708333,27404.2130621223,27563.5827012923,27181.0723016309
"GSM3714421_Galaxy430",49499.3907613686,43657.158688751,53148.9825600519,36969.7034595998,39349.7958468711,48657.8159150829,38317.3874239798,40069.4152340495,39756.893276264,37898.3909775465,36829.5965876943,39561.3561892531,36495.2295490452,37437.1014147605,36211.5690352499,29533.9433715228,30631.3432792058,30857.9851516925,35318.222573421,35950.2382023672,39238.2211184653,14322.5047114368,24696.8053101778,43257.6955971791,42178.0774719696,4947.29240570627,4835.51909046639,4867.33887076157,4557.28310689676,3963.60483478369,4239.62665064548,4291.14186731344,5540.37748241211,5450.8510971466,5464.73475535976,5467.33102500705,5575.69296656502,4275.1942183054,2418.59619985195,2106.38395915295,0,2277.5105466894,2112.47725872307,2250.03684805947,5484.87575785487,5605.00685455936,5162.42187543246,21658.1009221325,24571.8059382185,24683.2253873155,24746.2170647576,19300.8834228933,19243.824658948,19231.1952980336,22678.7494921948,22993.6126918732,22161.7082631124,39594.3659199505,40040.2770512593,39598.5879935556,23291.5959242944,23282.0152766811,23241.9386150247,23354.1244019475,27225.1617652301,26849.9674393462,25914.7024625086,26124.577586477,26069.5031493908,26153.8216206446,26328.7114125277,24128.3698348478,24305.4144166377,24216.35291366,24311.0644184945,24101.9551739339,27566.016190944,27421.8744628726,27471.13711024,29624.1521993607,28716.8483463649,28681.6185358645,28545.7915849986,28745.1550502083,28759.1805417235,28620.8327120464,29197.2829469132,36737.1643951325,27453.9357024278,27536.9674333949,27709.4007241652,27308.7640287829
"GSM3714421_Galaxy531",49967.692565731,44148.2208524958,53680.1799054484,37675.842127624,40006.2867650023,49380.4796999653,38800.3754556068,40591.7149145342,40374.4379175903,38289.0919369139,37168.2235052727,39935.2131429136,37006.951826358,37998.4735870066,36744.7421323853,30032.6846978539,31157.4139753325,31393.3184006684,36164.5638903201,36825.4025952799,40198.5422321009,13656.4333913268,24144.5329324599,44422.0262150048,43358.9743057941,4191.88913353808,4157.38726937464,4109.97617148235,3849.33615898046,3098.25649136493,2966.1019299163,3049.70099698528,4358.23966696207,4230.29302660229,4246.05279218656,4297.14283581599,4364.18489389942,2997.81999455371,621.91199904721,928.659194232211,2277.5105466894,0,684.09480334199,588.103780674902,4203.50366186615,4309.49408065426,3868.1252711217,22521.1553755838,25491.407636076,25585.3178374584,25655.0435827465,20108.9696221682,20078.2984226493,20065.7745850727,23570.079639503,23891.1622252151,23031.4303547236,40447.0240266795,40906.4875081375,40463.1841998519,23338.0151841503,23347.1105462978,23299.8337495872,23419.8603723764,27511.3224633671,27175.1355684255,26225.1269297421,26434.2799589025,26381.1573171446,26457.2675580015,26658.2723385682,24462.6089681988,24661.1653083006,24554.3994875626,24673.4777684953,24498.1932912687,27709.9577309862,27581.1217021563,27598.4842482191,29641.8476138511,28709.3241905515,28686.674666783,28534.132557931,28748.1828918637,28760.1184504912,28612.3529096268,29192.5977801083,36709.9305856705,27613.2162222861,27695.409372125,27862.3981665299,27466.3142886498
"GSM3714421_Galaxy536",49816.9004663754,43975.5810263753,53528.9131562741,37456.0157834246,39804.8394794531,49185.3308337388,38642.6510099849,40436.1974998443,40174.3271102897,38135.2029156701,37008.0744551366,39786.4209180074,36839.5563517797,37829.4148952884,36571.317083541,29839.2409406039,30954.7498763822,31192.1129348343,35920.5342609512,36579.7784655002,39953.6388925383,13831.6795034949,24401.3128185714,44130.9572862642,43060.7084745376,4402.37142973793,4359.6549139326,4321.8605390924,4036.07738085241,3133.41350509311,3071.42535369397,3151.89064628661,4638.13682456198,4525.65815021678,4522.14408249383,4574.72162815206,4608.46833567937,3116.05210982654,788.949810251397,690.575614846295,2112.47725872307,684.09480334199,0,630.949802464216,4488.04889840548,4592.72033297215,4142.93978112823,22359.0751414252,25322.751733384,25422.8477762162,25493.4003166198,19963.7289248034,19930.1818898716,19919.0734552184,23413.9717778345,23735.2069274085,22873.598914326,40301.5235542253,40757.3041920437,40311.4368635219,23137.4701166444,23142.6352249778,23094.4923142406,23212.543568044,27255.3937009142,26923.1276054497,25973.3215365867,26185.2299834785,26133.0500503345,26208.5217165261,26405.7453517109,24182.6213504227,24382.7701589125,24274.5059694774,24390.3048844651,24217.2455860523,27631.5826911054,27494.9136234532,27520.0092162604,29542.7686805887,28612.4881288356,28587.9710766871,28436.6191904859,28649.4196106821,28660.0505491321,28515.0586620812,29098.9899045081,36666.2842034564,27487.3591932223,27568.7440117053,27737.7826628188,27338.0703320649
"GSM3714421_Galaxy541",49841.1219550323,44005.6464778077,53569.0318367423,37525.4255843611,39862.6351478601,49280.434421775,38674.1480341021,40469.1205669295,40229.1266941753,38165.8758363055,37017.8508875365,39800.965194977,36866.3656052573,37868.269915554,36598.6970337658,29867.5343380625,30995.3581095511,31240.5661214824,36018.0355410932,36679.7314380966,40074.1562193469,13777.0594697199,24354.1557050233,44348.6636935787,43259.8099961437,4322.48830937295,4254.92879835906,4228.93398584647,3939.67321496713,3106.69063635344,2989.13190121912,3075.8940499976,4502.28992173726,4388.8273287108,4387.0005375973,4452.68802686829,4529.65609614985,3033.35627256434,723.479523090358,739.210533717396,2250.03684805947,588.103780674902,630.949802464216,0,4311.60453662016,4431.98736720292,3972.77742758145,22532.9094089832,25494.6762945022,25589.679278343,25664.0450666065,20130.2672295797,20092.4269956289,20078.5807613272,23573.7272061663,23898.4536221737,23033.757544105,40486.8126483,40945.6906903979,40502.0393762503,23223.4937721427,23233.0288946074,23185.3202735611,23302.6680508876,27389.0649753732,27051.704175431,26092.2342844228,26303.7852032643,26251.8940707435,26329.6659297764,26529.9483930137,24351.84689807,24543.8479039342,24441.0982100981,24551.3739116751,24374.257288265,27726.9899812523,27594.8460406752,27605.7720377502,29636.8221768057,28696.4547521612,28675.417850536,28520.0077919343,28735.8405377371,28743.3031216944,28599.4734978122,29182.9514446779,36681.577011926,27542.6324675372,27629.4176918086,27793.4011052044,27395.7987620902
