"","k_1","k_2","k_3","aa.1","aa.2","aa.3","bb_2","bb_3","bb_1","ab_1","ab_2","ab_3","bba_1","bba_2","bba_3","aab_1","aab_2","aab_3","f_1","f_2","f_3","s_1_NR_A_FPKM","s_2_NR_B_FPKM","s_3_CR_A_FPKM","s_4_CR_B_FPKM","GSM3714420_Galaxy259","GSM3714420_Galaxy264","GSM3714420_Galaxy269","GSM3714420_Galaxy274","GSM3714420_Galaxy279","GSM3714420_Galaxy284","GSM3714420_Galaxy294","GSM3714420_Galaxy374","GSM3714420_Galaxy379","GSM3714420_Galaxy384","GSM3714420_Galaxy389","GSM3714420_Galaxy394","GSM3714420_Galaxy400","GSM3714421_Galaxy415","GSM3714421_Galaxy420","GSM3714421_Galaxy430","GSM3714421_Galaxy531","GSM3714421_Galaxy536","GSM3714421_Galaxy541","GSM3714422_Galaxy451","GSM3714422_Galaxy456","GSM3714422_Galaxy461","GSM3714423_Galaxy466","GSM3714423_Galaxy471","GSM3714423_Galaxy476","GSM3714423_Galaxy481","GSM3714424_Galaxy486","GSM3714424_Galaxy491","GSM3714424_Galaxy496","GSM3714424_Galaxy501","GSM3714424_Galaxy506","GSM3714424_Galaxy511","GSM3714425_Galaxy516","GSM3714425_Galaxy521","GSM3714425_Galaxy526","GSM3713845_Galaxy26","GSM3713845_Galaxy513","GSM3713845_Galaxy518","GSM3713845_Galaxy523","GSM3713846_Galaxy528","GSM3713846_Galaxy533","GSM3713846_Galaxy538","GSM3713846_Galaxy543","GSM3713846_Galaxy548","GSM3713846_Galaxy553","GSM3713846_Galaxy558","GSM3713847_Galaxy563","GSM3713847_Galaxy568","GSM3713847_Galaxy573","GSM3713847_Galaxy578","GSM3713847_Galaxy583","GSM3713848_Galaxy227","GSM3713848_Galaxy232","GSM3713848_Galaxy237","GSM3713849_Galaxy242","GSM3713849_Galaxy247","GSM3713849_Galaxy252","GSM3713849_Galaxy257","GSM3713849_Galaxy262","GSM3713849_Galaxy267","GSM3713849_Galaxy272","GSM3713849_Galaxy277","GSM3713850_Galaxy282","GSM3713850_Galaxy287","GSM3713850_Galaxy292","GSM3713850_Galaxy297","GSM3713850_Galaxy302"
"ab_2",24568.3907662371,17606.0069834317,28022.6781789429,14689.0587600868,16233.0401209943,34308.6415005923,12127.2555725143,16803.6855153718,17484.7290790528,5895.51181193698,0,7049.43427441714,10129.2015718182,12298.2661021983,9942.44116560981,12638.156573871,11773.9862641766,11233.4285786899,20119.2686700901,21661.3737006827,25565.2409126748,44519.7220464747,54176.4220348018,45983.9903435463,43956.7025947478,39069.7402662088,38917.1957977293,38942.5783137711,38570.4775697176,37372.5665007445,37700.0232876692,37828.6812064113,39439.9063058845,39354.2142314005,39282.7067818258,39419.5052075396,39316.7921362544,37828.3907691026,37118.5445711243,36875.3366209079,36829.5965876943,37168.2235052727,37008.0744551366,37017.8508875365,39431.2978812476,39531.1394320703,39148.1299935998,35653.6139433293,36617.2059562389,36592.3250738077,36893.7032610725,35605.8483077483,35068.5909406315,35060.9254421104,36077.0601453399,36368.6793944875,35769.7861156137,46479.4677483747,46664.6539939235,46413.692938686,29962.7482631885,30099.9002381531,29943.3798330348,30125.1463407261,30489.833728983,29872.8696236513,29427.2263507716,29530.2502853181,29514.0212037492,29672.9541573809,29672.8174400325,29942.7359524406,29726.8869288057,29826.3248214384,29686.0362684121,29539.6163096353,31133.1909415341,30984.286928086,30905.6292953858,32771.1518813915,32222.3389523719,32172.3342923897,32129.9980730761,32143.5248814479,32067.8907896334,32109.0618023023,32616.1166085144,35635.6970777251,28843.7067686526,28912.5905772903,29001.3826431615,28567.0511329456
"ab_3",18834.3417411634,13269.8771962567,22259.3493614903,16780.2879828576,12728.0507281469,30148.9289226804,8481.0048085556,11777.9059018377,13574.5866455773,3878.00198823752,7049.43427441714,0,7626.55332141644,9024.89797796159,8130.87165881093,14767.0736215366,13933.9252450877,13607.6192712329,21744.1472718448,23382.9109757306,26026.8370827901,46926.7895175904,56128.3382023096,47868.2620444672,46003.9371846673,41739.0029743004,41610.5662938463,41624.9416628521,41277.3574351102,40169.904647782,40462.8909306495,40591.2621450169,42076.616548112,41983.8932696835,41929.7503862927,42055.9199377365,41966.682299287,40585.219471221,39881.7884346213,39676.4592674222,39561.3561892531,39935.2131429136,39786.4209180074,39800.965194977,42119.5066369989,42213.7294762347,41863.7034582656,36775.4458813941,37361.9325561841,37298.0678607358,37601.0421308506,37025.7361341088,36488.5057736258,36459.5929847203,37005.8932513353,37302.229110248,36703.1883153164,46016.7281331775,46164.8745257411,45940.4809147964,33606.5712777342,33724.2996261114,33584.0493336736,33738.8112690472,34139.4054150086,33510.7282728211,33101.9129935551,33198.9491177931,33182.2886496012,33326.4856624745,33348.7888344336,33529.9402934194,33348.438678026,33434.9532923876,33309.6066372224,33164.1866404404,33693.8283961287,33543.0789122188,33473.1534427567,35508.1706825729,34922.6594198093,34848.8928398391,34818.2619608354,34827.7112131753,34769.0660150347,34805.309700971,35267.5930013016,38263.0149020024,31870.1272950453,31911.8169573933,32028.0117226444,31568.3054330041
"bba_1",18884.9948296941,12982.2187749584,22363.2916590871,13187.6364242834,8958.63661207903,26106.9123770114,4561.15555547805,8199.0664421318,10198.7499471388,6811.17480521383,10129.2015718182,7626.55332141644,0,2812.09499475631,1962.35418535357,10943.6851253501,10163.3649507698,9800.03368631431,17476.2722382977,19066.2138739268,21574.4606820994,44278.6735874577,53534.2953730008,43491.1934171673,41703.3936782532,38914.4915748312,38762.3186276836,38806.6793763462,38440.5576979236,37331.7584334393,37638.2896004273,37769.0936643861,39288.554611538,39183.1744733108,39128.2850451848,39272.9129769713,39185.0094526712,37759.9120534708,36940.390596754,36730.8231865024,36495.2295490452,37006.951826358,36839.5563517797,36866.3656052573,39417.0626240763,39510.7788901769,39143.6814473135,32199.5327084994,32638.537134205,32558.6356489944,32883.351684627,32573.6862180299,32000.232774096,31949.9311137223,32318.5670631399,32610.4097641534,32040.6068573173,41298.1130524013,41446.2698291526,41234.6911705186,30831.3884963986,30934.6980505542,30809.8733567118,30969.7997904034,30776.1158943917,30582.3858327395,30156.8651912062,30254.7841989263,30246.817686605,30402.1728276803,30205.2198103793,30477.5357664303,30268.7791221235,30399.0798542954,30261.2988993011,30032.8741470048,30642.4977023417,30444.7314446061,30330.8338253183,32827.0561493169,32259.2345871577,32169.4942459853,32134.419394733,32139.0227939826,32075.9197259395,32125.1679377252,32588.3080688885,35295.0967475908,29092.7253684619,29141.8663089674,29253.6175551569,28783.6187616058
"bba_2",17695.5453929054,12388.251006834,20672.6645828311,13302.3759171684,7435.26606795815,23930.9982233091,4372.93270582615,6669.28148793685,8870.28399487373,8298.673044445,12298.2661021983,9024.89797796159,2812.09499475631,0,3587.8785550701,12508.3291085811,11667.6252138706,11293.1905475236,17164.5870648254,18687.2522223586,20521.9667725175,45091.0766295142,54094.2319240983,42781.5734882923,41105.951995797,39927.5838778286,39781.3420410226,39822.7193148667,39471.0208685769,38388.4688042724,38682.3966880651,38807.1484582969,40286.1400969844,40175.0565145654,40128.8873310735,40271.1333999191,40182.0686888656,38794.387981055,37921.1590732342,37732.47555656,37437.1014147605,37998.4735870066,37829.4148952884,37868.269915554,40443.7118996118,40526.096809017,40175.750372581,31766.8587471334,31964.9302936554,31870.6453492372,32194.59207622,32333.0187150928,31764.9150090326,31714.225408089,31784.5845644186,32060.4613133823,31536.0715308339,39842.0813935737,39966.1039618913,39772.9167346414,32156.0808181577,32248.6430561329,32131.2172332626,32282.7448410019,31862.4519570358,31816.3674116846,31400.5885305034,31490.5462793665,31487.5353447538,31642.8379328143,31374.4015749879,31560.3575013744,31367.742241963,31505.6089522249,31374.9879052003,31124.7239036093,31507.5900577112,31296.4237332795,31186.9477092735,33803.6645312209,33256.1725003031,33149.0367269759,33126.6697853788,33123.3408218754,33068.8001705901,33116.5025967411,33552.5600357328,36179.3643922398,30250.4125260999,30285.6243251888,30404.6449495967,29932.8105026432
"bba_3",19346.1371408593,13067.2024578346,22818.8194227334,12199.6963883501,8764.21351940186,26317.0066303742,5419.13308814457,9103.33172837106,10373.832551789,7466.21903084908,9942.44116560981,8130.87165881093,1962.35418535357,3587.8785550701,0,10505.302065277,9824.84036312518,9490.20776006349,16582.7430035812,18197.1128499625,20874.1764161452,44126.4947354716,53507.7144790155,42709.9189295359,40810.7291839165,38740.8382190693,38579.9590011884,38624.9663287698,38252.9077564593,37112.1324415655,37427.9568079985,37560.5856268796,39128.8002824906,39021.3776316825,38968.5291004828,39114.4379675884,39022.9535010849,37550.007452318,36672.1004415295,36458.890081207,36211.5690352499,36744.7421323853,36571.317083541,36598.6970337658,39222.2887644962,39313.3452570195,38941.4745318865,31762.6604628754,32218.1379386071,32144.9646275806,32471.9681684958,32159.6878311945,31575.6846933016,31535.785977985,31922.7167524003,32208.6944106917,31648.7079947144,41038.4970473937,41186.7610254468,40971.6009431663,30631.485017133,30738.9461402033,30607.0034452581,30772.6327213592,30558.5224115961,30372.7573859377,29911.2033028963,30019.0818274823,30013.2818788765,30177.6886154594,29964.3924396391,30087.4966219673,29873.6442311322,30009.653811994,29857.2598638902,29615.1796251998,30684.9200768961,30484.3082313785,30374.1784129687,32687.1936251193,32146.8951270331,32056.4004758111,32024.1229158213,32025.4610458501,31963.6063686443,32013.8558577469,32471.6610335847,35216.4650394038,28889.6278298067,28942.4862235817,29047.9383196873,28572.0536346656
"aab_1",25936.8475477524,18787.2841002137,30620.4112118617,14869.2943751419,14924.4664045338,29775.2772439295,13588.1049104242,16388.524133592,15228.1902226482,13211.5472236021,12638.156573871,14767.0736215366,10943.6851253501,12508.3291085811,10505.302065277,0,3539.57669347359,5722.67424116239,15671.645565025,17345.5055151724,21878.1187564144,38571.9458958507,49088.9342365134,41387.3379048342,39042.3242576018,32055.9334776527,31859.2793074596,31917.3823539039,31468.9755979695,30142.2775857856,30573.1242690173,30745.6799626022,32606.3033930486,32496.8769382715,32428.2038998261,32576.8894989231,32460.7136433625,30749.6267756341,29998.0889738549,29696.3354683844,29533.9433715228,30032.6846978539,29839.2409406039,29867.5343380625,32716.6615762444,32846.4774500965,32377.32737207,28729.3883800977,29970.9598277364,29941.5517669461,30291.0209794865,28586.3905827659,27927.4622061814,27888.0250768891,29251.5105126142,29595.6604835267,28881.483177799,41754.8388916895,41972.298806775,41693.2441323786,23878.162415051,23971.2090086486,23811.5062370394,23974.2672475477,24480.9037696557,23209.5793105913,22689.8876970193,22837.1892307432,22827.9477048427,22973.3115080137,23080.5490993731,22794.1955818043,22525.8368035122,22645.5949974719,22439.9650210309,22222.3393556659,24328.007963981,24141.0127255146,24053.5604093207,26395.5903661186,25854.8401753305,25755.9439803056,25726.7019556437,25757.1165412019,25686.0372816049,25734.2308951104,26305.9213956558,31288.6090701786,22309.7912733011,22420.7986223094,22537.8796181,21963.7329060325
"aab_2",25654.7771971324,18379.3961869339,30183.5290993568,13608.1873394321,13969.3839920111,29240.8939388688,12852.9104841903,15766.6129422928,14401.6549242897,12089.9520373442,11773.9862641766,13933.9252450877,10163.3649507698,11667.6252138706,9824.84036312518,3539.57669347359,0,3020.2220889042,14589.7626590931,16272.5521114939,20759.5717740959,39607.2738684329,50033.3134741597,40663.4290141555,38313.1254429067,33286.8482667437,33102.9207656618,33156.1015857517,32714.8632723778,31345.5226988389,31753.0827421831,31910.0547190483,33745.9163087947,33639.506989637,33570.9869471198,33719.9233254578,33610.857312543,31925.6085201017,31110.2106360042,30824.7667615522,30631.3432792058,31157.4139753325,30954.7498763822,30995.3581095511,33836.5541153288,33960.4200468611,33510.5674677893,28854.9892006541,29968.5974636427,29939.6027044448,30275.2972572442,28855.4652913873,28212.2947758567,28185.5302172947,29367.1061790471,29693.540696708,29034.2861590235,41276.749374271,41476.2843684755,41203.1354828698,23596.7850481241,23679.6144375161,23523.1562440164,23674.1513827418,23943.1550421569,22762.9987539155,22234.9172043535,22366.5723381136,22366.1602404706,22522.6773973409,22577.5389287393,22485.2756059236,22220.817638685,22355.4514367874,22148.2207271376,21927.00996243,24371.1190149224,24188.1459199349,24121.5908952169,26390.3929238794,25801.8626213229,25688.8135497176,25664.2108903801,25684.8046233329,25616.1814049324,25657.8885193794,26262.2386592473,31195.9515077265,22180.5246305025,22258.7093831232,22399.6693280942,21791.4819909359
"aab_3",26130.6303345583,18850.4302358842,30497.9648160326,12649.6397759369,14242.4776171375,29837.8042765497,12355.1600131012,15677.8105211749,15091.9171454992,11408.3535473463,11233.4285786899,13607.6192712329,9800.03368631431,11293.1905475236,9490.20776006349,5722.67424116239,3020.2220889042,0,14584.8467728357,16220.316697769,20533.9698833334,39641.1715229541,49831.9187753515,39920.1778714142,37732.1878050197,33533.5421228283,33358.8919123302,33411.7718755007,32987.0738933025,31647.6007875078,32032.3308214741,32179.7681941464,33950.2034606073,33846.2528803742,33780.7653973357,33925.7233381615,33813.9198781763,32195.7528726384,31338.0088996901,31072.5327523084,30857.9851516925,31393.3184006684,31192.1129348343,31240.5661214824,34065.7348732262,34180.0449203919,33750.0704343319,28505.8608185618,29566.7636613434,29538.3048364574,29859.5743975311,28544.9140555877,27927.8778266523,27912.5004801029,29017.684218959,29318.478482297,28712.8991484457,40572.7121192842,40768.6567869296,40496.0910357542,23125.0114309753,23216.4774540082,23072.3974743255,23228.4246438407,23417.5196517813,22631.3429664246,22092.5591433548,22214.5358378345,22214.2067983225,22386.0487591265,22327.1244699855,22459.6561206593,22214.762653079,22355.4984509691,22182.7018203229,21922.8775907865,24308.2324700001,24113.9339147158,24053.7817255147,26248.1230646732,25620.7818974554,25502.8266821003,25476.327632588,25495.1493679704,25427.6024059776,25455.8685329432,26096.4415019294,30716.8237264518,21891.4461904207,21954.9940863482,22102.7052328986,21517.1846026128
"f_1",29081.8408289964,22173.6582913345,29950.0869849907,9193.42061206433,15473.790533167,27386.777223497,19259.9748062735,21242.2997433642,17562.7226185819,20054.4919421407,20119.2686700901,21744.1472718448,17476.2722382977,17164.5870648254,16582.7430035812,15671.645565025,14589.7626590931,14584.8467728357,0,2428.98773264958,7523.53397465372,44322.6560452869,54076.4872906782,31155.3746833829,28519.3379711136,38698.1338048942,38475.4398505268,38573.5745316101,38153.3619885104,36782.4468210478,37162.029756369,37297.179187631,39127.9192911941,38989.800456091,38959.1438731997,39111.8531484631,38959.552982948,37308.0160568703,36046.5395260205,35843.3418569607,35318.222573421,36164.5638903201,35920.5342609512,36018.0355410932,39284.1894903141,39382.9615228636,38962.4453443345,26520.1711801891,26681.0562514246,26634.6190600276,26923.3784162102,27343.1365607411,26674.148020477,26676.500346692,26730.7643671549,26863.5845696475,26677.4302256718,34922.7637819354,35005.9650062564,34818.0359010973,30051.7316811171,30066.4910389178,29938.123588445,30017.5608853248,28286.2615484276,27645.3083182429,27206.1475276629,27290.3684428051,27364.4749008003,27523.0100246456,27137.3045934158,26509.7310472561,26222.3121899535,26503.9260034146,26208.8227859564,25782.5076274894,30661.6017842568,30428.1816419969,30345.3723943893,32881.2997657923,32666.9847667362,32473.1231066359,32520.1798091647,32483.2821444525,32454.6452501549,32503.5179330435,32967.4218864409,36874.9688399144,29443.5798085904,29487.198941601,29614.1469844164,29002.1253074818
"f_2",30411.1937275059,23663.0801500198,30954.5234078566,9957.62130567579,16925.9050177634,28070.6827426029,20783.2457077515,22757.2277908669,19069.0114707874,21640.4528823241,21661.3737006827,23382.9109757306,19066.2138739268,18687.2522223586,18197.1128499625,17345.5055151724,16272.5521114939,16220.316697769,2428.98773264958,0,6432.70194619015,44842.4124556422,54430.0591253766,29987.8064721237,27367.9069208456,39358.5183388078,39128.5696762556,39234.6464563176,38821.7505473159,37477.8708764064,37847.8002454236,37975.6617184748,39776.8241666581,39638.2976137412,39607.2504735162,39765.5938700306,39614.0158762994,37985.1601358699,36700.603925311,36505.0705396574,35950.2382023672,36825.4025952799,36579.7784655002,36679.7314380966,39946.0753758989,40038.7634689208,39623.6468857024,26452.8090536655,26482.0183115659,26435.9846128781,26717.200852915,27331.618955528,26678.0336528443,26681.9032739198,26587.3207785943,26696.595231668,26579.695992597,34228.3716010027,34300.8889165483,34129.9849435273,30838.4579375495,30847.6828259985,30726.5773329732,30802.0399664397,28788.9674425881,28374.9076778089,27949.6147586777,28023.7671048008,28104.4404831264,28262.7543749365,27792.8922135876,27193.5376606467,26905.962348624,27204.3751591929,26907.9761784231,26468.1623363357,31421.327741069,31176.8148511146,31078.6365105483,33734.7456265286,33544.7004923423,33349.4234960772,33395.0538555252,33359.3466827987,33324.8923273752,33379.6651865957,33828.0467691635,37418.7044678282,30376.0766041382,30425.8277173656,30536.9644482532,29953.873504302
"f_3",30648.1707685211,25080.4164210708,29524.3200470888,13109.3385765676,17865.2145857183,25822.9546843838,22626.8252856524,23564.0507990605,20144.6908447122,24547.0548878141,25565.2409126748,26026.8370827901,21574.4606820994,20521.9667725175,20874.1764161452,21878.1187564144,20759.5717740959,20533.9698833334,7523.53397465372,6432.70194619015,0,47686.696917976,56570.5894249609,28494.6494317153,26237.1396664739,42693.4717580169,42481.9445972695,42587.6934769139,42207.759744697,40970.8611596327,41302.8992425431,41417.455268633,43070.2598733621,42927.3593392679,42911.2215253324,43062.7903321832,42918.618066174,41419.077663017,40058.072244238,39906.6167121019,39238.2211184653,40198.5422321009,39953.6388925383,40074.1562193469,43286.6740796717,43359.139800681,42989.2643427926,27005.9412032113,26368.4762125204,26299.6213185716,26546.1372655942,28339.2446635441,27735.6398815609,27736.6258165605,26867.1962107452,26904.0432728193,26968.4692543383,31557.6028147746,31549.7875503848,31436.9699280858,34917.1853129626,34910.0286389098,34814.8220765635,34874.5962233032,32526.0551263726,32548.7148252641,32164.0321301487,32224.3188297517,32306.1841562799,32459.6951983724,31867.3918639631,31245.8515694432,31007.9493807549,31298.7486364876,31042.361202644,30579.5881056135,34937.8283597899,34675.4495712415,34600.0115096952,37269.1979901182,37101.6563493006,36886.5471412332,36954.086015786,36897.6886636415,36883.2848961114,36934.9032007687,37324.5099426162,40440.1407019326,34238.14980044,34262.3019808092,34380.6261217881,33827.405030105
"s_1_NR_A_FPKM",56477.8604568234,51315.31688551,59746.2641696709,45290.2646992801,47442.7711234745,55964.2529560839,45731.5849974082,47381.5315420665,47855.0884513166,45317.9828376282,44519.7220464747,46926.7895175904,44278.6735874577,45091.0766295142,44126.4947354716,38571.9458958507,39607.2738684329,39641.1715229541,44322.6560452869,44842.4124556422,47686.696917976,0,13192.6280173519,48948.865467732,48964.0422329462,13156.5304860552,13339.7427234959,13141.9072736979,13575.8993907629,14366.8191999467,13815.8462502324,13521.4409684932,12458.5142610425,12416.0791997622,12519.3539644137,12426.3924206753,12479.8532992226,13558.6989206466,13537.7755486008,13947.8739524112,14322.5047114368,13656.4333913268,13831.6795034949,13777.0594697199,12071.5076068828,11841.6516623672,12261.8558301048,27695.9064213034,30240.627884437,30333.1816842127,30296.8784115208,25363.4572632896,25636.8696115213,25640.3910016886,28539.7162481198,28802.795403709,28034.3974108211,42778.9848285267,43289.6533454246,42842.8649108161,30698.55383705,30751.5749928077,30714.4539339768,30816.9248243925,34580.3763674239,35763.7655354472,34889.5171721019,35066.4565036674,34970.4401794546,35043.5352258185,34926.0270809095,32767.7541261287,33014.9145439148,32924.3481962289,33111.0514799458,33001.535129625,34099.2383427928,33967.1505218184,33912.3700612627,35683.7803768868,34763.2122602409,34790.3050992639,34582.9202642661,34823.8073525294,34842.0747291593,34694.3579507994,35135.597919152,41307.2391590887,34835.1714067493,34879.8426253818,35001.1384096313,34776.7047194771
"s_2_NR_B_FPKM",64926.3695944574,60525.9234474632,67523.1364230086,54705.9002716407,56835.5881634534,64188.501350654,54570.7926005725,56090.941334595,57377.1558291112,54465.5296486271,54176.4220348018,56128.3382023096,53534.2953730008,54094.2319240983,53507.7144790155,49088.9342365134,50033.3134741597,49831.9187753515,54076.4872906782,54430.0591253766,56570.5894249609,13192.6280173519,0,55640.8791830051,56586.8123973962,22661.3026343503,22899.1170294717,22775.4163036441,23337.515121515,24833.7766030931,24219.1195424651,23938.9871359646,21906.741102003,21930.4762554075,22028.1563340141,21927.6070431198,22098.3614850224,23919.258318784,24087.0938780338,24557.5845279774,24696.8053101778,24144.5329324599,24401.3128185714,24354.1557050233,21794.432296341,21533.8625366166,22099.361157137,34596.7178921217,36546.8976494507,36615.8385173797,36478.8052028154,32414.4420223951,32921.4080912244,32890.1290926547,35016.9690671475,35186.6619552541,34661.815091846,45951.2463033182,46490.4264272271,46092.4980174387,41168.4343979951,41201.7544440011,41228.3694798356,41322.233042493,44540.1695958164,46468.8345217134,45722.129531366,45859.2350876353,45766.7466819348,45823.2992968337,45487.7893014865,43843.8428477195,44139.9756438749,44047.5758276853,44317.7021138342,44160.6918412979,43155.184264564,43022.10429199,42940.4034614661,45176.4290890414,44311.7405553954,44356.8641329621,44141.8913361906,44390.4661049031,44410.6459510013,44250.8479147537,44550.9499144504,49052.4322056836,45078.6475190648,45104.1955998282,45193.8205540865,45118.3474210775
"s_3_CR_A_FPKM",53593.0308177943,48087.8398859768,53188.9130571824,34404.1267828688,41529.5411877364,46197.0814355466,45301.825038621,46483.5417753191,43799.2218535305,45825.7832666933,45983.9903435463,47868.2620444672,43491.1934171673,42781.5734882923,42709.9189295359,41387.3379048342,40663.4290141555,39920.1778714142,31155.3746833829,29987.8064721237,28494.6494317153,48948.865467732,55640.8791830051,0,7241.6719987277,46830.6698270869,46655.8669677721,46747.9802163917,46524.2966153741,45584.0700005455,45836.0891482836,45866.9383479781,47018.8104398056,46899.874172515,46930.404788897,47010.7260541829,46794.7296013573,45862.5929567302,44219.6674175016,44145.4304668061,43257.6955971791,44422.0262150048,44130.9572862642,44348.6636935787,47416.4643356408,47390.9410573722,47144.8839361658,29021.6108431504,27848.8107141485,27967.211068103,27917.8270338754,30369.7900389921,30147.2361257361,30265.7943479916,28829.5992603872,28475.8459643588,29316.1521734903,27973.5668130351,27858.1690208301,27735.3622801607,42948.2214620391,42856.3761276809,42801.1152224889,42772.5393475635,39917.781226853,41324.9812535086,41004.1203280544,41054.4361078677,41146.6282179732,41262.1359231145,40250.1728770241,38621.1990363597,38562.9249211571,38861.1999931621,38696.83423995,38088.2550449791,45445.9122749633,45118.5110963576,45192.7266438039,46625.6556903409,46597.7004631929,46388.1338069555,46449.8243231981,46398.655085728,46439.0698940395,46448.7806134656,46664.7320947992,50837.2772447311,45151.652436007,45159.5921924006,45238.7976502322,44830.7563317029
"s_4_CR_B_FPKM",51643.841101879,45854.5605723508,51700.8149706656,32273.7835837277,39343.9952879347,44439.3534967838,43603.9105409706,44778.0094597488,41537.7545291503,44121.4425945652,43956.7025947478,46003.9371846673,41703.3936782532,41105.951995797,40810.7291839165,39042.3242576018,38313.1254429067,37732.1878050197,28519.3379711136,27367.9069208456,26237.1396664739,48964.0422329462,56586.8123973962,7241.6719987277,0,45908.8698215772,45715.1507466191,45815.1328516026,45530.6609130615,44440.1102454033,44746.1550598777,44807.7998956957,46163.8307037774,46041.3205346147,46063.0888820648,46157.5960967779,45957.9174501706,44806.0753520964,43169.0146720373,43052.6011727041,42178.0774719696,43358.9743057941,43060.7084745376,43259.8099961437,46482.3594817394,46489.4860163751,46202.1686570459,28661.1572846097,27740.5842064284,27856.5032828164,27854.1240901769,29982.733894312,29650.9082720089,29773.5882004758,28603.3537356368,28308.2346840451,29040.2925850726,29977.4943019399,29882.6687761886,29741.4275467542,41228.393957479,41142.4452837147,41071.4997999204,41050.0232818512,38499.0326774937,39196.5533297352,38780.8162460717,38844.4505348713,38948.3405194255,39087.2282594775,38258.4739516693,36470.6762461375,36362.8579575132,36671.1019831935,36432.1857951737,35842.2809355002,44023.7423491836,43727.1739984748,43815.4288182453,45028.5661838032,44988.0306743241,44765.5312122688,44852.2738069589,44781.3170693014,44820.5182201699,44835.2369772647,45114.972834157,49639.2559755002,43007.9421031904,43029.3931541025,43124.0537123141,42662.3684932577
"GSM3714420_Galaxy259",51665.3205307767,46066.3550453895,55456.0125457838,40089.897194715,42168.672966529,51416.8929660883,40597.5793804962,42372.9511108775,42445.6766109203,40096.8567574624,39069.7402662088,41739.0029743004,38914.4915748312,39927.5838778286,38740.8382190693,32055.9334776527,33286.8482667437,33533.5421228283,38698.1338048942,39358.5183388078,42693.4717580169,13156.5304860552,22661.3026343503,46830.6698270869,45908.8698215772,0,753.782758319025,703.359485275984,933.047490123803,3055.28229752564,2983.9667729653,3004.78935141503,2473.87778135745,2485.86540604026,2418.16003616096,2331.55410720523,2616.98047566668,2865.65344376447,4432.1344839415,4422.44790055305,4947.29240570627,4191.88913353808,4402.37142973793,4322.48830937295,4343.25386614022,4488.53888715228,4174.5881742386,24824.9204547788,27680.5049458607,27764.0507499865,27819.884130717,22372.6614866474,22380.6146593295,22330.5550016987,25716.0984355946,26028.6545285728,25192.3774898969,42293.5822692042,42757.9908835212,42320.2582416823,25181.3761640344,25174.1351029924,25142.8163360747,25257.9698012703,29384.6854141359,29022.8083289703,28203.2939828678,28391.4032445554,28326.9391418046,28383.5124943391,28621.0447125302,26776.6879087775,26973.8690247155,26850.6173301049,26995.069635995,26866.2836494798,28751.6260943077,28637.2001860648,28665.3781676336,31063.5586705507,30151.4104092816,30150.8671153049,29991.0511207214,30212.8668839363,30224.8676664629,30073.5388453347,30597.7352138382,37818.844801475,29280.6786358751,29367.6023128838,29523.2765120545,29194.505559929
"GSM3714420_Galaxy264",51548.6583080712,45925.2375068289,55334.2629899016,39884.0528051375,42015.7356184773,51288.4726899039,40459.8997101712,42244.9392005318,42301.7205273616,39970.0564409955,38917.1957977293,41610.5662938463,38762.3186276836,39781.3420410226,38579.9590011884,31859.2793074596,33102.9207656618,33358.8919123302,38475.4398505268,39128.5696762556,42481.9445972695,13339.7427234959,22899.1170294717,46655.8669677721,45715.1507466191,753.782758319025,0,711.75353493507,746.545399258067,3007.89897311804,3021.11052506633,3072.46397074059,2726.31495345889,2740.32303435217,2667.03925503324,2615.99592151425,2874.52226664258,2919.07298127257,4386.93914753863,4340.45340795737,4835.51909046639,4157.38726937464,4359.6549139326,4254.92879835906,4519.81931414673,4686.15111606364,4306.69962630941,24748.1134451688,27603.6264528013,27682.7684653864,27743.5823757162,22294.8946817438,22286.935493488,22232.9652741978,25630.8571308228,25942.1672273274,25108.5572708287,42268.7916170076,42733.0803484444,42299.7116486238,25135.003679855,25127.9635309681,25092.6078071113,25210.6528899658,29272.9192577044,28922.5172556275,28111.4253220455,28298.7830457865,28236.865549262,28295.6172641013,28514.1552714516,26682.3245099316,26872.2633167008,26753.7324843792,26890.6630537039,26754.2346558649,28662.9331624265,28548.0728634486,28558.989235249,30943.3604459634,30052.6897437951,30055.3951257354,29890.7398168011,30114.7696729742,30123.2656662435,29975.0147335444,30486.7945397609,37619.0630901261,29135.3153183308,29227.8441066959,29374.7158291007,29055.1381309532
