"","k_1","k_2","k_3","aa.1","aa.2","aa.3","bb_2","bb_3","bb_1","ab_1","ab_2","ab_3","bba_1","bba_2","bba_3","aab_1","aab_2","aab_3","f_1","f_2","f_3","s_1_NR_A_FPKM","s_2_NR_B_FPKM","s_3_CR_A_FPKM","s_4_CR_B_FPKM"
"ABZ2",92.4783013387668,88.0165045274202,116.595133381024,128.807670486716,120.175671355783,63.2704237020043,58.2592400846109,69.5411458341897,107.434704224762,66.3374536702504,64.0820939704337,60.4361466176692,58.1089365738712,67.1679810153048,58.5530964726983,80.034326409442,122.870856313857,142.518592949931,74.244145411983,79.174517599036,86.7969397939909,190.262993959734,187.973392046043,306.555589529213,220.768804084822
"ACB1",326.91312752478,318.220437368201,885.873649012231,1276.89009085626,716.137817899732,645.281889571721,167.313365635055,122.830143814766,582.193760688173,301.285110621428,357.616770076519,289.222833865761,202.226515573482,251.325563007209,227.351911790005,581.775604140529,939.618916833003,1222.51486328132,540.968797046083,572.366629181637,705.725242397071,7294.37713196419,7203.31588274478,8096.44572977062,5353.97999125151
"ACC1",289.848148543478,285.588844722152,245.621073901322,275.665732175516,243.290724514001,129.192053958719,134.403044957856,191.4060049397,188.328883888155,192.171940493851,227.205181568811,238.813650136938,171.094865475405,193.502288075235,170.159154093492,224.61194488376,282.751427906186,320.398511734503,150.949177528216,140.40976455785,142.191186254091,750.041490967991,721.901060501623,953.189642919691,702.868204436156
"ACF2",43.9736097897812,41.4501055106565,41.0586586549289,47.0646768447632,40.432751605477,29.3554025984174,38.5965360338981,45.8296902651993,32.469106283012,54.256603612133,47.1631567535579,47.0749311647605,43.4222926460329,47.1542349491749,42.9333273504684,30.0154949703725,45.3819388433749,55.6305613344718,37.3554968859775,36.1788019878293,33.8260034796688,98.501233132939,90.0345552959929,149.285718459913,116.471540664325
"ACH1",1578.52322776282,1674.39928032176,2731.2626473379,2525.47571926475,1968.91080026915,1113.58043606691,1574.19707254855,1730.80955644427,1491.20620136518,1859.02718990983,2241.13792411767,2138.22665147901,1567.81629936436,1700.40748736104,1795.46979404962,1121.2260791967,1769.57317680125,2200.27394238369,2439.11462418271,2367.14365564981,1941.00128457285,3257.48625221337,3129.46758331046,6015.07177903886,4275.39079407279
"ACK1",17.8809349805936,19.1052532652423,38.4356006627045,47.4651396015053,38.0338229843112,80.4991638267355,45.4142160645412,40.4706589930339,32.531402992096,26.4600796739029,36.3925768885145,26.426297648982,46.1741609015951,48.8128742268054,50.8059234977628,45.6196818570742,53.7703748469974,61.8978219675884,47.6481154769602,47.3872218438189,46.9005094319175,81.6288362906617,81.9176355065655,148.00507732089,112.025181994655
"ACN9",368.888417535851,338.074665945824,452.165947248589,430.099457998564,472.390809522518,220.801740125496,218.694631759857,257.656003248695,433.614254402101,207.936052773478,216.517029039689,205.383175211717,238.191762950912,262.504117042494,253.232644103091,315.592862766702,329.661975191793,376.320268019681,197.676954264347,205.256684861936,209.195817287963,611.796418909045,583.094243583701,1118.26006437577,813.690582252585
"ACO2",36.2124754109089,38.7009091358109,44.3342829904466,58.0248109043313,51.2702368367923,60.5054735783321,35.2621856740628,43.6764368066603,46.6232795494072,31.5062928679217,38.2554621652623,33.3793654595534,39.0615286631866,43.301313731821,44.3547554322303,74.6770278202455,70.7845877649334,80.2212628849502,74.7063779961354,74.1767371485091,65.2140511925154,138.837876823856,124.841345454665,186.371865984858,137.312464545086
"ACP1",553.52936946132,552.095165658366,834.672441359103,805.275717236324,707.668667671226,528.7865677199,465.082491383564,470.67095475668,597.166779836911,435.421977508675,441.988943581244,399.136117972633,407.360458030023,480.332412634507,435.106357799223,558.192664617855,653.619746744463,721.463057961742,504.392925173249,457.296898486722,488.425941903439,1230.29069491667,1214.86605104486,2433.68289368865,1961.80957450374
"ACS1",3395.26150521062,3443.4325920428,624.570084180522,456.663791570471,494.542554662499,331.587929216378,103.940083454318,312.198084894771,348.957682264118,463.414752775525,501.858927044354,677.741032580583,206.091205276068,266.607055965755,241.760047759105,327.393867334553,477.219199928652,573.14601400686,81.4319343869798,57.9625854682418,29.6540701805234,1300.60708629945,1076.10483451948,2527.36463610609,1976.98255626854
"ACS2",579.183093553724,637.403959510614,469.125800155799,540.059439048384,443.46333898047,331.504707623122,501.26033154767,578.761708351999,327.986520106023,698.57802767658,695.556043707623,644.348865740447,657.765109054198,725.446159660721,704.898775015839,585.749193090622,772.143001970165,896.876688806959,594.011422452992,536.121916258082,392.955635074783,1395.68245205231,1336.72796596111,1949.44810832072,1361.64047453281
"ACT1",768.34880050204,805.650018778235,2916.16731291936,2913.21986361101,2011.55587692134,1014.72880170304,869.20282067012,1114.30157893925,1599.89979817314,1532.858336804,1643.60038499586,1634.62921343273,1003.97296510278,1105.02163597594,1058.5619645054,2052.54963482682,2553.62027806011,2906.49930220042,886.911849366227,875.432972827421,916.983140310707,4913.43466574194,4811.28812009457,7051.87738149616,5053.92679559946
