"","k_1","k_2","k_3","aa-1","aa-2","aa-3","bb_2","bb_3","bb_1","ab_1","ab_2","ab_3","bba_1","bba_2","bba_3","aab_1","aab_2","aab_3","f_1","f_2","f_3","s_1_NR_A_FPKM","s_2_NR_B_FPKM","s_3_CR_A_FPKM","s_4_CR_B_FPKM"
"ACN9",322.838360513585,292.099300492193,234.567721900326,210.183634350803,287.723034270112,170.422185411199,250.036994013551,229.704586149576,305.328722485782,208.09015546211,197.472065363047,190.376495872853,233.289019646811,235.207434263142,238.252602463547,208.245892769751,136.549730663846,136.102982706449,161.97119053895,167.840200763468,161.819856562432,82.5732,80.8213,225.9,169.042
"ACO2",28.1000901099361,30.7950390352181,3.7080716478661,13.4758615132627,17.992268654914,49.7227337966975,39.1694260058434,39.6215185512078,21.7927965726963,29.1993348508443,32.7413297957061,29.7060359938171,37.0737189307891,38.1737923814375,40.91281118874,56.8217996507663,36.6939494186547,36.7534539910109,67.0334121453113,66.3471616014762,55.0010688597287,53.8362,35.3459,27.939,26.8315
"ACP1",462.577620462231,459.734000300886,387.9048474971,334.722716258504,327.692863461693,414.487943014313,522.634153681823,419.258446470504,315.983050272757,430.141811047876,401.693010302342,369.232669764643,390.244754800984,423.15544178446,397.746261793271,360.4021210144,282.400731164704,248.545560068363,425.853248497871,375.002621050066,383.724142183498,245.13,220.525,744.77,766.211
"ACS1",3326.00489286796,3380.27876321811,89.4857471658645,15.5128285309013,12.4240215690622,319.450571617449,219.736524811901,238.981868908029,9.79565514028235,524.02317166158,522.116840927781,664.135896167116,219.743087358108,212.911549005921,229.623308508812,17.1889916893471,24.5380185634763,23.205865423359,75.0695379277503,53.1274575903332,30.3715479026296,23.0447,21.3035,535.54,481.581
"ACS2",499.175855358341,564.153479386961,47.0736377304316,104.349236007445,75.9939584636562,263.683513408405,546.825930595337,534.991193844938,87.5869984940966,678.939233546903,638.372819789685,601.369320415747,645.647164846507,677.257077457788,678.99852069508,309.772396555128,352.556758725206,366.379331378446,536.131892881662,481.146271569232,323.909030772042,342.665,379.839,176.578,102.406
"ACT1",481.271766284116,524.156848526006,1828.98627005553,1641.11858718342,1058.15803288117,603.939845843402,935.840992451575,975.511654845729,988.249983834588,1386.50136255486,1376.41223021277,1459.29703451244,923.98478105288,926.084413817632,936.448502140754,1341.91348881597,1379.26489948969,1443.48610808968,571.090627571067,548.39012284882,494.31962462018,2065.9,2041.66,2176.92,1651.98
"ADA2",50.8772518009393,47.3839343546822,48.2512997933744,75.7762329484555,97.2712960002432,41.18259300732,51.2622121480437,55.8563739019484,101.502792212999,39.9962855295137,43.0019885512471,43.6639005228994,52.6927335957189,50.8066118411696,55.2703916905073,69.8326880003144,66.8094741348749,64.6212803538002,33.7128570503642,32.3247085611925,30.8500676378469,37.662,31.6432,49.9092,45.9258
"ADD37",47.2355840287747,42.0693675797408,90.1120020626107,99.5789034577562,97.2582950180476,61.0888897482655,63.3986969696872,74.6720400732062,125.084118398571,137.403768366474,108.337961257527,132.879087609883,96.1061359888127,98.2076258133497,59.6260408112267,59.5199444422578,101.697992298517,111.032307428095,57.4849050081494,62.8955691652188,56.878563266298,28.8933,26.6846,37.5845,27.7264
"ADD66",59.4581985995307,51.3391176968306,70.0883725385377,78.1163352178633,67.1033416625356,45.9308853616675,62.1861989663371,57.1975646520564,75.3249923680508,51.3920798443319,48.9813362749795,48.618541052028,55.6652168413931,56.2461856931003,52.9064786255175,85.393521703247,77.2078189210425,75.5592905827531,44.7583003699815,43.9140475140409,40.7517121911725,143.692,150.54,108.415,132.65
"ADE1",45.2139393573606,50.2716284580977,84.1163553640965,102.972124673955,323.846255343837,65.9020732327508,98.8488752972873,96.3156221178513,536.933815060431,91.3522835610982,87.8441472722774,88.2226893855391,104.769043925364,104.437214017928,107.131327360723,411.773093650926,477.086750551992,267.845887550518,74.9710020020499,70.0090483016488,62.5193592379642,1312.81,1324.85,154.202,92.7251
"ADE12",124.769341004615,129.075355195667,416.390347676736,310.626426038636,397.014244730007,140.978508220671,194.436111087994,215.198362525921,510.184742202844,158.66107453336,149.04285411664,150.569286965998,176.204235086999,173.13958941,176.623723148813,631.104696478321,687.959788975204,587.803995864872,125.150643218173,122.980242884533,116.845370629415,280.543,345.71,207.419,164.292
"ADE13",87.2234549716179,91.8810550856407,179.51130415834,112.087345541646,360.787396606884,84.6980839643407,156.180774606622,170.019951434062,517.433298203722,144.572183847198,165.851126754977,157.004053341548,158.341663879134,151.790733417361,161.776562440662,442.68474628517,494.201441649305,237.612122210316,100.455064028216,111.343302352084,102.100829576289,1512.69,2482.34,148.726,143.245
"ADE17",258.695229708719,286.277849070379,167.557601245116,303.853169080449,296.077317493903,215.362160457066,356.114342419149,335.568965846759,342.260434531198,357.709070196038,343.081425998905,320.514301245236,354.39423802909,373.607880229777,368.400595354033,417.824671346885,420.571125589237,346.817629406238,177.188980585081,163.652265748044,151.828597006784,1080.28,1497.39,79.7604,44.599
"ADE2",74.1555805745384,70.4179892605322,51.9841167729612,52.1056000739119,142.357629043045,73.1077011898864,96.0484329185842,96.6674550020599,189.303807941185,87.9731566062912,93.6218343119674,83.4334876231487,108.041237973048,109.355309968911,108.508563276937,138.758721781367,162.069465501045,74.4152313300835,67.4809901411454,67.3347012686966,58.8027787318326,543.575,670.036,92.1161,81.2002
"ADE3",21.8617974640498,25.2096324945281,141.188426230251,109.208122198979,148.670571315511,43.7387332624505,93.2171832393509,91.1996724553456,187.609631106799,87.1457664603314,97.3106709405217,89.5661113859063,98.5602360167222,95.4768474223017,102.764386254481,210.856863959093,220.698628204504,154.414012033119,38.7652537298107,34.5200086712493,25.6852043952567,285.664,272.874,181.492,92.3245
"ADE4",31.8116807489529,40.6503395033921,74.6317395466646,53.1141294921543,243.905622816552,43.2989431477382,52.5796844337514,50.417323491312,342.635273955893,38.4242135139184,42.4526100082237,35.7510997708623,46.1649748601887,50.0953736589606,60.4051213028258,187.275375162864,215.450744914258,135.440707894035,54.6255779856852,54.9788571408429,51.7418932888996,173.707,196.796,22.0472,10.3858
"ADE6",12.9400163143961,15.9189553419701,22.3391845174823,41.7068333839145,76.0855553473157,26.9074037233676,56.0099642104598,58.2803804782401,98.0929102081306,66.1758496665058,67.4593853149891,61.769955715212,63.4348878896313,61.6037055786062,64.8692628660429,91.3319742948587,110.536058024709,71.9671690785917,48.6398692430066,47.3073069389999,44.460259607502,163.37,168.7,44.5106,26.4827
"ADE8",56.0537979437251,56.8852804400558,94.5812247715983,89.7796452963311,126.371143552335,38.8669219700173,63.007910893265,61.0693106725619,147.99961687158,42.0990945326748,45.2113607399261,38.7642132932171,52.3944320122397,53.1347229214019,57.6876081914419,151.392221145403,138.571044062642,99.3053469428619,35.6785651743288,33.869202693746,28.6128032616107,361.636,376.829,290.253,175.903
"ADH1",7000.82319892707,6415.77370747738,6026.1558207065,3812.56129845721,3227.84974442533,4998.07825224999,7577.02195329854,8088.35516985518,3325.93340091297,9758.34047312621,8431.2958824986,9222.51955442925,8752.60960745117,8787.68832908444,7898.52345084749,3491.21555110689,4091.59650228914,4533.58960261442,4391.29919236233,4187.9357614323,4264.65720851075,3239.69,4061.36,5244.78,2234.54
"ADH2",484.017956419661,499.04105588545,1697.06127599289,4675.90947030358,5682.24241313626,1091.8739443537,1702.60024266194,1522.20601462143,5307.09562368328,1592.82279346166,1446.20016550978,1475.85037843489,1505.94975829333,1440.16571404001,1363.54369878108,5622.38455910994,6998.09200721101,7849.76305161096,563.618880233018,569.018874802831,465.608746023784,21.8429,18.0721,3160.22,2126.21
"ADH3",551.541289177658,572.679567634166,22.3696095821884,39.6813130166648,33.4821297249998,2481.77475874484,196.930428861288,197.246529336957,42.4931272973184,263.708197352429,250.110277849276,231.439965271963,303.57012021048,333.339495245911,306.165854349983,66.4712124837867,59.7881675401106,63.9734496109956,157.539396664621,137.699609668918,143.43282263596,304.527,296.552,260.096,157.954
"ADH6",59.3003412987006,89.2804401457006,30.4839447687362,127.448668972583,198.971342185833,2835.47586293116,601.493326627735,608.595002224371,213.825186696835,487.430105716491,332.509691391061,354.942798815001,643.578816424541,715.049687601307,665.057308109779,280.94087688447,461.785011834036,564.57067323351,1352.64646576141,1366.64594321929,1374.54034437771,334.182,321.947,265.952,157.705
"ADI1",63.1688353549902,70.1242405477283,96.2418687819536,164.428060024877,73.4512297605196,70.3817157096347,84.4577653753122,74.8792519492574,67.401376408274,65.7836461640306,58.2085958936558,57.2625855268445,66.4772767947783,69.7681123930409,62.0241119142046,126.155035467514,87.3783247248966,74.1639529695707,66.0767069664205,68.5175194816629,60.959816457686,107.477,129.251,181.224,240.219
"ADK1",419.033638353268,427.85479969372,1001.45872018499,1182.82618100002,889.326929069814,521.563368627351,472.272853184817,403.635070158466,952.143516172767,654.820094167102,611.287329453418,616.342973023388,621.284999531835,614.617343991933,574.99068570598,838.008579044328,785.153156492897,719.837842937445,433.987117845242,445.201756461214,328.600455365434,324.769,487.55,418.788,143.921
"ADK2",169.563744881515,175.622296144965,162.317026722687,134.231715334123,63.8404767467916,71.8755489226411,129.957071655026,100.571046332617,55.2690901792872,95.1401239666296,103.691220537614,97.6633661503669,84.9093046114753,88.3328606098078,94.0040497861672,112.732812502955,64.409931656799,56.753388451108,97.0641742119511,85.7609106908591,67.4859740610168,40.2597,39.1896,98.6766,87.4836
"ADO1",55.9469647849142,61.8431092034988,125.418932167975,204.786867717685,223.047475879001,102.591637122479,101.658238539192,96.8390804355207,236.310781912222,89.7774593410329,86.1293546902099,81.7499637617583,104.823245829068,102.679767165496,100.677947122562,326.321898690211,226.893086684731,213.002626111051,118.121243384092,123.045227673408,115.720847131385,331.664,257.525,241.473,101.085
"ADP1",56.1219305276252,57.0992012807653,80.4356457001863,97.1609221792611,84.2442697010131,50.5163102350931,37.9841030125924,52.6054141149852,63.4833032968972,36.2996283766041,41.7181724400867,42.4133281739102,50.511609781439,52.0009958977983,60.7007114920301,50.7791229454276,58.5043541469091,59.5309420018114,61.3809856804392,64.4008545786594,62.1939654205722,193.18,182.639,201.004,216.77
"ADR1",67.2561321010925,75.3776008871922,29.6405369982677,36.4937600255665,15.7270574496375,97.8667717999568,67.0530617353922,83.5387630470052,12.4868940422297,90.6780592269193,118.419918252893,128.43005868365,90.579751381199,90.3202541606458,112.271942052008,21.4654206041974,24.4538177908499,21.2235005723397,210.849842168249,214.476943232322,209.208449138089,66.9353,61.1999,152.431,180.657
"ADY2",2107.29036275066,1939.67088585146,187.89421238793,17.3871745782787,21.3381911906443,437.634913329849,35.5417637117697,37.8052678217838,19.2267338914461,127.710156004456,121.604956690862,129.798667940651,44.4471089121441,42.624194510832,40.7863378105867,22.2112385993032,22.438738171219,17.5419718875947,31.0946764653739,31.3626371514291,24.0708095206804,21.2591,22.9683,3443.74,5209.15
"ADY4",15.4470239460973,12.4741685362282,22.9254256764881,12.0451440276071,21.4265609209528,12.3168251800119,9.99387342981321,8.93768006041771,22.8460250197207,9.57688367834982,9.30897302236632,9.79026018315341,10.7379448454793,10.1223299177572,10.0926567701289,9.69816061161251,12.8759421479902,13.1662765330592,15.4262017567976,15.0280297873287,14.3638179763749,19.3785,19.7918,14.5333,17.4761
"AEP1",11.4652561402055,14.6661189312454,9.5981817821352,22.2456471839344,27.148787873136,23.6366362326916,25.272359611256,22.2129093962765,26.0646470414692,12.2963329408897,16.5474519741737,13.3026195793743,25.1720092939362,26.7237714945318,29.7808457667124,61.5178019190966,44.2161720670667,41.0874774096752,23.6492067583069,22.3314425580267,21.2141885127578,33.231,32.3272,43.8262,48.1523
"AEP2",26.0819493638579,27.7588529615413,16.8192645185248,21.5327169072913,36.6871548790636,27.5616000624144,22.2924494364793,21.1009601436221,32.5282692467299,12.4030658680596,15.8019684051801,13.8236766599828,22.0126741633854,23.4207024571097,27.8923830102604,31.6322937799233,23.3787849394863,19.614327891381,29.6037992126089,34.0142003923682,30.4924338753577,27.4684,26.6859,33.157,33.0887
"AEP3",9.35267747118095,9.75082810532168,12.6753805184832,16.6011662898616,25.5822687031644,14.5952314240697,9.59350970300441,10.2056063721319,23.2939246400856,7.25268512397872,8.21057978670514,6.76883607225202,12.4657448138299,11.7811909521338,14.8141260197735,21.5456514360173,17.632298627695,14.384909424948,11.455125734523,13.6232848735095,11.6737545684374,21.6754,23.064,27.2886,22.6803
"AFG1",103.419229919353,99.3012085285184,91.8928335520227,55.2740110272049,64.2934475699598,64.1652672413838,57.0529882412378,62.8923568808957,68.3954325332657,63.1406045530151,61.5496976523905,64.9098575736672,78.0315258874235,77.9510752051338,82.1458732854824,60.175253609373,59.3505951915942,59.1442314569107,92.8464880995026,87.4817474671544,80.7146164403588,82.6657,84.2124,173.687,132.003
"AFG2",26.909918394508,27.7884358697281,22.6870056851734,31.6817488599577,48.4227234282268,28.2074109506633,31.3284264823592,33.9345904479559,46.5300143747817,31.9931501454987,31.8616324604528,31.36930580023,35.1284414457158,33.67166983944,37.2876970429165,33.0962254475588,35.0383052162174,35.8406177446527,35.1277349375858,33.5770063328187,34.319086809078,39.4807,29.4254,16.2181,8.79218
"AFG3",444.225671048248,468.784882243075,313.845584381017,345.980399398392,292.11956348219,290.055492882663,291.743113183897,274.339826835584,243.904624087304,381.932240876093,450.105950664386,417.329108685952,278.863146210693,266.847277868387,303.386862691729,236.30242085285,205.504646879438,218.283146917914,413.085939213327,424.813867268896,438.000431649672,45.6135,36.6683,79.0762,44.0165
"AFI1",10.0866291633889,10.9879976432508,12.8155068272022,9.6458717993202,12.6195171396666,14.4908267196131,12.9964415809415,13.9037362976105,13.2274420215409,8.17156040740277,10.6562687697895,9.7555875188189,14.5769305096862,14.3915649411621,17.0523631966993,22.1211427151769,16.3146347238675,13.8743162260134,13.9904905303863,14.6149261464305,14.7136990300928,7.37741,6.93225,6.7342,6.84132
"AFT1",106.142355308797,115.378471786362,41.6929480625821,57.3362780736096,72.500863199614,81.1709611994985,92.1379842819687,96.372958479772,75.5221248270955,81.646728790642,96.3419665702722,93.4984119007453,105.498629495928,109.248607199615,121.081431305772,94.2589239941415,93.921072035667,87.6155856563578,133.268695696653,133.135851177034,134.601213485309,22.6907,19.8102,44.1367,37.7632
"AGA2",0.837675381791078,1.8532761048344,3.78621857405927,33.8837101192028,5.11437134187805,1.31622705777798,2.74057767880492,2.45094223435031,7.33364121512161,1.2336730998586,0.8707089512359,0.535730765797137,1.06636489307975,0.845645457635043,1.35685048622261,68.600657186569,67.7426758498241,70.6551349633214,1.35862433054975,0.738904712937251,2.11357171509778,545.955,340.022,231.347,175.012
"AGC1",41.4993752877123,43.9584086620369,6.77802480153606,13.6634697748514,14.071951609055,53.5365384334091,68.7157782688949,59.0196923128421,17.6195334216419,100.187091439845,100.27032249935,93.3468271155326,79.7620770292947,82.3419447087333,78.5021817585396,21.3134701411221,20.040817850717,20.1786554892295,103.947837715189,107.923676985282,103.042646644415,25.7036,24.4481,36.2225,25.4475
"AGE2",131.898969491187,134.792742410545,102.951737403465,165.813155820933,153.463105077228,131.203906259415,162.281349694949,152.687865623276,160.297579305036,151.433373007643,155.612015378691,141.734270726205,173.817477572,173.447923685645,165.140011260676,167.632021058335,175.34015944394,184.381876209085,155.902141930584,155.059154009882,148.231829618857,103.661,117.502,138.08,128.258
"AGP1",27.8325561776374,27.1145120836166,34.3013646539118,18.3677500205263,29.9676237274159,24.6775097653911,10.9576018188643,13.9420150467167,27.4526045769617,11.7665281397167,11.8443346510904,12.5438781412526,16.9651875193277,16.3767524965714,17.5380307978647,22.9432675441142,32.6515811304788,33.626692194734,26.7190930772415,28.4442765800494,28.993458684221,135.466,196.436,264.009,353.678
"AGP2",246.498673143264,258.426716845714,167.454121479985,186.398591654998,196.455789169891,120.138352750946,81.8228532740166,81.1039066639558,221.309944654904,210.397339575885,237.980587444612,235.149279087275,125.328169394061,121.254027095897,132.899393457364,89.4966154902396,119.173159656171,113.250700765369,173.035904321406,162.999021016172,144.11676953719,20.0947,16.975,104.067,105.51
"AGX1",411.585740184625,410.353294296041,359.951303438618,193.009812982142,121.871609174054,678.157206108466,513.637935888004,439.372684965419,99.7462026018242,575.879637540704,567.001972638893,545.004972922021,524.528291829764,557.907182729336,495.252560883965,44.8000000528731,73.296349922496,70.6968818032178,784.87186404742,821.963179310741,772.416082250771,12.9618,16.535,91.0956,74.7497
"AHA1",192.251115412412,178.437814055136,523.937552099574,166.305041636218,201.484392645257,216.695869809748,236.142668423307,232.866519891206,256.627529560364,218.858592452693,185.726356965121,195.744657836333,279.656029237874,277.590692674591,271.323996722951,230.768132503758,118.946440776542,92.6297974462633,205.149778735178,210.167705631331,197.951420774678,173.509,186.368,236.51,156.411
"AHC1",98.8603911106769,96.4435130871057,65.3152009122547,79.6208233977656,113.902433332405,67.250385820489,76.6880946963833,78.1076590999534,128.736054766995,74.6913310107375,66.4631618862798,69.2784469243982,96.5481161747602,99.0962953381276,89.9806111916044,82.140260578655,89.7244227763002,101.406150191287,120.603731143742,124.707670682941,125.212438027056,46.1745,34.1536,123.294,83.2968
"AHC2",266.417511557887,280.959444374255,195.054727778162,313.649080055134,292.629523423115,183.635716639944,182.334273337232,150.447311287488,300.376559532468,165.160691667035,143.128512207764,139.015084635333,184.046161875357,180.605708452056,172.754441949807,221.554184025975,210.778728152568,219.410550965101,202.959406572476,214.461259471777,205.639403817355,590.551,566.591,1583.23,1251.86
"AHP1",1112.48710954326,1137.38279959723,764.438840212801,835.985419128159,772.508492581729,2912.23823683168,1769.63937033985,1540.44602890369,785.823763325382,1718.45018554291,1284.88087070636,1247.89500523722,1444.38575903369,1593.39501758622,1426.84401762807,1922.44491712431,2324.38063413235,2853.25617205142,1306.65028998303,1231.13086860854,1297.31860724355,5269.8,7090.76,2783.13,1236.05
"AIM1",191.675909643601,172.969079066962,164.782817071014,131.568754033645,109.396125047807,108.769518394185,119.27470680364,110.594328212314,125.592513333049,95.5873160886819,92.3684965959192,80.5459560054999,100.599067420117,103.720253738629,101.999760464299,109.988787160023,78.7739851964615,54.1297088929993,109.598977698961,108.900097855611,108.153608864743,81.3141,74.1981,144.078,75.6926
"AIM10",77.5403625827678,86.4408935382586,19.3127811451323,43.1637842180555,30.2472908369178,70.0669802930984,97.6314248692135,81.5027095176347,27.3800213098663,69.7584030179104,81.6388227489185,69.3074988764431,79.9650516255586,78.1287548803072,83.3035324405983,39.2962908840097,31.4496021742171,36.9618856771603,97.1060878704239,97.5472017480683,92.1024611573677,41.2813,39.2105,44.0932,38.5494
"AIM11",108.759076321206,116.012723301353,47.2475818012807,95.4387303815498,91.8216965645555,71.9908369563364,77.3820436314791,66.9716062761964,109.518273342944,50.0541251343904,51.6664549575321,39.1254073925476,56.3229145238994,54.826911549472,56.2315139401744,44.5709459664536,44.7814140823336,33.3437594224735,88.4605782271107,87.112629895801,87.2245468564428,111.134,118.182,123.006,113.615
"AIM14",28.2327628677734,29.0707852155992,55.3106577611686,62.1422429023917,66.7265947558614,37.3147921760068,45.697663673484,48.7146666709173,58.1833597318353,26.0174896541547,31.2188620973462,30.9804851815553,43.104890645146,40.951988506876,45.089049750745,55.8145212275337,55.8380789423306,55.7852578044086,29.5095441014057,29.5175868677693,26.9693948191989,18.1715,19.2105,45.8781,34.605
"AIM17",303.505602366259,322.985833542651,270.655325826608,244.266360564197,97.2870505195682,148.533556416514,171.384061316237,153.245901438366,91.3778971873111,186.325595364963,170.354206309304,168.603831148292,158.097910032175,158.410790063972,145.539924543279,83.3314033248132,84.8297759656036,61.4547014873268,142.337269221986,136.295336509822,117.13125844918,341.266,313.74,1407.31,1747.2
"AIM18",187.404983048482,182.898474137829,296.658550883427,243.211930335375,293.192227396048,140.901596954827,169.521011520189,144.938054022495,282.349949770538,170.029384251139,173.903512639862,164.363297448132,149.653127686111,146.971579946199,152.946013062136,235.53316779121,225.283648992274,237.760720194764,167.92320524364,190.81829608205,187.076655224349,32.9394,30.573,76.0514,87.8071
"AIM19",353.339164847329,325.948292321997,27.0232070775995,66.2921862429174,43.9270760307573,182.900067927255,301.198754554647,267.519752864304,50.3507924347672,261.769141742622,189.473839171116,173.103151064452,253.233650709793,296.502906616878,231.661736668551,43.5219180076408,68.6676566914674,82.4833659321894,502.701941307679,448.756107941913,530.175680568918,123.285,128.283,231.935,198.942
"AIM2",233.287097271192,227.124823737549,575.546434992299,589.414932077789,493.533814193195,1538.10553512795,590.893004149049,582.552301465343,478.239572131977,629.337878607439,609.934191331745,610.785275120758,659.503653928275,649.995060141417,629.843941516012,661.149827018113,720.679004486433,750.84248958507,687.833580695444,683.945329477819,678.574126111636,61.1274,65.2701,102.684,101.134
"AIM21",33.2918501773873,34.7800032417931,2.87327544765635,5.90454896150993,4.68245644501823,26.4584256705831,45.4033509348352,37.3183353924325,7.30076082947275,41.9659898977476,39.3756886392747,30.376791916588,40.8459612122711,41.9793358656786,36.8600706908923,11.6118859169702,12.5037535763426,15.612422940031,22.7627105191378,20.8691020722808,16.8097685389789,75.4089,62.981,116.761,89.1828
"AIM22",28.4101043430735,27.3311660736821,24.9523331683865,42.3859476099716,44.2605149030092,33.3776902591393,28.5258788879293,26.9254684153878,43.596470138135,23.2551856640571,24.8852118600713,20.7010136864175,25.9665210082473,25.6052095727636,26.8611508839743,39.6373733539942,30.7537934805378,28.3636771219246,38.5884204750057,40.5469319863054,36.5984237219343,24.0392,24.7574,41.6501,42.1862
