"","GSM3713845_Galaxy26","GSM3713845_Galaxy513","GSM3713845_Galaxy518","GSM3713845_Galaxy523","GSM3713846_Galaxy528","GSM3713846_Galaxy533","GSM3713846_Galaxy538","GSM3713846_Galaxy543","GSM3713846_Galaxy548","GSM3713846_Galaxy553","GSM3713846_Galaxy558","GSM3713847_Galaxy563","GSM3713847_Galaxy568","GSM3713847_Galaxy573","GSM3713847_Galaxy578","GSM3713847_Galaxy583","GSM3713848_Galaxy227","GSM3713848_Galaxy232","GSM3713848_Galaxy237","GSM3713849_Galaxy242","GSM3713849_Galaxy247","GSM3713849_Galaxy252","GSM3713849_Galaxy257","GSM3713849_Galaxy262","GSM3713849_Galaxy267","GSM3713849_Galaxy272","GSM3713849_Galaxy277","GSM3713850_Galaxy282","GSM3713850_Galaxy287","GSM3713850_Galaxy292","GSM3713850_Galaxy297","GSM3713850_Galaxy302"
"TOF1",9.57371,8.86243,9.90552,11.4233,5.01316,4.77229,6.42216,6.24397,6.24701,7.29785,5.47484,6.09599,4.61163,5.36879,6.91135,3.27345,20.8003,18.3088,27.0545,21.3917,23.1644,24.1801,22.7672,20.2022,19.7873,19.2705,31.2629,23.8623,20.4172,19.0001,18.6272,16.4558
"AVT2",22.2743,20.8352,22.1328,21.1427,22.1632,22.1757,14.1671,18.5254,18.2247,19.3189,14.2778,8.87334,10.7395,9.32098,15.4687,3.20868,3.40302,3.3977,2.60941,4.678,5.21179,4.61981,2.96662,2.92366,5.81533,7.51424,0,4.50648,5.19421,5.20333,6.92581,10.2508
"SEC2",26.0591,24.8482,27.0485,24.0484,30.4193,26.9295,28.495,28.59,29.4756,28.1725,28.3327,17.7624,17.9432,18.8739,21.6414,23.2276,26.0994,20.7164,20.5519,9.42646,10.8396,10.769,11.2529,11.2662,11.6047,11.5723,8.11057,20.9431,19.0107,14.9346,16.2298,21.8966
"BNI1",19.8504,20.3637,19.0922,19.8382,22.4464,22.7006,20.2924,21.2846,22.3179,23.0512,28.3857,21.5275,22.9129,20.6474,22.6318,21.7878,20.8193,19.4194,19.8151,15.5097,14.0116,13.9425,12.3595,13.2892,14.1998,13.4768,15.4614,19.9231,20.1274,18.9175,19.2919,19.0704
"CAN1",47.2475,52.5438,58.461,62.5176,56.7651,55.8276,55.996,52.2388,53.3365,54.2489,62.0296,42.4547,40.5179,40.5662,38.5265,41.272,126.411,128.598,135.937,264.349,271.667,261.227,241.461,259.344,245.541,264.29,248.054,395.1,349.792,341.666,335.95,343.517
"LYP1",275.206,278.725,266.423,270.036,400.821,359.806,344.631,339.488,345.102,355.082,325.623,217.077,237.986,243.607,227.44,242.614,265.171,272.436,302.986,233.797,232.573,217.375,237.369,233.167,224.858,233.498,242.003,302.339,265.233,276.537,266.436,231.059
"PIK1",37.4793,34.3054,38.1021,37.2554,36.4629,38.1437,37.7101,40.1351,34.7111,34.4463,34.3929,32.9247,32.0721,32.6063,31.5869,26.252,35.4214,36.9712,34.9873,29.8596,26.3477,27.0916,26.5839,26.7411,25.0058,29.6254,20.3119,32.8264,32.9585,28.9209,26.2485,39.1352
"TAM41",38.4071,37.3072,40.5726,32.0905,45.5356,33.0612,30.2027,39.2489,35.7463,38.5999,64.3244,29.4061,31.5129,36.3976,27.4574,17.9653,38.9782,45.1165,41.8825,34.8734,30.7293,35.331,35.586,33.1179,32.7025,39.382,27.2399,56.4151,44.9948,46.7447,45.6411,44.1725
"IST1",113.826,100.9,98.2556,102.773,160.81,134.55,120.772,124.484,116.824,128.837,126.987,163.304,173.624,158.246,164.909,197.335,24.1817,30.3761,11.4259,35.2531,31.0891,42.4343,30.0147,31.2334,26.0808,26.8746,32.2121,29.4526,30.2456,31.1657,28.7732,36.0537
"TFC4",16.1686,16.3918,17.0131,15.126,14.3257,13.4143,14.5991,17.0481,16.9587,16.3985,22.5477,8.33631,11.209,9.43369,10.4859,12.4254,7.96632,6.27656,8.26974,3.0567,3.23716,3.93929,3.56111,4.44353,5.37972,3.83143,4.43227,5.60373,4.21144,5.38168,3.8623,12.0629
"UFD1",54.4224,71.1103,68.291,62.4366,83.9698,77.7472,85.4639,77.8486,78.9909,74.561,81.5708,80.3298,78.2856,79.8763,72.9285,79.0526,90.3455,78.2247,94.0749,78.2849,62.4837,85.0432,74.2658,78.5206,89.3493,75.74,64.3641,90.4465,71.0203,74.734,65.888,45.2908
"KLMA_10113",47.7016,43.5513,45.1997,47.8827,42.9209,38.885,42.5593,43.2134,37.8871,39.767,52.4502,37.5548,44.4265,36.8734,42.2481,45.6846,47.8811,49.5897,49.4235,54.4838,46.7559,52.2386,52.3579,56.9055,46.8748,54.7127,46.5503,45.5368,44.0449,45.4382,46.2598,44.9185
"PDR17",18.2848,18.3145,23.129,25.0417,28.3854,22.1875,20.902,22.6441,30.0272,23.122,26.4685,30.9751,18.673,25.0529,21.7171,12.7116,36.4785,38.142,32.7377,30.2392,31.3687,39.2428,29.905,29.4564,30.3216,31.3809,32.2591,26.7338,34.5163,28.7596,32.7483,19.6013
"CWC23",16.6695,15.1704,13.696,10.7446,18.647,20.435,24.8739,21.7386,21.2864,22.3151,9.56587,18.8005,11.5459,21.7354,19.7114,15.8181,19.9777,23.9616,21.7143,30.5489,38.5902,27.8886,32.0653,22.0228,31.0662,36.9555,29.3458,44.0609,31.3146,26.5807,40.9294,42.8156
"YIF1",83.4753,76.9103,85.9421,86.2926,99.5162,71.8256,62.3736,74.2859,66.225,71.7662,66.7879,62.2317,55.2228,61.9813,45.327,54.1434,21.893,20.5238,21.6588,32.48,32.0701,23.4622,20.3269,29.3089,27.9451,25.2343,28.6052,35.5989,32.9083,22.8913,24.5528,16.7041
"POL2",6.51999,7.23062,7.43618,7.43737,3.23118,3.84121,4.0636,4.42928,4.232,4.54963,5.85648,2.69948,2.90162,3.02856,2.58581,1.82796,5.90871,6.15791,4.55375,5.74305,3.81401,4.00194,5.33502,4.73492,4.98441,5.03506,4.22291,6.00855,5.14166,5.14796,7.00662,5.6735
"ORC5",54.552,54.2509,48.618,51.3766,59.5296,56.3211,52.4064,56.876,52.7683,44.3881,36.9107,34.5979,48.1645,34.3087,45.1966,31.5568,44.6673,36.6845,40.7687,29.612,30.8689,35.1013,34.3337,29.8074,34.7788,29.8048,15.9516,34.4087,42.4065,47.2865,35.6534,33.6182
"KLMA_10119",18.2325,24.4346,21.2672,17.8041,19.1948,25.4032,22.1762,23.8592,23.0263,22.3492,29.7002,30.7868,15.9433,22.0103,28.079,24.8036,36.5762,41.0568,44.0205,44.3082,47.7376,45.13,44.0033,41.7574,35.6891,50.3677,25.7217,44.7909,37.26,41.1838,40.6708,37.8997
"KLMA_10120",26.2647,30.4411,22.9092,25.4481,43.9851,28.1934,32.3677,39.6814,37.6796,32.653,10.6706,40.997,36.7423,40.9823,45.4489,49.1426,70.9034,59.3253,69.3137,51.4965,54.8216,45.9517,56.7238,45.6604,48.0999,43.3187,47.4543,50.5089,29.6815,41.1883,40.2982,31.2196
"ATX1",1104.94,1059.13,1387.72,1014.04,2759.87,2059.17,1643.79,1824.98,1757.19,1728.49,2611.97,1514.26,1638.62,1655.83,1506.46,1806.21,6913.37,6469.78,6248.07,8829.77,7942.27,7597.66,7409.31,7903.12,7482.18,7545.12,9368.14,14748.2,5270.38,5715.71,5738.2,5507.79
"DSL1",43.7202,40.8013,44.8705,41.3718,75.0359,60.1935,60.2046,60.8845,55.4147,62.4873,57.856,41.5019,47.4403,47.1759,46.4372,51.9183,37.4432,39.1818,45.4633,45.436,41.6451,38.6965,44.2216,44.8766,40.259,39.6354,40.6431,58.6468,44.8074,44.7521,44.5593,55.1507
"SIP3",38.2003,38.7809,36.894,39.753,53.467,50.3768,53.6534,56.6214,54.3972,54.8574,59.1595,33.5172,36.3674,37.0761,32.3101,37.3208,10.8486,13.2446,15.6134,14.756,10.6371,12.8537,14.8246,12.4029,11.7716,13.6012,8.60612,22.1844,23.0347,19.7353,17.8562,29.2349
"TGL2",42.9418,43.2941,42.4395,44.0588,94.669,90.6009,87.8869,87.5875,90.6783,84.0053,100.583,79.1393,78.7166,73.8741,70.2463,73.9207,74.0175,75.5361,74.7632,62.2869,50.5845,59.4835,62.033,69.817,56.5916,46.0678,52.3914,97.8169,66.0048,77.5073,65.2795,58.4938
"COQ6",53.0765,53.286,57.6366,58.2442,52.2673,54.4305,48.4279,49.4669,51.6475,50.1504,51.443,36.0433,38.0639,44.0961,39.9298,33.1791,61.2083,70.2961,60.4245,52.9782,49.3294,45.2345,49.5248,49.6675,45.5667,44.2,49.2917,63.9997,49.6037,45.1626,56.6237,57.9943
"FOL1",28.9202,25.9382,33.252,29.8662,17.6769,20.2694,18.1258,20.2963,21.0399,20.9797,17.7409,18.3756,18.917,17.0436,17.1477,17.5926,20.1184,20.0969,21.3281,16.7824,12.0347,15.1447,13.9187,14.0755,14.2353,15.1678,20.9784,20.4292,20.5915,18.9526,20.2493,24.1736
"GIS2",1197.12,1189.24,1134.56,1166.84,1246.88,1015.92,1011.57,975.251,902.478,949.985,1091.49,807.459,892.187,895.027,872.244,934.355,837.99,804.204,806.061,637.153,640.849,625.12,607.395,623.011,604.435,654.205,670.184,641.64,475.557,434.206,472.431,335.294
"RTC4",14.038,14.0253,13.3552,19.1995,24.4178,23.7018,18.0243,23.152,19.6973,23.9601,10.2683,16.9548,17.822,19.1686,15.1238,13.2668,82.1893,68.3003,89.7873,29.7459,33.268,34.0994,33.9258,35.4575,37.0953,27.0202,44.3614,70.4854,68.7252,58.6594,51.7487,62.8943
"TEX1",38.8201,46.0076,39.1548,50.7123,39.5692,34.3283,31.6459,29.0256,36.9993,34.7338,39.4834,24.657,25.7643,20.2246,23.5424,27.4799,39.5272,28.5029,27.8182,27.0239,24.1449,19.843,20.7755,21.9892,26.8953,22.6615,23.6413,35.6344,31.0054,26.3979,31.0464,24.5969
"MRPL17",76.7248,75.7205,82.1802,88.8101,103.978,72.5843,72.8856,69.5612,64.5492,78.0415,112.522,88.217,81.2214,64.9665,79.6837,90.7128,127.241,125.699,103.124,77.8068,71.6681,80.0153,71.642,72.5141,69.359,72.9009,67.425,96.8014,98.9131,77.7745,75.0699,72.9885
"NRD1",97.3318,98.8806,96.4445,99.2147,105.982,84.7936,86.4936,78.3653,80.9293,80.9176,87.3353,58.3625,51.983,56.3987,49.9699,55.0586,39.5356,42.6418,37.8576,27.2876,22.8773,29.1216,25.8282,26.1136,28.6017,29.3149,29.7445,72.5756,60.879,59.9005,58.8866,24.1316
"RAD50",10.9976,12.438,9.61322,12.24,15.6874,14.2375,14.7667,13.6977,15.4871,15.2463,10.4702,14.2055,13.3468,13.706,14.3336,13.9831,16.3796,18.4368,17.7398,13.8657,15.7321,14.1088,14.0901,15.6673,12.115,14.4483,12.731,14.9824,14.203,13.0577,12.6665,20.0977
"MPA43",36.8099,38.7569,35.9351,47.5558,48.1366,54.5108,43.9276,45.9673,45.2272,46.7855,40.9897,44.6367,41.2798,41.5953,36.536,51.8081,32.36,33.0606,33.8692,29.6061,25.4965,21.7969,25.1943,24.129,19.9215,22.8382,28.022,36.3183,28.1821,31.7363,29.9152,34.4553
"RPA49",82.7744,79.8009,83.0816,72.7281,25.4778,33.3046,35.5568,36.8417,32.4782,37.8998,43.8997,26.9778,24.129,25.9419,28.2103,19.7541,80.9484,69.7316,83.2732,73.0849,70.9866,76.0283,81.1431,74.8653,72.0611,77.3002,85.8248,108.666,91.2066,80.4975,89.053,76.2602
"KLMA_10135",24.9541,23.7832,28.5763,22.3433,47.528,30.2816,27.4084,37.0955,33.5301,27.6999,25.5519,25.2059,20.2462,33.1641,33.2751,4.77317,92.4089,74.4839,79.5986,76.5604,117.028,84.6523,133.655,109.33,115.725,95.4615,91.5655,124.117,85.1869,65.9955,70.9946,172.788
"KLMA_10136",62.8764,50.9965,56.2325,58.3484,54.1041,65.5405,63.2006,61.5362,60.2099,63.4857,64.9199,51.4562,48.4962,54.6401,48.9793,40.574,39.2953,44.458,30.4321,41.3291,35.0153,41.474,36.3617,37.3436,40.6816,39.3838,28.1612,53.2653,46.9307,45.6381,42.6488,31.3398
"KLMA_10137",87.4661,74.8077,77.6057,81.2429,67.1843,54.6515,61.1043,59.3355,60.8742,61.7566,44.4782,50.2826,49.9397,52.9617,55.3008,42.7912,60.3215,59.1384,56.7474,49.4457,53.8015,52.3636,46.3092,46.9239,53.6089,54.3877,51.1143,72.8052,58.8501,62.5522,61.4833,71.512
"VPS75",123.193,140.713,135.001,127.71,152.525,138.606,122.642,130.663,135.537,136.116,182.909,96.6598,89.8301,104.595,96.4934,124.736,207.956,212.402,209.101,163.559,169.576,174.181,154.053,157.508,136.827,150.021,176.062,188.583,140.512,148.102,148.637,87.5972
"CWC25",33.1627,39.9441,24.3864,23.7974,54.7172,61.6118,43.7042,56.2787,48.471,49.405,56.5061,24.148,22.4158,24.6309,19.9862,31.1677,69.1645,87.6408,54.2762,30.0136,17.491,33.45,24.923,22.5759,13.9295,31.5115,25.1572,52.1124,33.7085,42.8102,29.9793,40.2494
"SUI1",788.99,780.631,728.476,828.49,1525.56,770.867,865.273,903.814,843.111,917.612,1210.24,905.678,979.333,925.983,1010.15,689.206,841.606,952.29,1012.75,699.274,916.555,850.047,775.724,876.931,784.234,850.443,945.799,1497.01,913.806,791.426,855.56,1095.19
"SLA2",103.074,99.066,103.818,95.7192,115.607,136.181,128.473,129.402,119.903,127.969,105.263,88.4831,78.3303,84.7109,88.9201,68.9139,25.7351,18.7407,28.0359,12.0981,13.1241,10.4509,11.789,12.8089,10.7701,10.0315,15.3294,18.1568,21.8978,22.2529,21.3892,10.5572
"LAA1",14.2625,12.0512,14.7151,11.5918,13.3242,14.9359,12.3083,11.7157,13.1662,11.0884,7.14845,8.91776,11.6561,8.01426,8.13044,9.1361,2.09099,3.13348,2.13174,4.24089,3.97939,3.61328,3.07848,5.37125,4.81911,4.58597,3.24612,9.24619,9.80715,7.53716,7.0718,11.7981
"KLMA_10145",60.9064,58.3191,67.391,60.2596,73.4751,75.248,78.5543,76.3422,78.904,73.0155,97.7926,64.8346,53.9581,69.8292,55.8311,67.866,30.9189,39.6085,33.9176,44.5326,46.3884,44.3572,46.1053,41.1805,43.6553,43.2868,45.0826,65.6351,70.5538,73.4473,66.1128,69.6547
"KLMA_10146",23.5408,22.5881,23.6114,25.3178,32.8578,35.7505,29.1174,33.6074,31.3749,31.4059,29.5235,35.2391,32.9791,31.4608,34.0669,25.8886,49.2084,45.3386,47.9421,43.2377,37.6108,37.4833,37.7884,35.4235,40.5128,40.8071,48.8884,49.0506,41.6441,37.6337,41.5934,44.096
"KLMA_10147",41.7711,43.4513,31.6514,37.752,59.1769,36.838,57.1425,33.6266,38.7989,54.3488,35.8669,62.0616,58.8622,57.37,49.832,56.6104,39.2512,7.83606,21.26,10.2027,18.7717,21.6475,1.96972,17.5411,9.67748,7.40116,9.15236,5.26044,12.7048,6.38854,9.58622,0
"KLMA_10148",49.1225,56.7223,50.4122,58.5417,129.519,100.878,97.1169,103.421,95.1696,102.22,103.643,54.9169,60.3168,62.9739,58.8871,57.1494,35.947,41.2291,46.8487,32.2639,33.7037,34.1261,37.1708,30.6383,35.4628,33.6739,30.9003,78.7814,63.1634,69.6395,54.3088,54.7445
"RCY1",33.5142,30.3071,28.6683,28.3674,51.9922,40.4968,45.5319,40.236,37.2576,42.8593,60.3801,35.0922,32.2539,37.3971,34.7277,36.2478,11.0318,9.92933,7.50691,19.2655,16.858,14.3869,16.7969,14.6967,11.4246,14.6915,16.3425,19.9551,16.9053,14.6897,17.2394,28.0257
"KLMA_10150",18.9076,16.5675,21.4653,20.3706,23.5448,26.1705,30.3431,29.5797,24.8218,28.5146,37.9833,31.15,31.2808,25.1004,24.2247,28.3927,13.356,14.1814,16.1903,11.9888,11.8519,11.2821,14.1006,12.7324,12.7195,14.2435,14.4526,13.2418,19.0113,19.0361,14.6596,29.7445
"ECM25",26.1649,23.8776,27.6037,22.8365,20.676,15.2316,20.3828,15.8025,17.7108,16.3028,6.78496,11.1187,10.3756,11.6868,11.0967,11.2631,3.99267,7.36692,5.22213,4.28441,6.14234,3.48569,3.24128,4.52713,3.44918,3.77948,0,5.6047,5.50951,5.51375,3.90321,3.38411
"BUD5",18.43,17.6001,14.4908,13.8915,16.1503,15.2883,13.7155,15.1041,14.0186,14.0972,15.2122,9.82109,9.20321,10.1049,8.41381,7.36753,5.05324,5.77815,6.02039,4.61464,4.33258,4.10797,5.23395,3.65208,4.61188,3.7662,6.07869,7.65606,7.75618,8.49721,8.39723,12.1685
"ACO2a",164.183,156.37,156.751,163.152,202.893,194.2,192.883,197.47,193.933,192.407,235.008,125.891,117.982,130.569,120.812,126.006,21.3219,18.9471,19.1812,13.0698,13.6108,12.7912,12.0827,11.6965,11.3417,14.115,9.90958,17.4405,16.1581,16.2793,16.5949,18.8248
"PHO87",37.4241,33.0383,39.1344,35.5191,40.7688,40.9937,45.4582,37.5075,32.8958,39.3687,24.0425,23.315,26.22,28.625,23.1607,28.8834,72.7008,70.7905,78.4153,49.0504,46.1215,48.1021,49.0629,44.6776,46.933,50.8485,48.5129,100.362,96.7871,94.0681,90.3274,86.2405
"UBP12",22.9988,23.1926,21.9352,24.8459,14.6855,17.2317,15.4436,15.9033,15.1546,16.3924,11.9839,13.0409,15.1624,12.2183,13.7975,14.6116,7.54063,8.54978,5.36706,7.53222,6.36909,5.45513,5.61416,8.17549,5.51679,5.75706,4.69596,11.3239,12.3322,13.0071,10.7254,8.39449
"RBK1",57.6262,52.1783,56.0725,60.5875,60.6595,56.1715,44.1105,51.3202,49.5852,57.8637,35.7418,40.0707,45.792,43.8391,35.8505,33.2306,33.2645,27.4195,36.6211,30.2964,30.1464,30.5853,32.9279,31.7913,33.3672,28.6841,24.5946,51.1488,34.3926,23.6874,29.9536,39.1955
"RRP43",45.4908,39.9442,39.3327,45.6894,31.6212,23.8047,23.8721,27.9015,29.1205,24.7056,19.2992,18.0315,24.6163,25.218,22.7179,24.426,54.1804,49.5747,56.0651,28.5934,22.5332,30.0268,29.4827,27.4609,33.3917,24.6491,34.9803,36.1074,34.5452,30.721,32.0025,28.5265
"SNT1",37.4546,38.4827,37.3161,38.2674,33.6549,36.475,36.9107,36.2141,37.2502,37.2659,38.9694,26.134,24.1282,28.3454,26.8465,26.4486,50.0443,51.572,53.8206,27.3491,23.7694,23.9147,27.1409,25.4699,23.8268,24.2757,33.3471,60.2197,57.3721,51.4899,56.7388,55.1309
"CDC6",10.6583,9.33492,14.5043,9.63983,5.68119,6.6218,4.14042,3.69917,5.24196,5.26642,11.762,5.09118,4.59019,4.29535,5.14174,1.8744,9.7322,10.6369,11.2131,10.2301,7.22806,7.01421,9.06075,9.44586,9.98667,11.0564,14.5566,7.49383,7.60776,7.13691,8.10204,18.2603
"VPS60",57.3691,60.7027,61.819,62.9291,87.1151,81.4442,65.5901,73.5311,69.9388,76.3287,52.0576,117.317,110.192,111.98,90.4362,91.9512,45.0554,52.059,63.1527,41.4976,30.4199,45.1683,43.9825,47.7331,40.2966,31.2283,44.934,42.9154,32.4631,41.3623,42.6305,65.6894
"COQ3",46.275,40.4969,49.5162,57.1316,35.3507,48.874,48.4633,50.0061,41.3615,52.0585,68.0306,36.2109,47.8338,45.525,40.0204,29.2939,27.5585,30.0155,31.3753,25.1603,27.996,24.81,26.7974,24.6583,30.1747,31.2705,23.9052,36.5503,33.5444,34.0712,40.0727,34.5955
"VPS72",12.8505,13.4425,16.6096,14.4555,25.0146,21.0255,17.4595,18.9067,21.4874,17.2051,19.8426,19.7647,16.7954,17.9377,17.676,21.1092,24.6563,20.2516,21.5759,15.4749,14.1891,15.0499,15.3047,15.089,13.4574,18.0811,12.7748,22.2527,18.973,20.4334,22.1367,27.6318
"HMI1",18.3292,15.9953,14.8564,20.629,17.927,13.1586,16.4631,19.2032,16.5333,18.9146,19.224,13.6722,10.875,10.4781,12.5425,11.3536,5.97829,5.73015,4.69598,4.15451,3.0576,2.97019,5.30454,4.31505,5.6736,4.09045,6.42965,9.19229,7.30697,5.37969,5.5667,14.2803
"VPS52",42.2022,34.9122,35.282,38.4346,33.0876,34.5559,38.1847,39.4965,39.2861,35.8775,54.1719,27.4845,25.9508,34.5165,25.0835,21.3076,8.19505,7.60924,9.79922,7.31838,5.80454,4.42564,8.93669,5.49103,7.12113,6.24635,12.9829,6.12572,13.544,13.3343,8.40232,17.2053
"RFC4",40.6582,48.3864,41.3975,37.4114,44.4248,43.1578,42.4417,46.0195,40.7765,36.5264,23.812,37.7963,36.1051,39.3085,44.7853,28.2093,18.8117,14.1329,10.8374,10.6468,9.55513,10.0206,8.9965,6.61863,10.47,11.0008,10.4896,8.49962,8.97989,9.93176,8.49021,0
"TRM10",47.1073,42.3175,45.5693,47.5906,60.9421,41.3703,45.1205,47.7991,43.0285,53.3332,46.7552,50.8453,37.3157,36.9463,41.6184,43.6712,48.514,56.7906,59.4821,41.667,41.4524,36.636,44.3089,38.4477,45.1701,33.4835,44.0079,42.2183,38.4697,41.2504,35.7628,40.6161
"KLMA_10169",104.85,105.943,98.0542,111.981,206.242,195.208,160.692,170.827,168.433,168.943,189.897,116.22,105.211,105.51,93.8889,117.681,13.9908,9.71376,3.72163,11.9403,11.7598,9.95353,10.631,10.4664,7.53276,9.93469,10.9542,19.1108,17.2795,14.3924,15.3094,14.2417
"KLMA_10170",31.5641,24.2628,28.587,27.4801,56.1346,46.1351,51.1941,55.2245,53.3391,57.0289,61.3518,49.0449,44.7508,50.7199,48.8429,52.1458,2.93545,6.39609,4.90559,6.33293,5.25915,5.25906,5.56227,4.96876,7.20649,3.77306,4.67175,3.78226,4.75043,4.54051,5.61795,3.19587
"KLMA_10171",19.8241,22.6687,22.3955,21.8548,19.9553,26.0034,21.9592,23.5884,23.1405,25.1175,19.8557,19.0044,18.7487,18.4956,15.4694,13.0003,26.1845,24.143,21.2183,19.7269,17.6277,15.1616,18.8392,20.5028,17.1174,17.7575,22.1286,28.1867,21.9405,24.4036,22.749,29.0111
"MPS1",20.167,20.0774,21.3439,18.9855,18.44,18.0751,15.1725,14.6872,18.5194,17.9521,12.7694,10.7556,12.5672,12.8654,15.4585,14.0383,18.4812,16.883,17.071,12.0055,9.22337,9.00498,12.6574,10.441,8.05098,9.41,9.52132,15.8807,13.3284,13.334,13.1887,21.665
"ARP2",224.634,233.242,221.915,246.923,196.653,184.605,189.4,171.692,181.833,170.866,189.949,163.539,191.907,180.89,164.407,191.858,98.678,98.8321,79.4898,100.365,106.925,89.0157,103.608,86.9933,96.1059,96.9416,109.504,106.892,111.895,107.686,102.469,66.4044
"KLMA_10174",29.3719,27.7026,28.0436,28.679,45.0249,40.7671,44.5656,39.654,48.5341,40.9126,40.2695,38.0703,37.7041,35.3282,39.7227,28.8978,87.3915,74.1041,104.082,99.1917,87.2913,94.7817,91.4524,93.4246,87.4902,88.5156,85.2099,99.9152,95.9638,98.3115,80.3429,77.8163
"APM4",39.6362,33.4265,38.8732,38.7103,36.2791,36.6244,31.6905,32.9811,33.4664,37.0583,27.5406,29.6059,29.7803,32.3933,27.0983,29.2712,38.5502,41.6613,47.6246,26.9467,29.7766,26.7636,24.514,31.8194,28.4083,23.9809,26.6157,43.329,44.5723,37.3897,37.6379,52.8243
"PRS5",71.6632,64.2138,70.8014,63.2043,44.3874,42.6952,42.5862,41.5912,41.3958,40.8768,42.2001,35.1386,43.1045,33.8897,38.6522,31.1332,119.231,138.01,135.467,139.529,136.466,125.662,135.202,118.742,118.178,122.09,115.283,102.8,97.7795,93.7653,96.8191,98.3934
"RTK1",33.0404,35.0529,40.6694,36.7582,34.7759,27.65,33.8748,34.9914,33.8104,33.8328,24.8712,24.3249,22.0849,26.42,23.1856,22.3463,56.1924,50.7675,51.1347,39.464,33.2461,37.3255,32.0581,38.8857,37.3637,37.5843,24.4837,58.0366,54.1412,55.7818,55.4324,34.3181
"MAM3",37.9516,44.0423,45.6766,43.4738,46.8898,49.9511,51.4051,50.2025,52.0163,52.9299,41.5273,25.6157,29.2657,32.5568,29.8862,36.248,114.611,116.63,116.703,64.8407,67.0025,61.9485,62.4718,72.75,69.7919,67.3321,70.6176,108.386,106.714,105.367,108.026,108.4
"GPD1",491.402,450.502,459.515,445.608,568.893,516.633,503.345,519.385,523.662,526.446,480.858,413.19,399.662,441.223,382.085,423.178,916.367,970.992,917.795,704.299,729.479,721.765,740.557,754.611,749.226,708.751,712.459,1328.6,1300.6,1284.86,1309.14,1401.21
"ARG1",121.708,117.565,121.913,124.492,458.018,372.183,414.642,383.605,399.278,410.259,457.198,297.057,299.307,293.642,300.451,295.11,27.012,28.5753,27.5953,26.8432,26.2504,25.7022,29.8276,29.8401,25.0274,25.2345,20.9895,32.6804,24.5505,29.1784,29.4413,30.6303
"KLMA_10181",62.9867,59.8706,61.1924,62.4587,66.5474,61.5411,65.3585,57.6749,63.2034,70.4318,72.0747,50.4044,55.9672,60.4147,54.8843,56.9552,64.4207,67.6315,55.1144,42.2585,39.6924,41.7219,41.3997,45.9493,48.0505,42.4746,45.2676,52.9657,50.2088,54.1399,58.9897,57.3628
"GPM3",177.025,180.115,172.565,178.463,159.248,176.272,168.701,157.694,161.648,171.585,145.392,144.441,158.962,138.021,147.851,130.215,258.955,254.124,249.261,226.082,199.509,193.104,202.579,220.795,201.724,209.411,204.847,236.807,226.158,226.822,231.094,211.2
"RPN4",57.6429,61.1575,62.0525,60.5126,87.9012,76.4948,83.7296,81.9652,83.7169,81.5382,90.6209,43.1215,45.8613,45.4906,45.7734,48.0054,82.1989,89.1621,86.9603,32.1329,41.3867,40.0922,41.4883,39.6774,40.5265,43.5599,35.8175,109.51,106.303,97.4222,102.294,132.19
"och1",21.1183,22.2654,14.7281,20.3971,20.7564,23.49,20.2693,26.2657,27.9102,20.6539,33.5529,13.1227,18.0345,19.2387,13.6788,22.7074,14.224,21.839,28.3354,19.2899,22.2714,24.7,16.4724,24.8063,20.0795,24.0853,21.9806,20.6546,25.6082,25.3128,26.4985,17.0778
"OSH2",80.5214,82.1153,80.5433,81.5046,83.4104,79.7878,87.7947,84.775,84.4739,89.1796,88.5554,81.7753,74.1251,82.439,78.4077,60.1764,65.787,67.8646,62.4123,37.4011,38.6239,37.691,39.5025,40.9969,41.6541,45.0186,50.1663,65.6432,62.972,59.216,63.4759,66.5445
"YAT1",11.367,13.0305,12.6794,10.3794,24.4658,23.3872,22.12,21.9036,20.8576,21.4149,20.3999,18.7865,19.3648,23.8355,19.5888,26.8108,42.5755,39.8078,44.7547,44.3343,44.8782,36.9677,41.9728,37.9631,41.0224,38.1761,30.2835,53.0075,47.8182,48.3431,47.6466,57.1184
"CDC15",12.5212,12.2862,15.9977,16.3685,17.9135,20.6614,18.7412,19.695,18.9175,16.3289,34.3935,12.2789,11.1158,16.4044,11.5544,12.7572,7.71879,6.84573,7.17086,7.65736,8.39708,7.74954,6.91864,8.39586,8.87973,8.44392,5.78978,17.7905,13.6524,14.0979,11.7138,11.019
"KIN3",67.6157,73.1799,66.4092,73.457,89.4669,81.5493,80.1724,78.574,87.3559,70.1549,73.6087,66.4421,78.8057,78.6585,65.6879,74.5603,133.616,125.714,130.789,90.0349,96.6786,98.2657,92.3546,91.3188,82.6362,90.7682,104.492,111.607,105.867,104.585,89.0691,67.9736
"ADE1",134.609,124.804,113.548,136.997,88.8324,67.0782,65.9972,59.9447,59.6317,62.3985,89.1763,71.9136,60.3591,68.2399,66.9115,70.0525,73.9702,82.9794,75.0695,46.3094,42.4901,43.1344,44.4729,46.0258,47.2141,41.4055,46.4098,63.9305,40.1562,49.5823,43.5145,36.4865
