"","GSM3714420_Galaxy259","GSM3714420_Galaxy264","GSM3714420_Galaxy269","GSM3714420_Galaxy274","GSM3714420_Galaxy279","GSM3714420_Galaxy284","GSM3714420_Galaxy294","GSM3714420_Galaxy374","GSM3714420_Galaxy379","GSM3714420_Galaxy384","GSM3714420_Galaxy389","GSM3714420_Galaxy394","GSM3714420_Galaxy400","GSM3714421_Galaxy415","GSM3714421_Galaxy420","GSM3714421_Galaxy430","GSM3714421_Galaxy531","GSM3714421_Galaxy536","GSM3714421_Galaxy541","GSM3714422_Galaxy451","GSM3714422_Galaxy456","GSM3714422_Galaxy461","GSM3714423_Galaxy466","GSM3714423_Galaxy471","GSM3714423_Galaxy476","GSM3714423_Galaxy481","GSM3714424_Galaxy486","GSM3714424_Galaxy491","GSM3714424_Galaxy496","GSM3714424_Galaxy501","GSM3714424_Galaxy506","GSM3714424_Galaxy511","GSM3714425_Galaxy516","GSM3714425_Galaxy521","GSM3714425_Galaxy526"
"Means",175.99015546865,175.818039358521,175.511449004823,174.551160154341,171.360373713826,172.157977747588,172.677034364148,173.951024944534,174.312841403537,174.408969184084,173.624946136656,176.09367884164,172.85936243328,172.808260786174,172.261065136656,173.116925088424,172.101247639068,171.543339807074,171.052210787781,177.630561307878,178.105108926849,179.031622734727,185.623398334405,190.132605349678,190.470961103698,190.492896815916,183.818848480707,183.083600075563,184.039303343248,187.9908902291,188.855650204984,187.977842592444,229.612106675241,229.259050118167,228.773595803859
"Sum",219107.743558469,218893.459001359,218511.754011005,217316.194392154,213343.665273714,214336.682295748,214982.907783364,216569.026055945,217019.487547404,217139.166634184,216163.057940137,219236.630157842,215209.906229433,215146.284678786,214465.026095137,215530.571735088,214266.053310639,213571.458059807,212960.002430788,221150.048828308,221740.860613927,222894.370304735,231101.130926334,236715.09366035,237136.346574104,237163.656535816,228854.466358481,227939.082094076,229128.932662343,234048.658335229,235125.284505205,234032.414027592,285867.072810675,285427.517397118,284823.126775804
