"","k_1","k_2","k_3","aa.1","aa.2","aa.3","bb_2","bb_3","bb_1","ab_1","ab_2","ab_3","bba_1","bba_2","bba_3","aab_1","aab_2","aab_3","f_1","f_2","f_3","s_1_NR_A_FPKM","s_2_NR_B_FPKM","s_3_CR_A_FPKM","s_4_CR_B_FPKM","GSM3714420_Galaxy259","GSM3714420_Galaxy264","GSM3714420_Galaxy269","GSM3714420_Galaxy274","GSM3714420_Galaxy279","GSM3714420_Galaxy284","GSM3714420_Galaxy294","GSM3714420_Galaxy374","GSM3714420_Galaxy379","GSM3714420_Galaxy384","GSM3714420_Galaxy389","GSM3714420_Galaxy394","GSM3714420_Galaxy400","GSM3714421_Galaxy415","GSM3714421_Galaxy420","GSM3714421_Galaxy430","GSM3714421_Galaxy531","GSM3714421_Galaxy536","GSM3714421_Galaxy541","GSM3714422_Galaxy451","GSM3714422_Galaxy456","GSM3714422_Galaxy461","GSM3714423_Galaxy466","GSM3714423_Galaxy471","GSM3714423_Galaxy476","GSM3714423_Galaxy481","GSM3714424_Galaxy486","GSM3714424_Galaxy491","GSM3714424_Galaxy496","GSM3714424_Galaxy501","GSM3714424_Galaxy506","GSM3714424_Galaxy511","GSM3714425_Galaxy516","GSM3714425_Galaxy521","GSM3714425_Galaxy526","GSM3713845_Galaxy26","GSM3713845_Galaxy513","GSM3713845_Galaxy518","GSM3713845_Galaxy523","GSM3713846_Galaxy528","GSM3713846_Galaxy533","GSM3713846_Galaxy538","GSM3713846_Galaxy543","GSM3713846_Galaxy548","GSM3713846_Galaxy553","GSM3713846_Galaxy558","GSM3713847_Galaxy563","GSM3713847_Galaxy568","GSM3713847_Galaxy573","GSM3713847_Galaxy578","GSM3713847_Galaxy583","GSM3713848_Galaxy227","GSM3713848_Galaxy232","GSM3713848_Galaxy237","GSM3713849_Galaxy242","GSM3713849_Galaxy247","GSM3713849_Galaxy252","GSM3713849_Galaxy257","GSM3713849_Galaxy262","GSM3713849_Galaxy267","GSM3713849_Galaxy272","GSM3713849_Galaxy277","GSM3713850_Galaxy282","GSM3713850_Galaxy287","GSM3713850_Galaxy292","GSM3713850_Galaxy297","GSM3713850_Galaxy302"
"AAH1",21.840635971472,19.5164321661428,11.3661153250462,15.3914865211384,19.7502201856544,91.1390364971905,33.4756715782305,31.2912072032209,17.8954682569614,16.4251606158917,15.3962976321208,22.0371107837936,38.6099073574003,31.589294884751,39.4165547874022,53.644984393161,32.8944225082152,33.4659832574885,18.2510194445547,18.6584647503619,13.9330450270435,367.856,258.567,72.5378,57.0027,18.5465,16.6738,16.1861,16.5576,14.4941,14.1763,15.6131,13.073,13.361,9.76445,12.668,13.8249,19.2749,41.4181,47.963,61.2076,38.1021,49.221,50.8831,18.4693,19.1597,14.8196,488.508,457.153,472.801,497.987,597.958,570.612,586.974,525.782,508.826,551.3,901.6,919.383,916.505,30.9864,32.3737,27.4711,34.4845,12.0299,8.82455,11.5958,9.36752,8.25849,14.7048,4.01718,7.01966,12.2658,5.98308,7.79595,1.93063,117.646,140.301,120.29,125.361,90.8071,105.978,113.433,118.123,112.36,117.943,134.936,136.067,86.5938,105.235,92.916,124.361
"AAT1",50.1508680374554,50.8777584476631,13.8567809808821,37.8975344200072,38.4569377873638,28.1029326436126,41.5714448299175,46.0778209205749,37.9729119486241,33.0460542051686,30.4615645474427,30.6181557325337,40.6714621959438,39.7070347989665,41.6753221210823,53.704252070339,42.2127640502958,32.0022773437603,24.056540202759,23.0007488458535,20.7212865934313,14.4096,13.0848,30.2193,50.3683,44.4196,46.926,45.5576,52.8057,44.9029,49.1207,53.8946,38.5558,39.9231,39.8563,41.4372,62.856,47.1015,48.4673,61.3315,53.7437,53.0762,57.2684,55.136,55.0613,53.2879,50.6371,22.8341,23.639,22.2517,18.2134,22.7378,29.3804,20.8861,25.6229,24.2749,22.1984,20.7317,25.2496,25.0009,19.4109,17.2205,16.8809,18.262,43.7858,35.2963,36.6045,37.2323,34.5905,31.435,34.8678,26.1924,34.705,35.8724,32.9942,44.5428,22.1941,15.6274,23.0351,28.6422,24.318,26.8755,22.8772,21.7908,24.8802,26.2312,16.4399,19.8073,19.7452,18.8435,18.8368,8.83787
"AAT2",146.964127214568,151.531545874687,87.1069439412696,91.4888272902568,102.145918075889,98.1634893373371,139.31523877585,125.87895261825,128.034672886451,108.629009761615,103.24060681492,86.7075063936873,118.747991439197,116.944602621063,112.304817761801,135.86938758223,116.356133004424,103.120002490403,77.6391061434724,79.625205083417,72.5005812091165,285.287,288.294,336.802,175.914,312.685,303.994,322.881,314.197,315.316,320.852,307.472,318.682,337.292,333.86,321.733,319.262,323.827,388.395,380.103,325.202,392.384,382.154,386.396,458.122,462.789,450.941,167.793,166.535,176.161,173.79,169.424,181.807,157.7,168.32,188.485,195.218,129.183,142.843,134.83,82.2053,85.3641,79.5535,76.4935,179.147,155.105,162.885,171.201,157.631,178.237,141.801,96.2113,112.855,104.74,91.8671,112.868,58.1722,57.3747,44.2377,46.8026,53.1558,54.8987,48.8206,49.8459,51.4688,46.2966,49.4982,46.8602,49.3949,51.2035,52.7455,67.8127
"ABD1",66.1199969390612,66.5778642206462,53.8499416224253,45.3252683598553,63.5165161764321,50.8678198951489,57.5905810124585,54.7169916092403,57.7568903317852,45.674047014879,48.4585223095306,44.3192808218554,59.2930559121764,58.3732368882649,61.7666322676002,65.6739225685972,51.7455513794653,45.717150728355,46.1461558802729,45.3263817109446,43.5197279141866,87.8469,83.5266,59.6876,77.9978,38.7023,38.703,37.6321,36.8705,36.5557,39.3299,36.2826,37.31,38.4716,35.2386,34.9602,28.7883,35.1839,39.029,35.5039,53.0064,36.4502,33.003,37.6693,38.306,35.9319,40.6427,36.771,28.435,24.7848,31.8486,24.2355,34.4611,28.9888,25.6621,27.1173,24.2703,29.5832,27.8496,32.5512,52.9052,44.4809,42.83,38.8762,46.2062,49.3219,49.7884,52.2374,50.524,44.3098,62.4648,42.4785,50.2933,50.1095,55.2694,50.0534,57.0577,57.0677,64.2834,54.0161,51.5095,50.3434,53.4359,52.8147,58.9858,55.4091,62.8066,68.4607,58.8711,51.1626,62.2387,93.5853
"ABF1",87.5510063018412,107.611005527862,66.0264825087466,121.686369505083,115.341882817035,132.690066962853,79.4432121836779,86.6482098813991,111.924522325726,48.9449631663298,55.6635961452463,48.7151920302442,74.1279540254506,65.7756642762818,73.1808212627139,51.2381392111806,69.4527220186002,84.1048901124006,96.0287890184092,111.334024082142,109.718143968451,55.1197,30.8424,58.9728,24.8705,21.4085,19.5734,24.5944,21.2109,20.4543,22.2467,20.1216,21.594,25.0246,23.1253,24.5138,24.6525,24.1003,22.4194,22.2462,27.6858,21.9441,19.9333,18.8305,25.3026,25.3879,24.913,22.2195,28.1309,24.4586,28.3397,24.5452,18.6488,18.5028,24.9274,22.5443,17.9584,28.833,31.2396,25.7293,26.6626,24.7427,22.2124,26.561,25.9222,26.5698,22.754,23.2252,21.6211,20.9485,23.5324,20.6657,20.5927,18.2602,19.8049,26.9982,30.1612,23.447,30.9423,22.5764,22.9162,23.0909,26.1749,21.3203,22.6976,23.6803,27.877,28.4376,27.3978,25.7758,31.501,28.2626
"ABF2",658.448300411925,597.152920100884,625.868193353468,862.925417720055,772.859293892404,720.736685799701,715.283358732585,683.190628084371,775.836234475452,847.048734635679,669.24045309964,691.694099641863,830.654966329274,774.821726879941,724.537638191769,576.625155370537,749.463020105139,806.838324061916,690.972488321854,716.221270137486,656.901851089397,898.525,978.223,696.558,831.197,428.244,417.795,440.671,397.216,384.407,419.055,377.405,390.97,379.692,390.474,418.42,388.308,415.238,352.606,352.764,355.922,336.919,356.22,346.607,374.186,389.981,383.764,247.097,279.761,255.022,239.772,199.556,245.7,212.358,191.636,187.022,231.67,375.38,358.451,405.114,564.88,564.078,562.314,611.359,565.653,539.785,451.7,462.931,456.331,500.291,731.258,543.463,597.023,554.242,560.958,668.554,948.223,1145.67,967.111,727.465,733.296,678.431,752.021,712.115,694.085,667.294,686.096,833.738,535.152,624.115,599.392,546.086
"ABP1",86.5738713105956,93.0295181603257,98.6264828604695,113.475759859725,94.0746997518335,96.5619383977107,165.558175476967,136.714182259181,94.1336789049161,138.319317026053,149.615724850402,123.887427826389,151.77414767541,158.452081945793,151.241778425296,125.979330461057,130.054964945228,148.08641841506,110.649025173356,106.493930034915,100.409830696986,400.945,325.342,275.338,199.001,130.427,125.693,128.774,125.721,122.305,136.572,129.693,134.351,146.453,153.201,148.236,152.377,120.973,123.93,113.248,138.116,111.99,105.073,105.559,112.931,112.51,108.403,75.1489,74.1446,70.7417,75.3964,47.439,51.848,49.2066,46.3586,47.5147,51.1465,71.2067,67.236,61.8194,131.554,120.784,135.547,133.915,141.448,142.979,133.749,140.189,144.421,143.749,138.888,154.199,157.957,138.123,143.23,163.133,128.638,126.889,110.275,62.3624,54.3127,55.6115,56.9847,68.6669,64.0225,61.8505,49.4677,71.995,72.2895,64.5294,72.3624,67.0406
"ABZ1",19.0916417721651,20.2472055626487,14.4983927415329,17.2623061601398,19.0317317681501,19.0057849841063,17.5353155075602,15.6502570410863,17.0330238590175,23.3724800249997,26.075938341371,22.7796266932276,14.1958996215719,14.0475339174736,14.0788573228538,14.7646957298991,13.7538141390407,13.2144849955279,10.4054773519338,10.2405397808573,8.20681163846773,52.8811,42.4855,84.3373,48.7762,13.4052,15.0442,13.4528,13.4192,16.1096,12.4941,12.5923,19.3301,13.1824,13.6323,15.5391,21.3917,13.7953,14.8976,16.0883,13.6003,17.5873,16.2213,12.9448,14.7945,19.3344,13.9789,59.3526,64.8118,63.1021,67.8863,62.6817,67.5154,67.0303,70.9975,63.7219,64.4976,80.224,78.1272,79.454,8.48138,9.29244,8.54144,10.3902,4.79526,7.91468,7.78092,9.06651,7.79594,7.40468,10.6689,8.25759,5.99899,5.93452,5.17107,6.70731,17.9152,16.5885,19.8038,8.42032,9.15493,10.1312,9.49156,12.9913,9.47304,9.87854,10.3618,9.49053,12.234,14.3087,13.6471,4.64182
"ABZ2",80.6248171600911,75.9577204612518,54.4094602418942,62.2465165885198,65.8021769840194,47.0161530154371,66.7657023226969,62.7321207662583,68.4724447124623,65.2220416861087,56.8866325356621,55.8388149294652,56.5062187086144,59.8216435415991,54.1195584655326,49.7112552284623,65.9422961318441,71.0834650587844,63.3109165434139,68.0023794955965,72.5882814434018,40.8623,43.155,46.6673,35.8888,23.6789,30.1811,27.0531,23.2673,26.3173,23.5415,25.8922,20.4195,20.2886,23.6103,22.7448,25.1988,20.0728,29.4612,23.4225,28.583,27.5846,22.6014,24.8832,30.5074,28.9205,25.4648,43.3555,36.9214,39.1153,37.9839,38.5264,40.9392,41.8722,35.4399,34.8514,50.0546,42.4783,40.597,51.2406,17.6057,16.4374,14.1374,16.0361,30.3329,26.3619,28.4356,23.1822,27.8644,25.3041,40.3785,20.5609,25.1338,28.1719,24.4651,26.1591,82.7531,74.0247,83.4145,69.5401,65.2852,62.1774,57.0677,68.9166,62.0168,70.3733,75.5757,52.2024,64.1113,65.4261,61.6826,54.2131
"ACB1",83.3209361792926,73.8629753613636,66.1127748392737,61.2361310806243,61.11789480992,64.0141152256127,66.7773318398181,47.3763173719238,49.0135217004602,29.1407997718045,17.9486389916713,19.7786853064221,25.7409925218535,30.4966778432582,29.1984566655715,42.6439161743378,41.4472153483095,53.9665298009939,112.62154381184,129.0147909935,127.882791130688,6158.17,5533.79,5418.09,3550.01,1713.98,1863.86,1956.28,1736.53,1731.78,1655.83,1920.46,1694.91,1685.69,1606.3,1840.82,2325.96,1782.04,1694.05,1682.44,1749.63,1534.3,1701.04,1637.11,1306.32,1274.84,1318.98,756.288,780.797,724.114,827.471,823.484,784.23,862.849,637.966,746.94,832.213,978.271,1009.04,1131.74,968.537,887.548,1149.22,1122.94,2804.27,1469.77,1106.64,1048.38,1231.73,1228.36,1487.59,1704.13,1858.62,1681.82,1868.27,1511.5,791.247,940.182,958.129,1307.03,1101.19,1021.49,1093.2,1132.25,1068.59,992.681,1268.32,883.642,527.18,504.872,527.7,620.884
"ACC1",227.982028135943,225.541199771696,116.423164674188,129.050302354288,138.200966905587,72.5514449545716,131.705995558004,154.974935800767,129.425766245428,158.558036802651,176.507119657858,192.969270857731,144.363179133865,151.06126354072,138.138369782393,153.625625693107,149.798139848103,142.937421729659,101.983743491887,92.08553486432,84.5179138396854,357.32,344.091,261.074,220.498,136.304,132.605,135.122,135.434,131.641,135.53,135.125,126.94,131.531,127.852,135.808,135.246,130.722,122.07,115.839,131.195,120.95,117.501,114.906,125.346,124.354,125.221,172.016,172.868,167.153,169.923,150.26,132.062,138.488,140.59,139.481,131.532,147.927,150.76,151.731,176.852,177.686,174.775,178.445,123.292,140.403,134.108,139.175,138.596,141.984,134.884,163.979,160.926,162.46,158.917,152.151,125.248,126.061,127.881,131.195,132.865,134.718,134.31,129.553,132.036,133.659,138.532,158.89,164.63,165.538,162.94,176.474
"ACF2",31.0308515050827,28.8988244989397,24.822562586083,30.3129838474021,28.3623588901715,18.2720923110153,35.1499249098522,35.0372852209341,29.0707949256134,45.3487583000551,36.5246441541039,36.9690601787046,35.1632492978283,35.9520490706283,33.5778072592685,26.8605822021341,31.1376711800497,33.4059771114308,26.5287724227197,25.5909693695608,22.6048175995005,23.2686,19.3541,20.9492,25.8489,14.6748,12.6505,14.7847,15.8105,11.5512,13.5658,12.0882,12.6918,11.0128,12.1729,14.4049,17.5767,13.7792,16.0276,17.6659,12.3177,18.2225,15.7674,13.2728,15.4273,15.1278,18.3222,33.3708,36.1228,36.337,32.6258,37.4552,40.4772,36.831,33.3064,36.0574,35.8154,40.431,37.418,50.2511,26.3613,27.777,26.1376,27.6251,27.1788,24.726,28.6623,27.4869,23.427,28.0148,33.3958,21.3635,24.182,21.1502,23.826,26.3935,17.9913,16.6437,18.904,22.4506,22.9737,23.0036,20.6034,23.2098,21.4528,21.12,23.3626,25.8687,29.9917,26.9097,28.1571,18.242
"ACH1",1076.56687227018,1166.53179206007,1841.77808353567,1660.63605394105,1322.00662866784,639.256992661911,1536.01631986538,1325.69040040338,1200.4447871238,1641.90355380879,1918.55596520644,1828.76323357676,1294.93106718275,1298.53682509897,1456.58659443032,1042.04253714351,1180.64107374881,1274.35212379209,2019.92101886911,1953.45067828399,1493.80386120277,54.9567,51.2882,499.96,273.612,16.1513,18.1956,17.6966,17.4126,16.8926,13.2949,17.5129,18.8283,22.7608,17.3332,15.6125,23.1137,15.9739,27.5694,26.9521,25.1336,27.6246,24.1776,24.9397,22.4516,24.8719,26.229,166.617,156.741,155.398,137.133,142.639,148.55,134.135,135.646,130.694,127.773,144.609,151.012,147.973,328.134,314.103,303.254,351.642,243.516,273.954,248.171,246.558,241.355,254.746,238.709,188.892,175.865,183.393,177.954,201.427,573.565,584.662,588.548,415.944,373.61,382.806,386.713,365.158,363.591,380.559,379.121,561.297,567.074,565.339,594.1,576.696
"ACN9",336.147480480774,301.978019473897,228.892346632035,209.555131429557,271.04589092037,166.722047551013,255.221666479335,232.620213565664,285.007659271255,208.593667339226,196.790625367385,188.903208353071,236.604660732567,238.73716554508,242.122166778387,208.018451991236,151.161531960175,150.807249218371,157.32794312636,163.851919977834,157.159720662627,82.5732,80.8213,225.9,169.042,73.3577,80.4005,57.8674,83.8148,68.3827,51.3844,62.2052,68.1725,64.6186,88.2002,82.6164,119.293,82.3433,34.9961,61.8388,81.1363,61.9321,46.9059,66.7112,59.2625,47.877,62.2814,81.9858,90.6085,88.862,126.984,127.532,104.14,112.794,122.192,119.926,138.929,119.836,77.7114,140.77,80.2189,59.9672,73.364,62.1712,72.4807,50.5638,58.5897,56.74,45.5511,49.5658,40.369,41.8108,26.2097,48.4265,43.1725,24.5577,84.7637,74.8484,66.4759,69.7819,71.6794,39.7014,44.1754,51.7594,37.1533,48.98,68.4435,121.089,69.358,67.7702,67.6019,104.779
"ACP1",437.95227963714,434.950409938299,433.730738061307,390.217431162959,384.465646962632,387.186376539283,501.351002764801,392.222361994733,374.884746702608,403.711393754447,373.679396483054,339.412614302097,361.594037207129,396.336227942271,369.513008538778,411.22816905718,347.407890779871,319.707788965559,399.184169568374,345.503667587958,354.710547738178,245.13,220.525,744.77,766.211,366.463,344.699,349.268,335.958,344.189,323.724,344.282,317.332,269.976,313.802,320.402,270.96,310.846,468.624,458.386,459.579,495.392,442.08,449.685,480.856,427.035,470.293,581.831,669.612,611.253,562.512,571.574,712.63,590.729,700.48,578.373,573.986,587.477,540.135,454.368,345.614,326.942,323.56,365.047,354.208,297.654,259.584,258.58,243.592,263.19,467.447,385.015,327.321,392.034,358.239,356.223,330.183,298.795,348.229,278.381,220.231,222.691,230.92,233.743,236.875,225.598,182.493,358.212,186.841,218.339,220.023,284.326
"ACS1",2899.83548207252,2948.5179069179,479.246373862597,404.20600198693,401.072622537454,203.024772912736,113.583545332649,130.846180400661,398.406327927471,386.521733104099,384.811797879655,512.199653927071,113.589431787041,107.461697570501,122.451764996775,405.906352724134,413.361428442861,412.010051900278,-16.1794450558917,-35.8609910758482,-56.2725234764825,23.0447,21.3035,535.54,481.581,8.64367,7.69388,5.69409,5.87091,8.47237,6.74743,6.5549,7.88213,8.14905,8.24774,7.86175,4.47212,8.36664,6.35202,6.89508,0,8.85631,6.38432,5.94685,7.53088,7.37063,6.58483,83.2939,78.5643,75.6774,78.9159,75.2518,65.9281,69.9439,71.2461,73.4667,70.6034,45.9742,50.9199,49.5881,5.42999,5.30007,4.64217,4.66397,8.05915,6.01019,8.26185,6.08272,4.37285,5.16919,10.1041,5.62469,6.69603,7.77252,4.67016,7.78998,12.252,8.0327,11.2345,6.81689,8.77784,9.98687,8.68038,7.72558,7.70549,8.63172,7.56606,10.3799,11.7956,9.718,10.0717,5.14563
"ACS2",396.786000552172,465.099936896591,286.100245090429,332.984113672761,309.773442008558,149.202173072109,446.882695456146,434.44029755216,319.263112681714,585.779429570479,543.13011069247,504.226646022254,550.777961050005,584.010902239554,585.841760850318,501.136568690418,536.158401263153,547.473091973322,435.639566416601,377.830677736073,212.520003186628,342.665,379.839,176.578,102.406,532.093,524.869,539.705,520.173,501.561,539.475,539.431,550.41,549.255,536.564,541.247,551.947,539.403,505.87,509.636,523.278,497.365,511.631,494.658,375.26,381.921,364.919,359.207,374.362,362.322,374.364,303.728,290.333,294.978,300.594,306.964,305.121,154.284,166.91,168.577,546.949,543.186,556.887,547.583,551.181,547.545,532.447,532.024,521.549,554.051,576.537,400.842,403.3,408.522,387.34,384.119,1446.79,1479.43,1499.33,898.85,911.555,916,929.354,908.815,893.951,958.985,885.341,1122.89,1127.72,1152.38,1163.82,1056.98
"ADA2",62.1582217144342,57.6037993533173,36.5253596782306,56.440860891773,71.9934855568768,49.5187832802412,62.6601148403722,68.6497660371137,75.0551594031103,47.9721315982218,51.8908252937309,52.7537948724086,64.52516116656,62.0661246699162,67.8857900950293,52.1404443944636,49.9530160339031,48.3697614749573,39.7800941981912,37.9702917348027,36.0477245191895,37.662,31.6432,49.9092,45.9258,3.31206,3.62074,3.32485,4.44694,4.80504,4.71259,4.2583,3.41046,1.97651,5.42915,2.55138,2.63147,3.46915,3.2019,2.97558,0,4.02824,3.24443,5.1254,6.27435,3.97228,4.55941,4.45797,5.16033,4.69451,2.68819,4.65843,4.65477,5.06488,5.13433,7.12029,3.45773,5.21677,7.05898,4.82953,89.5379,83.4074,82.3042,104.56,106.179,88.6708,85.0786,78.2342,80.7037,82.2787,81.7971,69.4919,64.1273,70.3811,71.2122,65.1823,80.1751,101.489,90.6917,59.1778,52.9779,47.9058,46.6256,54.4702,47.1558,55.4931,43.7784,87.9886,68.7515,69.9642,69.6122,80.6152
"ADD66",66.9266690455276,58.7155797326717,55.6005529430177,62.4651588235629,53.0480920854475,53.2460593200926,69.6855841155698,64.6404167629309,60.0783180637288,58.7691420667026,56.3310790647977,55.9641725129808,63.0907038234366,63.6782564277922,60.3007025717173,68.6877858008952,61.6882984216344,60.278663402477,52.0601861641242,51.2063659243903,48.0081938548601,143.692,150.54,108.415,132.65,35.9323,36.0934,36.231,40.6456,33.0727,38.6282,38.7846,43.6006,35.5017,40.673,43.4954,33.9893,35.745,47.7225,46.0661,28.2744,39.6442,49.8403,40.198,40.3657,50.4195,47.0968,24.9388,29.3679,27.4328,24.393,18.1307,30.7651,32.1225,17.7596,21.2188,24.759,25.6489,25.1434,25.7969,46.3506,44.4142,42.8007,37.7807,40.0079,53.6747,41.4721,45.7516,49.0009,52.4566,28.226,56.7536,69.4358,60.5536,54.4324,63.0027,77.4612,56.9296,71.4748,66.9974,62.42,72.6202,47.7024,71.1074,64.9789,48.8441,52.4626,49.4422,46.2901,51.3319,50.7697,82.9886
"ADE1",92.518555512121,101.334405222896,14.1248403385935,26.6011283879176,172.74681099556,128.579190203022,186.007404881001,181.591795525733,313.740356846897,172.940404364965,166.825516385264,167.485337563127,196.326607158571,195.748208104135,200.444206189588,230.92532092313,274.141377699259,135.693073862053,144.386866688358,135.7378894137,122.682920662012,1312.81,1324.85,154.202,92.7251,133.693,133.197,141.41,129.171,140.354,130.73,127.846,135.918,131.581,154.3,135.147,129.766,139.763,102.533,106.805,87.6322,100.262,92.0863,107.611,217.375,199.332,195.164,91.0032,94.0361,89.7955,82.6574,84.2386,86.2318,102.184,93.7348,99.6051,91.5909,116.953,132.297,124.758,134.609,124.804,113.548,136.997,88.8324,67.0782,65.9972,59.9447,59.6317,62.3985,89.1763,71.9136,60.3591,68.2399,66.9115,70.0525,73.9702,82.9794,75.0695,46.3094,42.4901,43.1344,44.4729,46.0258,47.2141,41.4055,46.4098,63.9305,40.1562,49.5823,43.5145,36.4865
"ADE17",271.893384408251,300.649323906974,166.066428561962,280.124041313898,273.6168959741,226.716996286587,373.456549036999,352.037205284776,312.264785721192,375.119113961231,359.869233374245,336.342139534178,371.663274180703,391.69423372913,386.265439354088,375.499978159966,377.798321527914,316.078429675634,186.919990915935,172.807446064361,160.480817526348,1080.28,1497.39,79.7604,44.599,298.296,282.766,284.84,293.301,283.164,301.207,283.638,281.978,255.111,272.735,274.336,317.605,291.575,280.737,269.612,278.572,257.56,259.085,260.289,666.224,653.747,650.451,180.421,174.655,183.725,174.865,168.2,159.991,180.256,169.716,167.234,172.676,254.858,241.614,256.508,506.944,508.31,496.344,505.056,466.315,413.228,393.831,402.331,390.244,395.064,349.207,332.723,336.156,350.913,329.862,356.7,292.669,286.926,288.487,127.621,136.499,120.408,129.625,129.115,125.498,127.709,115.731,130.98,132.522,132.898,132.497,130.986
"ADE2",79.2102286700042,73.702622921192,50.9500879987113,51.0341434915576,113.480411546635,77.6661041154164,111.470898523371,112.383071444154,145.96293526516,99.5714064429591,107.895133461584,92.8818823915826,129.143146908267,131.079525145141,129.83178387096,110.990292153918,127.119225403497,66.4703971641405,69.3747465229421,69.1591794993708,56.586786836652,543.575,670.036,92.1161,81.2002,117.164,110.248,109.508,118.698,114.683,118.164,117.766,109.014,103.576,95.9,99.0555,110.938,111.709,89.6905,104.255,81.4549,89.4444,92.1889,93.4815,172.88,177.63,162.208,60.359,66.027,60.6355,61.8841,57.2757,54.1117,50.3611,59.3498,55.6584,52.4865,82.2079,80.5222,81.62,115.284,111.186,128.085,116.367,80.4721,86.1388,83.2077,82.0461,89.1751,85.5226,85.4865,65.4317,69.3128,58.5191,61.7187,54.5637,42.4142,45.6645,43.9922,28.6028,22.292,26.7451,28.7357,27.4989,26.9222,30.3804,30.9435,41.3936,35.5895,33.9703,33.9518,40.64
"ADE3",49.2977509007234,52.9123000052895,82.58040070701,56.6879365034872,88.638228474883,72.9175702708142,126.337850968987,124.159609887395,120.164764644735,119.782738819713,130.757457123447,122.395906883202,132.106572084656,128.777537236305,136.645656997445,138.986603982797,146.954868705191,93.2883353982037,67.5478654234661,62.9644117629987,53.4257595910475,285.664,272.874,181.492,92.3245,313.966,296.617,302.617,302.007,321.365,312.977,319.397,342.276,357.207,357.868,350.098,369.931,307.731,252.928,256.408,258.949,243.176,249.171,243.149,315.05,304.356,302.618,99.4101,93.5692,97.9727,92.1275,96.9824,84.4675,91.0028,86.7617,83.3792,92.3851,81.5412,84.6507,82.1799,74.0987,66.9296,68.5184,72.0529,39.9913,51.3446,57.053,58.8743,60.7553,58.6565,58.2679,45.3731,45.7294,42.5312,41.3382,38.6778,28.56,29.16,32.2481,14.5273,13.1622,16.0252,15.3896,14.9521,15.9546,16.5171,10.5605,7.65349,10.5361,12.2558,14.1305,8.61272
"ADE6",13.752001648488,17.303862061027,18.8843507408707,33.5717647283562,59.642793035374,30.4056524769588,65.1053329809289,67.8124047225351,76.3320222670393,77.226361902807,78.7567522249088,71.9731089283109,73.9582474709747,71.7748849051525,75.6684871396268,71.2048813638815,85.7682560892209,56.5196238522542,56.3177920781972,54.7289460994671,51.3343433178158,163.37,168.7,44.5106,26.4827,49.7524,55.541,52.874,50.6837,57.2149,52.2159,51.846,49.8638,46.6538,48.9176,49.1723,50.6283,50.2934,59.2901,58.3035,57.2082,54.2102,61.2269,56.5679,90.143,93.1962,90.3801,48.0526,48.1055,44.0805,43.5506,45.1079,47.6661,43.0664,39.6449,37.4266,42.4596,64.0639,62.3974,62.4092,101.265,92.7718,97.4822,92.7175,64.151,71.3598,74.0523,76.3901,73.5525,68.3216,69.2322,56.0697,54.651,59.3756,60.1147,59.9746,60.8461,62.6226,57.6446,28.982,37.8036,36.5478,32.0782,34.2735,33.3151,34.3433,35.1191,28.0213,42.45,40.7908,37.1777,29.3418
"ADE8",81.7681841550594,82.8709850103082,56.0480243122901,52.6252796469036,78.7090623062063,58.9731143772787,90.9914711660223,88.4202925894299,94.1266435532148,63.2599666948445,67.3877864027339,58.8368911649843,76.9147423848243,77.8965952216065,83.935117730267,96.5450182234267,87.4056057259267,59.4155545267988,54.7443752076144,52.3446055193197,45.3730074221024,361.636,376.829,290.253,175.903,204.096,196.156,217.9,174.871,232.267,211.281,197.022,230.728,234.382,229.143,240.233,238.862,209.367,159.542,159.546,203.091,158.181,177.221,148.87,199.436,220.127,229.076,91.703,78.6581,96.9949,90.4993,80.5763,89.197,94.1416,91.5022,101.729,76.6154,128.198,127.07,94.5112,65.8181,79.9122,73.7181,59.4123,73.9094,85.7103,78.9332,83.3288,90.7563,87.3285,69.3385,53.3428,63.9329,72.7199,48.2542,60.7188,36.5164,45.7903,29.8018,20.596,16.7122,18.3962,26.4956,22.6031,25.1599,23.8764,20.5142,22.145,13.9761,19.1312,18.3412,10.8449
"ADH1",6193.28622201681,5648.31579873673,7744.01344708711,5649.29752792666,5095.98724998873,4327.74018315405,6730.01223178597,7206.31634543205,5188.80343406808,8761.89858402182,7525.76375639579,8262.78430884992,7825.0657458039,7857.74138445669,7029.48913034763,5345.20929236071,5913.3474601062,6331.60381830755,3762.52878490964,3573.0968536742,3644.56246487472,3239.69,4061.36,5244.78,2234.54,1100.08,1064.82,1089.81,1074.34,1046.42,1046.73,1071.97,1465.05,1461.27,1428.52,1460.85,1437.79,1048.83,1198.37,1157.86,1132.7,1237.37,1198.96,1197.74,1351.45,1384.57,1356.14,1357.45,1413.39,1385.84,1402.04,1535.12,1589.73,1571.55,1556.44,1527.51,1524.93,4359.52,4350.9,4343.1,624.175,596.615,605.297,598.155,864.479,673.955,634.639,625.311,652.753,630.169,629.997,620.85,578.36,605.796,609.643,588.845,1225.62,1289.88,1298.61,1022.21,1073.52,1044.42,1093.75,1069.02,1071.14,1100.43,1137.76,1098.21,939.319,929.399,934.625,916.906
