"","k_1","k_2","k_3","aa.1","aa.2","aa.3","bb_2","bb_3","bb_1","ab_1","ab_2","ab_3","bba_1","bba_2","bba_3","aab_1","aab_2","aab_3","f_1","f_2","f_3","s_1_NR_A_FPKM","s_2_NR_B_FPKM","s_3_CR_A_FPKM","s_4_CR_B_FPKM","GSM3714420_Galaxy259","GSM3714420_Galaxy264","GSM3714420_Galaxy269","GSM3714420_Galaxy274","GSM3714420_Galaxy279","GSM3714420_Galaxy284","GSM3714420_Galaxy294","GSM3714420_Galaxy374","GSM3714420_Galaxy379","GSM3714420_Galaxy384","GSM3714420_Galaxy389","GSM3714420_Galaxy394","GSM3714420_Galaxy400","GSM3714421_Galaxy415","GSM3714421_Galaxy420","GSM3714421_Galaxy430","GSM3714421_Galaxy531","GSM3714421_Galaxy536","GSM3714421_Galaxy541","GSM3714422_Galaxy451","GSM3714422_Galaxy456","GSM3714422_Galaxy461","GSM3714423_Galaxy466","GSM3714423_Galaxy471","GSM3714423_Galaxy476","GSM3714423_Galaxy481","GSM3714424_Galaxy486","GSM3714424_Galaxy491","GSM3714424_Galaxy496","GSM3714424_Galaxy501","GSM3714424_Galaxy506","GSM3714424_Galaxy511","GSM3714425_Galaxy516","GSM3714425_Galaxy521","GSM3714425_Galaxy526","GSM3713845_Galaxy26","GSM3713845_Galaxy513","GSM3713845_Galaxy518","GSM3713845_Galaxy523","GSM3713846_Galaxy528","GSM3713846_Galaxy533","GSM3713846_Galaxy538","GSM3713846_Galaxy543","GSM3713846_Galaxy548","GSM3713846_Galaxy553","GSM3713846_Galaxy558","GSM3713847_Galaxy563","GSM3713847_Galaxy568","GSM3713847_Galaxy573","GSM3713847_Galaxy578","GSM3713847_Galaxy583","GSM3713848_Galaxy227","GSM3713848_Galaxy232","GSM3713848_Galaxy237","GSM3713849_Galaxy242","GSM3713849_Galaxy247","GSM3713849_Galaxy252","GSM3713849_Galaxy257","GSM3713849_Galaxy262","GSM3713849_Galaxy267","GSM3713849_Galaxy272","GSM3713849_Galaxy277","GSM3713850_Galaxy282","GSM3713850_Galaxy287","GSM3713850_Galaxy292","GSM3713850_Galaxy297","GSM3713850_Galaxy302"
"COG7",13.3917262059288,13.7641686146826,13.8238359500369,10.3048536940334,17.2203705570314,28.1482718507808,18.8305487018497,19.2414378337847,15.9355558170638,9.65124323212232,10.1724626184943,8.88909115226157,15.5627341420686,15.1442480105141,16.5668100159785,33.0587693179649,13.5239469335619,9.74192818971831,13.4745985793636,16.6236872463344,13.9551216596761,213.484,262.717,143.933,160.221,49.0913,64.7416,53.6654,61.365,53.6306,53.7957,59.4376,51.4931,52.651,49.2885,54.8256,77.8192,63.5335,46.075,46.6574,37.6967,38.3435,33.5703,35.0458,48.1045,41.7882,46.1483,57.1694,70.488,60.1636,77.0045,63.6766,66.6028,67.2854,78.3749,61.4983,75.9454,104.993,99.031,107.6,26.7624,32.6131,30.5613,21.8781,30.3153,31.0193,35.4454,35.0834,25.6711,35.2617,22.4536,27.6999,27.2695,23.757,35.9461,35.9187,14.2711,18.7341,22.9227,3.62658,5.50296,9.61165,7.09962,9.54426,12.6627,8.45694,0,14.917,5.97688,7.07949,8.68908,0
"COG8",36.0270703654434,37.5256760403098,46.0451487408232,49.0371354312844,40.2081791032532,40.4453776728669,47.6816501930186,52.3750811380246,36.1096669162119,44.4347491202932,46.1343639734719,41.8860696061822,53.5344536905672,51.9689757870159,50.0971248964962,63.1581131970464,42.7802516952832,40.0857384809737,35.0984196507003,35.294020768909,32.2194055987167,280.678,276.639,65.957,96.5782,22.9613,22.9055,26.844,26.566,24.5403,27.7806,26.8793,29.0858,27.1708,24.2068,27.8582,17.8464,28.1174,28.1085,25.6497,14.209,24.1642,25.5967,22.6246,23.821,23.667,20.6796,24.7617,26.7607,20.0503,20.1434,22.7786,20.3382,27.1557,18.2764,17.9784,23.2934,45.3366,46.002,43.9723,53.9787,51.9218,54.8024,45.0341,73.0336,64.8076,59.4292,60.7008,64.034,62.9904,45.5653,39.0463,49.1253,38.8327,38.8208,41.4326,25.9358,29.7824,40.4457,18.5944,13.8479,14.166,12.8914,14.7661,15.0681,15.9208,22.7345,32.977,31.3185,29.5035,29.5034,26.2179
"COP1",62.3127991209645,68.3149680016737,74.9598653266875,110.184735100058,85.9223685303046,77.3954490398803,91.3873894683678,104.284770652019,73.6302612387036,92.1908784408544,101.995019262039,99.6594299329055,112.664387859422,106.032126132207,117.998480943862,110.287064747512,97.0696569719968,96.9548441032451,82.1099269745402,77.8052952238795,74.503462153003,73.2668,75.4412,144.653,94.7344,71.6711,67.4937,69.3704,70.5751,72.4927,70.2022,72.8073,72.5148,70.5698,70.1422,70.6832,79.6963,70.9711,89.002,86.5316,116.004,92.1971,88.0586,89.6298,94.137,90.7144,86.751,58.9339,65.2899,58.3947,60.1419,49.8585,48.5089,51.303,47.6413,46.576,43.1589,46.1781,45.2741,42.2447,112.408,113.047,114.084,115.387,87.9636,106.3,108.144,97.8054,103.002,103.988,96.1809,90.4584,87.4382,82.0561,81.0718,101.32,59.6459,54.6506,53.8184,37.9881,36.4181,37.5777,35.5539,38.99,33.506,33.5588,26.8948,51.6443,47.4198,44.3181,45.1385,58.4965
"COQ1",96.8461915755081,102.510483208285,61.2382136238746,55.1490150334435,64.0959563751828,57.1290954577619,61.4267480159409,56.3853140501759,55.8628558403664,45.6412595323631,50.055242132369,40.2847096701704,53.2283236811398,50.3854882680402,61.5664714811031,73.8696595860402,63.7060991915569,57.8745801581369,66.5806980356352,65.8010794813357,64.0790780009728,41.4108,43.2601,110.76,69.8086,71.7728,75.5828,71.8812,71.393,81.6849,68.2183,78.3227,69.8201,74.209,73.0361,61.4495,64.184,67.3364,81.2395,70.4093,53.4647,77.2196,77.9267,76.1082,99.0858,86.0287,93.1711,134.274,141.931,145.965,143.651,117.292,112.826,119.154,125.238,137.881,129.565,183.895,179.301,173.744,27.5468,34.3591,29.7,32.9493,29.8245,23.5806,27.4775,30.4654,31.3853,23.0121,15.8556,25.8744,24.6257,25.7895,25.051,22.5559,14.143,15.6671,15.2387,15.7214,16.3729,13.8161,14.2912,13.7028,14.0052,13.6491,15.6832,15.3042,15.1824,17.7378,16.4851,13.8896
"COQ10",8.08382934274667,9.36190568237338,7.06700551213562,15.4063664894931,20.4366796984994,25.1492509852567,21.7625497601285,22.7876723200217,20.1812923008335,15.7382536514422,17.459469790851,13.0918460619738,22.132460121251,21.8671067177787,28.0301089700739,39.2922782963352,23.4300881538262,16.7982574348732,21.4088865660338,23.1667127416082,21.288753852793,51.4334,56.9361,37.0607,47.7955,25.4042,24.6262,26.2559,21.3008,23.1876,24.1074,26.2097,21.1539,16.5247,17.4752,21.859,27.8891,26.2262,23.2746,25.9934,41.7302,24.1111,28.5303,37.0896,20.3732,25.1443,29.541,31.5128,24.1801,32.334,31.3897,24.6608,24.7744,27.0538,33.3919,38.6906,32.9945,36.5756,20.5266,20.1765,32.7543,38.9954,44.1647,37.1334,31.2177,16.5485,21.1706,35.6001,24.6582,27.3245,45.4994,35.3564,36.7262,36.4136,33.3057,36.9527,21.7539,21.7646,27.2378,24.1288,34.8944,20.3191,20.4523,20.1336,24.1489,23.8336,23.7918,27.329,21.0722,14.9448,24.5771,38.9607
"COQ2",20.5472273560113,27.8157181016084,24.1675924412674,33.6829030851981,26.7593636278582,42.2401328762061,40.7294663769306,32.4879471282556,22.4456462506277,33.2701380935349,32.7671131887268,28.2640567892406,35.0521984563878,32.2068044041477,34.9065466579451,39.6723883192024,31.7329405349166,30.6312363324606,27.3187471210151,29.6044044092146,22.6428893168462,32.1441,26.0562,18.8577,7.51412,36.7365,41.1773,42.3099,36.8381,39.6037,33.402,37.1296,39.793,39.8412,33.1447,39.2648,31.2378,38.4479,33.5988,39.2576,32.9322,30.8372,33.301,33.1517,20.666,20.3559,18.1813,38.8248,29.5231,30.4993,25.1129,32.5641,32.4901,31.5753,30.7873,33.706,41.4729,22.6141,21.7558,26.7736,80.4248,86.3656,77.55,77.038,53.2886,64.4089,60.8513,52.892,49.0858,55.5828,91.5216,44.5738,48.0155,46.841,42.4886,47.2401,33.5578,37.9038,37.0789,32.0089,26.9105,19.9924,19.7332,28.7836,28.8018,25.7807,18.5736,13.4772,16.99,17.6802,16.4799,20.1888
"COQ3",62.8535559315755,56.379490189291,54.5055444360756,55.4692907985639,56.9713792822324,46.3483100941659,52.2272449673938,53.8188076012549,54.3845827204982,45.381848770044,47.242430110062,43.368472598319,60.7100384828035,55.3420893367021,63.4108579420991,61.6492001815594,44.8340187986944,37.3467956960385,44.8660089118631,44.2890421669055,38.8568193703409,145.42,146.08,112.524,100.239,40.9011,48.885,42.5838,48.2434,58.1201,48.4738,46.6151,55.5839,51.8356,43.8515,62.698,75.1428,54.983,58.1931,56.3676,29.2855,54.1296,55.6203,54.2971,57.1783,60.6204,51.7131,76.285,77.3876,69.4251,73.0626,69.4583,65.98,76.9016,78.3403,90.0771,82.2063,81.4844,78.11,92.88,46.275,40.4969,49.5162,57.1316,35.3507,48.874,48.4633,50.0061,41.3615,52.0585,68.0306,36.2109,47.8338,45.525,40.0204,29.2939,27.5585,30.0155,31.3753,25.1603,27.996,24.81,26.7974,24.6583,30.1747,31.2705,23.9052,36.5503,33.5444,34.0712,40.0727,34.5955
"COQ4",151.746509489816,129.070741638645,84.7555569484948,127.800456716571,104.888484541112,112.487038702551,124.745278341582,123.593546000035,94.5692532195797,108.525214184281,105.725821502069,97.867305599194,103.27832527921,93.8967697016255,98.2188533765136,83.9994926566281,104.282985271999,115.139299863193,81.4674330234141,82.9568510301243,83.1022893946506,169.803,168.693,213.242,225.358,73.4181,69.7254,75.0575,83.1048,76.7673,82.2086,62.1648,89.8008,76.8168,84.4036,75.5575,97.5345,70.1257,90.6478,71.3379,76.3279,83.8861,76.2046,79.1315,78.0385,74.4088,72.4605,132.607,154.339,151.238,168.322,150.695,122.195,150.365,140.043,143.908,135.218,190.988,193.513,192.728,104.603,104.596,98.9011,99.5935,95.1251,96.4217,83.6498,95.1313,83.6137,85.667,71.4151,91.9233,89.662,101.989,89.3747,79.5178,83.2904,89.0707,76.6291,56.3933,44.882,50.7546,51.3649,57.5177,60.2528,50.5829,40.1559,45.8494,51.3114,49.8148,43.596,62.7782
"COQ5",96.8622172691552,99.8726498301755,99.9335248337114,122.432859793934,88.4533481060536,116.216663933318,139.946860666359,125.137916242101,83.5337639484075,91.0276275760841,105.203809028681,90.0808176492055,121.707487907648,112.452973133856,127.586759847358,159.793932754894,116.531283177358,98.9766043155485,96.2437642248325,88.7050875740169,84.7500347891778,792.784,970.496,567.787,565.54,265.766,267.773,274.644,244.043,259.987,268.391,269.901,271.998,283.743,266.031,278.735,218.058,276.358,311.764,338.5,297.324,300.996,333.246,344.837,352.769,355.89,350.376,641.703,611.809,582.123,581.63,713.772,712.785,712.224,629.504,639.601,637.524,690.621,709.358,694.404,115.697,112.943,128.222,104.139,113.318,88.3258,79.6758,85.5032,80.5497,88.0419,98.0564,63.265,68.8733,64.7997,67.2367,50.9497,84.903,81.3441,90.696,112.034,91.8441,81.0622,103.974,99.4195,101.193,95.2019,86.5793,86.0523,76.8407,85.8856,75.8874,84.5705
"COQ6",68.0584251526475,68.0048156296383,55.0100265403502,79.9693067048734,68.4320344954734,71.7331428327285,74.7367752992313,71.5434043606028,61.632710435834,60.3522505671072,63.6671203509834,60.9204995262603,69.2794705081954,71.6715442508587,70.6365690038583,68.4484687798201,67.7034003985144,65.1904727684216,52.3177974133332,54.0291751162235,49.2304699312292,68.3484,85.2603,84.4572,64.5998,91.7989,97.343,96.1209,95.0657,100.66,98.8268,91.6667,102.687,94.98,107.819,91.8306,93.6944,103.794,121.837,114.588,156.828,119.883,129.688,128.012,124.183,117.647,128.446,255.992,260.116,240.286,234.845,226.919,217.288,252.959,223.687,236.805,235.619,239.246,246.69,235.397,53.0765,53.286,57.6366,58.2442,52.2673,54.4305,48.4279,49.4669,51.6475,50.1504,51.443,36.0433,38.0639,44.0961,39.9298,33.1791,61.2083,70.2961,60.4245,52.9782,49.3294,45.2345,49.5248,49.6675,45.5667,44.2,49.2917,63.9997,49.6037,45.1626,56.6237,57.9943
"COQ9",51.4814493200888,55.4387608590435,40.9672666173256,65.4153397984492,44.676411952579,60.1981063841795,82.5605713535787,67.7395637494918,47.1980712430041,56.165605037504,45.4316722096138,39.8202498970488,60.0846821490457,61.2948341413553,60.311976143258,66.4124526909704,50.9529864113139,51.1312625848234,39.6416666252296,39.1313879107974,33.0695624149443,85.9718,82.9381,145.702,152.263,96.7658,99.8587,79.715,114.953,78.699,97.9419,111.021,92.0504,87.6986,87.0846,85.3087,65.4414,97.3436,93.4752,95.6499,81.7621,89.1279,98.466,98.5682,106.857,102.853,96.643,190.585,178.827,193.853,181.926,169.247,156.119,154.061,182.71,185.53,148.493,249.243,244.073,264.423,40.4823,48.0866,41.6671,51.9511,37.8217,42.29,37.5954,37.0934,48.9251,35.151,23.2477,39.5396,31.889,33.776,39.4227,39.1159,31.9637,26.3496,22.8075,20.8843,24.1581,21.1419,16.5044,22.2792,23.5898,21.7713,22.5992,18.2644,16.5574,12.9943,14.7849,26.3525
"COR1",488.180099520372,565.402626201405,1009.42932654943,1110.64952250679,719.282284980472,616.881702866937,676.880658013192,703.997800409525,587.674381882532,859.30483381182,1160.98295256664,1100.09456701307,686.030518274041,696.62685480104,803.036169826247,733.878946410508,692.684546230968,618.707250420896,1021.70431469633,985.370744738764,1022.47815503539,344.359,441.174,502.112,431.604,291.637,297.1,298.549,301.839,304.832,297.985,299.091,281.476,281.765,269.022,271.43,294.563,305.77,290.259,288.865,274.357,283.084,293.55,295.18,290.714,312.102,319.496,422.913,411.379,369.695,399.029,370.587,356.303,372.071,350.219,348.918,344.328,514.816,512.338,514.851,363.922,358.716,384.656,360.362,243.785,258.829,262.455,251.095,270.048,255.994,293.94,196.283,200.047,193.705,185.549,164.995,200.614,178.67,176.431,150.747,147.287,156.241,147.383,154.443,154.903,146.266,143.061,301.865,301.405,294.864,280.775,394.295
"COS111",119.71278075955,121.992841199834,151.233487495551,220.069375054635,207.727587492824,203.484159259686,149.551227104728,188.005119007627,188.280357090856,210.088890795622,209.9387201829,234.947289743466,203.775303450786,203.34352289333,189.288171784666,188.302862062025,224.117366922284,204.219501240315,253.884860102561,265.222497143274,272.911433706695,33.2916,39.187,40.9527,36.9916,14.3792,15.3957,13.8197,13.6154,15.5554,14.6807,12.3764,10.1732,10.9467,13.5147,11.8378,11.2265,14.7059,21.2522,20.4124,15.8091,20.3482,20.9765,18.7944,20.4094,18.1164,16.816,63.4293,69.2144,62.9817,69.2465,60.0297,63.3404,59.9642,61.9832,64.6511,59.4509,52.0475,52.555,51.6962,65.423,58.5488,57.7295,57.0781,85.2693,74.298,85.3396,77.585,81.1738,81.6231,85.6884,72.3,71.2091,72.0781,72.8207,74.8078,276.564,273.377,280.829,149.572,140.047,138.223,149.885,146.045,143.276,143.948,140.683,206.429,174.39,161.845,168.378,172.272
"COX10",266.184411753842,266.633082549786,173.38760001087,207.838697224576,159.797762645956,145.651407205659,178.526883805154,166.763473705835,160.894775381239,120.203622976756,137.969484065712,122.47454571423,133.004478093288,132.759542699642,137.249106634913,165.325454503908,148.101093392724,132.724546807793,177.182548740447,185.594138854504,190.350842632123,10.0667,8.51064,16.3024,6.7474,14.7737,17.2485,16.316,16.514,17.9918,14.2329,12.5347,12.6671,13.8953,11.4089,13.4246,24.4379,16.9456,16.1448,14.1494,6.3116,13.097,14.6382,18.0859,16.0498,14.3801,14.4595,45.9905,47.481,51.8952,36.6585,53.5569,41.4409,51.7979,44.5398,52.2245,47.4137,28.878,37.6153,32.0708,40.3703,32.2245,38.3021,41.073,34.6381,40.9696,32.5995,38.0698,38.0764,41.6518,27.7859,28.0007,27.6302,27.8071,24.3199,40.0011,40.524,35.8161,35.4881,37.5036,34.0849,38.6942,33.8634,39.0112,35.4694,38.2595,34.3804,73.3679,62.8086,53.548,51.8892,70.7267
"COX11",140.751988345623,149.409243719329,138.177497367858,167.222083661605,161.26876719346,127.493508598406,168.079006967061,145.794393089721,151.897437311128,119.355192193096,134.15953240544,109.651584570756,168.473891589331,168.351444080094,175.37723533384,148.781808176975,105.334457773052,97.4352974467255,127.712637063442,126.28064650461,109.805471362007,36.9651,36.6839,68.0214,41.9811,26.7032,31.36,23.6308,23.3106,26.2309,34.15,25.3093,18.8954,21.9069,24.4278,24.2346,29.1249,28.8722,28.054,30.4357,23.4446,28.1353,31.8992,32.5378,27.645,25.4052,31.958,76.3061,79.0227,77.767,111.038,62.1699,87.4754,76.9105,81.3367,66.1489,98.4242,77.8354,80.6205,70.4444,90.7081,88.1528,88.1804,101.939,101.957,94.0028,78.6959,89.145,85.5775,88.4453,63.6546,90.742,75.9287,71.811,67.623,96.8746,64.0416,63.3908,82.2524,58.6518,64.6955,50.2834,68.2817,57.448,58.0647,57.24,82.5889,64.2187,62.1377,62.8632,57.0219,38.5971
"COX12",2883.44950121309,2600.76935308032,3554.74820741683,3590.93314073986,2253.71037260024,2014.75655329843,3442.15098917462,2669.40789108713,2124.77893770615,2534.42101443444,2718.8935211609,2468.20176041906,3172.86087425886,3047.09603604314,3264.38364657178,2658.15169360213,2242.13034715284,2042.22725029339,2366.67366284679,2493.12861004653,2544.16665993963,287.701,332.687,779.65,759.702,423.878,397.084,376.199,435.66,400.808,464.38,360.697,365.505,423.586,471.669,370.452,392.439,416.806,414.862,480.356,385.439,520.619,546.422,525.324,339.602,399.043,389.168,762.691,641.984,624.811,560.205,1036.67,844.963,979.815,756.841,906.252,666.058,1098.69,1099.13,1074,1404.76,1336.38,1305.91,1145.32,3181.04,1188.34,1159.7,1013.64,1167.83,1058.5,1664.01,591.638,726.666,674.986,728.238,427.107,1406.11,1570.33,1620.84,1405.37,1247.12,1206.76,1298.2,1286.24,1371.96,1298.78,958.133,4890.3,1521.17,1512.74,1605.01,1066.28
"COX13",2477.14180262208,2584.89919639061,2912.71102708765,3034.86406923548,2269.8298551055,2132.60697586231,3032.22545396291,2421.51832359855,2136.65757953587,2288.20792686124,2392.58642578781,2148.32336751261,2675.40160752183,2812.28487004776,2612.10008340842,2296.76404515509,2295.84607411786,2364.91900036222,3235.52800863188,3527.87585878597,3357.96758800785,302.013,340.806,658.847,550.637,532.351,538.968,568.146,512.614,518.087,579.137,562.717,585.574,514.08,504.11,579.252,523.456,547.256,533.394,473.249,326.502,493.056,470.459,491.323,469.558,416.986,520.625,1976.35,2097.26,2199.87,2065.22,2080.44,1989.34,2126.65,2285.36,2429.23,2303.84,2319.09,2410.42,2445.83,582.526,594.82,623.262,606.956,626.402,479.636,392.029,381.723,423.042,453.375,263.899,475.568,617.083,504.439,507.729,453.859,976.57,975.076,1138.12,700.286,691.59,737.46,716.536,637.953,764.592,769.13,855.385,1122,625.159,723.545,682.434,817.477
"COX15",676.391688264754,681.918567788506,452.063283922266,669.843062053978,295.472861823847,243.034190901607,442.002860433546,396.914945645068,246.204668769692,309.619928353376,320.088563877407,284.825172044956,316.924449803759,324.442505830793,340.614937893649,448.791957273383,360.651444629506,333.445349455502,428.777546438815,442.030576419526,457.872618831112,102.949,119.404,229.82,149.074,175.472,178.844,185.351,172.056,174.477,171.916,178.557,163.623,173.668,177.507,176.849,165.816,192.873,198.955,200.449,276.146,199.213,221.936,201.666,177.219,181.912,183.488,344.335,323.319,314.2,302.45,332.615,319.818,309.957,322.272,300.493,318.717,204.312,210.807,199.414,101.748,112.447,98.6935,100.328,72.0019,91.3121,78.6079,79.9943,79.4883,77.2438,77.2239,68.5547,82.1887,74.3413,78.6069,76.2345,280.858,305.179,281.848,385.624,373.686,398.744,383.422,390.332,380.25,360.236,375.158,335.837,384.177,384.874,372.153,417.908
"COX16",1023.83205509427,991.13066841718,631.499237788797,832.612160069575,684.590112195151,529.455416452162,712.333378574834,577.510041906159,728.22341062314,704.313382708457,685.453509153345,641.609639895373,636.596127273511,641.901717016739,546.760308329725,620.643104875699,697.939971283535,678.100287850695,828.025883290745,909.743614550625,883.697280281555,52.2421,60.5162,133.579,176.229,47.7233,29.5846,66.7706,45.9201,62.3736,61.3205,50.9952,48.0966,49.9709,27.3651,52.1814,57.5382,46.5346,42.5891,53.7963,53.7279,51.8077,38.2286,51.5334,50.8795,42.1763,30.7789,82.5595,105.781,129.909,156.476,62.601,58.256,78.1756,116.266,127.699,82.2339,131.049,149.503,206.555,137.78,109.933,141.576,108.641,197.15,157.296,212.761,250.036,202.085,218.222,298.787,220.566,164.751,198.941,220.608,154.9,1075.21,1067.41,1060.72,798.663,1111.16,994,1015.98,923.028,898.386,938.846,918.591,900.356,997.607,990.769,1089.13,1055.92
"COX18",34.8269818601214,35.8073368409872,36.4499265157854,41.4905056563162,45.0874610374821,40.7833634853383,39.9429166452689,42.3678186770724,43.4140216981501,39.7270514647196,37.0450303819588,34.59209640746,44.529002157806,43.3307687108477,43.7196913325482,37.8823742450756,32.5770782969751,30.4810449101767,32.0945950973763,33.5511416655956,28.0398833526483,71.3846,74.6462,81.733,100.363,41.1721,40.9112,40.9636,37.201,47.499,42.7504,44.9102,39.1169,38.0348,38.9087,41.9576,62.2517,37.9507,46.1891,43.447,51.2343,43.7556,45.3081,40.3121,47.2592,36.9539,39.3444,35.4623,47.5278,46.9051,49.8394,61.7755,41.069,43.9346,47.3268,41.8724,53.96,44.0615,44.1229,41.1246,25.8085,24.4661,30.1158,24.9491,19.7924,25.1301,23.6663,27.4002,26.9568,19.6512,31.0123,18.1777,24.593,25.0011,21.7946,26.1633,21.1961,20.027,21.0629,21.2687,21.5018,16.8692,13.8775,20.795,17.1035,14.4142,26.304,27.3222,17.4255,18.3367,20.9031,6.45275
"COX19",559.903373509074,545.698280304264,353.149647780439,417.087514959653,295.566504351922,253.968810659801,284.156772483422,229.082210815181,283.250256166264,213.340075698656,219.676498977005,170.527894770457,195.334974665298,189.851117138911,207.235743734567,230.593114724101,179.913397964209,185.696992040045,330.685931964159,330.237569126901,307.598841847319,236.578,223.383,693.147,896.163,18.2635,12.1735,15.3128,12.1491,25.8491,17.665,14.8622,16.4557,16.399,23.2127,13.1451,30.1062,20.8112,29.9042,21.5583,64.5983,10.8529,16.1955,32.253,15.8649,21.2142,18.3774,53.575,35.8098,46.944,56.7639,61.704,43.3397,52.8835,33.5574,57.8021,62.9248,65.3923,60.8882,28.6758,59.1641,42.0185,44.9037,65.0749,107.862,57.9169,89.7962,93.2939,67.5603,90.028,39.1623,74.6594,69.4307,68.5168,61.929,56.3135,112.947,127.878,215.481,116.319,184.059,184.152,185.81,113.012,162.661,162.909,164.015,302.579,166.062,138.002,188.41,232.805
"COX20",136.386191186759,147.194581410654,89.9991795548776,134.987937789293,122.778796734724,223.485007687919,159.507220736811,122.958761093972,136.06264271191,113.15565111774,107.69279360068,90.2697691559337,117.733392084427,123.082937231606,105.180415614621,132.35229715949,148.552774690774,156.063613856986,187.704510803744,178.927578048942,184.768022908013,88.5856,95.5106,321.225,287.698,101.385,114.271,103.208,96.3545,105.267,116.391,102.944,109.769,109.611,127.132,125.051,125.27,111.532,114.459,113.491,140.474,91.5669,103.679,97.2965,103.987,108.147,90.6022,190.346,229.875,190.841,223.886,207.692,175.569,219.867,214.595,221.176,233.343,315.388,294.966,306.787,39.5267,45.9319,58.7323,47.372,62.6538,60.2669,34.94,47.2953,45.1229,49.8535,65.5069,43.7956,48.6071,46.6447,47.9561,28.1005,122.176,153.788,159.141,130.75,109.452,116.977,107.71,89.9346,114.51,94.4242,120.177,101.114,90.4004,110.184,98.7838,83.6568
"COX23",93.747944440991,104.259350702447,75.1431964851079,101.28540844679,110.211863793208,99.1044998086624,150.508289913376,98.3579205581019,106.12463227454,122.390884419365,113.771576884814,84.1582974483116,114.980919848334,125.804563076865,125.261322149465,99.3341327032282,89.9257469370169,86.6786718194549,84.7770981400076,86.2277382278869,71.1610947637509,59.7121,50.5912,169.109,136.16,54.0865,47.9974,54.7255,64.2034,50.5709,43.2275,45.336,48.3659,78.5111,48.6579,53.3458,35.1347,55.6206,35.8671,32.3075,58.2055,32.4155,42.4293,45.8688,23.6886,38.8734,31.4766,61.8945,76.1815,82.0032,84.6257,54.1949,112.816,81.2798,60.8568,85.2532,118.181,47.7289,77.7032,58.314,18.8521,14.5651,26.1126,24.6355,8.47066,8.93049,8.75564,11.6533,11.6948,2.93966,15.4891,12.0997,6.83842,4.07427,9.41562,14.9845,78.0793,66.925,87.8377,34.4566,37.4443,32.3346,35.9089,45.4493,36.8614,36.7707,61.8427,20.5637,33.105,33.1966,44.2832,40.9427
"COX4",2332.11738563917,2508.43544616207,3576.82228354249,4001.31392648555,2392.94879706526,2442.78223458494,3030.21559776324,2473.20845918801,2135.6044311037,2384.51721196516,2577.57965365178,2324.8626151322,2841.18863677402,2789.62008910007,3063.4901944857,2499.00872401757,2407.90837564863,2241.18073590261,3406.96136809981,3890.69100009489,3701.36379841498,159.594,173.213,154.684,213.592,240.512,275.132,276.24,283.853,249.014,244.423,250.83,261.006,272.945,235.703,260.457,290.52,250.838,229.673,220.092,322.744,282.367,244.615,241.601,182.003,181.247,218.285,344.842,287.962,287.493,330.537,480.808,426.388,399.472,371.726,311.897,393.383,434.655,405.286,430.615,549.585,483.198,493.668,463.392,573.328,444.248,449.226,440.185,460.338,516.04,544.604,445.598,427.836,500.148,447.333,404.466,1795.92,1883.81,1730.1,876.486,896.297,850.094,941.24,886.152,887.189,969.242,993.922,1517.51,992.776,1012.55,983.079,961.147
"COX5A",1859.50595447207,1912.54291824765,2896.49726322502,3152.82254042919,2200.46451264783,2029.30095873092,2395.70343010443,2258.46911679712,2031.64293032386,1968.7305214175,2442.71550992633,2238.52423750112,2501.84820871169,2488.66061647383,2662.71303203674,2172.78524664834,2134.15092022292,1997.24661657154,3204.48474366462,3369.20330209669,3294.18144910601,123.809,145.739,367.49,250.589,186.348,250.726,215.821,224.727,257.662,181.278,217.928,231.143,237.377,183.777,212.059,228.731,218.965,228.95,177.858,353.506,213.598,214.182,243.003,146.174,171.345,173.713,354.603,315.275,296.13,326.72,465.536,374.261,434.957,351.735,400.052,338.932,318.072,342.305,344.096,441.93,414.938,400.918,415.135,462.237,373.768,353.97,363.162,394.401,308.121,564.256,296.852,308.678,304.747,343.726,367.946,722.086,715.791,754.785,400.498,472.459,430.911,414.264,400.687,420.171,376.404,469.828,975.635,710.37,722.22,766.624,948.469
"COX5B",138.79609497594,137.032410419578,69.2090261659468,110.368412240485,113.93803955616,74.5987443340977,107.529155769964,91.2735116125738,111.004096486686,67.4131462915301,70.2200250334645,58.7619740238331,85.9619213122093,89.0598390205873,86.4236679025899,80.1170736151175,73.4300845169914,64.4952028981098,80.6747047268355,78.8372003980705,75.5996735594578,1333.79,1530.57,1348.63,1560.84,325.055,345.619,348.751,347.107,284.196,331.622,295.914,346.198,321.642,314.996,288.321,409.905,328.711,387.714,362.5,255.478,378.39,350.394,360.845,386.143,368.464,397.91,684.209,734.649,744.23,750.558,715.748,809.98,756.023,810.781,821.131,789.506,886.463,933.054,1024.82,64.6581,73.9799,56.5219,37.0783,126.393,83.7124,75.9378,97.3526,100.226,102.764,79.3002,138.601,139.861,129.672,120.59,125.942,80.5502,65.3109,74.418,33.9731,35.1751,42.8663,30.821,24.3324,36.3206,43.197,70.7408,48.3481,29.6331,32.3293,36.0465,0
