"","k_1","k_2","k_3","aa.1","aa.2","aa.3","bb_2","bb_3","bb_1","ab_1","ab_2","ab_3","bba_1","bba_2","bba_3","aab_1","aab_2","aab_3","f_1","f_2","f_3"
"ATG5",14.989930221254,14.0120244916885,16.3117858526211,19.0819267976217,24.0849749792224,20.5732180952659,21.0837837250889,22.7903864501094,23.5052179068685,17.8062905644258,16.1910382632446,16.8198247394596,21.5314866276478,22.4393660328589,21.3251457520887,18.8595821454964,19.6438246029446,16.9168567191816,20.4882762627742,18.6011231145324,20.0803315754787
"ATG7",77.7162632720379,73.9371357671786,62.8138350472278,73.9723057612333,76.3706357114944,62.5654964398313,49.5793947342792,55.1925821591679,72.8169152189422,73.0434543766907,68.9930652594698,70.9184843584674,62.8209164822263,61.8909240952418,65.9572449678313,46.8812813314508,55.9618541159632,53.7203096235587,52.4538901602003,54.7677426986124,51.8798214000367
"ATG8",512.840609585525,587.838635823795,399.831844667024,683.915089959287,653.997788000188,543.991061638213,654.235143610718,671.654496029652,688.286326599147,911.08541718054,908.930050807988,858.620486168812,678.871328602327,665.808372193541,739.979705933149,821.221481549637,1143.17626831657,1175.61954717537,1094.28589335245,1207.77142791671,1181.16078643733
"ATG9",23.3641529991433,24.2060176763262,19.1294419603838,29.0674768917912,40.2252266856743,28.3868647658497,26.9900272626756,32.0575812124919,38.2344309457807,35.4122237750477,41.1113801757847,38.7195599772645,38.8535534304221,36.4443486944108,47.4399594252748,43.0818606390718,47.5253933059367,41.1059461221396,40.2255172887517,45.4170673814008,37.9035979249855
"ATH1",30.7214430430061,30.3020783137468,72.4014930231084,53.0988354519485,38.1791123092959,67.5848144809274,22.5776649555992,31.0957713611522,35.0503134879078,46.736899128575,47.9491563559663,53.3931889216894,41.540205905592,39.754121404093,41.6718958017157,39.0225841284306,59.1274957276998,57.6588647925555,91.8208431357356,111.026266000127,114.04822742739
"ATM1",8.43619384553966,8.93758281334929,42.2346726474828,46.4644241491751,43.5358085086604,46.9890767463386,60.0582998648347,50.1260453094878,44.1735567088471,39.440974204047,43.1147379720166,37.1359716115033,42.4824075316939,45.8210895969479,42.1522249153415,41.8220399542842,44.7548499184561,48.3423747111184,95.0980909519557,98.0802325277862,110.171853764224
"ATO2",20.5441487976333,23.3267907898431,45.8243787325284,56.40336376645,46.367391796145,229.230282680546,29.4872851979354,42.1251565677684,41.1968552684916,30.293571437249,39.8250922670921,40.2794085612565,53.8665892336877,53.7444465591789,56.987143319598,37.0383740645146,58.9358006211785,61.8895476590337,57.0540742912523,62.2298320003771,59.5068398122973
"ATO3",24.0448317855769,24.7355964973283,25.5180141978287,40.30007943458,32.1023368460407,75.2394232237926,25.6186994296091,52.8566540404731,28.1569100694997,21.9100157356566,41.1091387611855,45.9542255627756,44.91679213565,43.408165432993,59.1441754896744,50.1675367668055,60.9004525796688,65.568119726003,60.9625395077089,58.6514571908663,64.5131315807916
"ATP1",1472.90953637606,1597.98574984826,2643.94188296864,2369.49654444888,1658.33321220542,1455.93508475539,1779.48626732531,1705.91507297536,1470.10363872288,2624.5322565451,3171.31724529076,2970.87466618139,1641.97907005565,1679.10158306492,1789.8417086577,1666.21091441019,1649.98689541169,1586.37458801197,1987.43176412954,2034.02779769505,1982.13918199564
"ATP10",57.0571631727143,66.7376537580394,67.2459001444642,82.1314340289148,75.2979406484563,59.7934904730038,74.5124144874513,56.6040344677392,68.6268430829217,71.9030595415373,83.0613574467596,58.052699683687,57.1612289687127,49.62192290626,64.0279446450283,71.847857703641,54.6073364855272,51.9784362444047,82.1536992969253,83.6560117741244,77.4159392854126
"ATP11",216.769082801585,229.7936397913,207.662480923753,218.690368745952,209.121706964049,170.193408243256,181.547864511421,154.372172250556,205.979506129364,218.324213161491,224.496513351815,193.925696326004,138.994939222949,142.441484701873,157.872069131074,178.966290594021,150.525333965757,137.75961535824,218.499896084031,233.649290332082,222.983984767512
"ATP12",72.5353684545997,84.020558563024,52.3844453092051,72.2193648364543,87.7122456122837,58.0454948349191,87.1703157933098,68.0925550038159,91.9411015965875,60.4575028795485,68.1469785758928,54.9314793294037,72.0220583046596,72.6624240804026,79.01619463611,84.7861159633428,61.3471781731007,54.3456909289167,83.9692391123097,91.4461991718165,77.4077273401742
"ATP14",867.362085045268,850.514055334158,1170.89934204523,1175.12082223852,947.485595646169,831.787591192269,1210.34395339147,950.063613164363,964.814627945763,1044.80591883299,1045.41705339905,886.956623698419,997.804515054418,962.699325313629,1000.41263585058,972.227553012943,833.952810042039,788.782941379655,1068.14169039433,1129.12133550147,1107.88547999008
"ATP16",1109.48381301242,1112.82348743121,1545.55561615808,1313.03829264836,991.013665930401,738.513268355697,1307.04920725953,1018.20393500144,957.886055404995,1036.50621797862,1205.98230224347,1027.74257139539,1085.5796983844,1095.48969976203,1107.08856332844,1093.15476767304,992.879730424811,915.330220403673,1591.16412231106,1510.6646397678,1486.15816681205
"ATP18",3369.43755816228,3126.95760101984,3660.58693351879,3534.78165303528,2735.7484894278,3003.21384062569,3811.06445238657,2743.11746222534,2645.75678382867,2804.85797274902,2867.8348294968,2281.41581097941,3044.16314169517,2996.70304584274,2921.19372147772,2706.8840373019,2436.67171028552,2309.80203322164,2786.11087725201,2971.44064480689,2755.36756091467
"ATP19",988.915030996718,954.165918752196,1191.34209373491,1038.75307229394,730.083275121594,774.373156007849,926.321361725235,690.817776220573,811.888079990641,738.14714817656,792.637894129133,638.653438066346,715.983413999509,721.475430915267,751.471747670928,852.911257560046,737.150630433063,596.1462889538,1127.88224909627,1160.90240506441,1233.20608577299
"ATP2",1442.54177741823,1568.654342739,1894.46050864081,2113.07787688546,1582.21002712699,1243.08075884111,1994.34382719021,1857.17669067072,1460.23250018648,1787.27763128209,2134.76608232852,1886.0185280747,1778.41254441042,1738.71004412927,1978.38002746569,1615.41473834876,1659.43491997222,1712.31222123493,2150.80633325753,2114.51472741031,2084.0082766569
"ATP20",704.95647049092,753.711071455947,983.093375660784,880.622891051037,725.917802528271,734.981339538603,982.208419758071,753.893015159201,730.305649649275,752.902161893458,822.143244434629,653.174176244176,815.831690487534,860.065055741438,824.060315161133,852.659785688919,679.311721874384,603.41624677281,916.506958196243,930.59134105294,860.889496320785
"ATP22",9.57221133733197,10.5970810860577,6.57786110949568,11.878873186619,16.4761302594093,15.1410293086085,10.7609980415718,10.6290179457424,14.1717778698646,5.96982133330162,9.33647548171191,8.13436061894844,11.4246603820827,10.8028865639146,14.9538408073547,12.5797811898418,11.2338655483854,10.3492295894916,14.6806840312618,17.0807785286349,14.4452801938587
"ATP23",140.886328210978,143.516242432214,121.440654041688,120.807322111078,112.479880507422,89.5502168214589,120.311922816933,95.1415623361761,103.703944517872,78.3341842400315,84.8785299679675,70.8372749202404,94.538061251861,89.3632599074467,97.1252590895148,86.9297770151893,70.1419639379673,68.2455660978717,105.077245554653,105.352614155412,95.677311409814
"ATP25",28.7206949461386,35.5515891265788,29.1489354808991,46.9763255098187,52.4355165453432,42.279659556263,40.4465302622681,40.8699099551159,50.2097036468808,25.269842612812,33.7198126426562,29.0708129314828,36.169414016684,38.7252898864477,49.4643459407136,36.8677113190619,29.9585571287166,29.0587503183675,53.0758445138089,51.6255622091283,50.9342349404181
"ATP3",930.917864380138,1012.46857438206,1454.34006043337,1449.97168351183,1041.42602581362,970.309526935013,1225.78009488596,1083.34484609363,950.324267312809,1173.66955277351,1294.74495375609,1160.05356580873,1117.6475533183,1140.66168101366,1223.61600491591,1152.50401016893,1034.77770139378,1019.01692193443,1639.12014071356,1653.54368729235,1690.73897023115
"ATP4",1352.35820959809,1386.0856511892,2236.36011063621,2208.29582907249,1660.56239263467,1720.84768349192,1903.69413495949,1586.22902735269,1597.69753345639,1658.64571761206,1779.04647821851,1517.71196368201,1694.52262011358,1775.2951273327,1757.56262061452,1639.20527835423,1537.12779968308,1411.89856945872,2605.6514301857,2683.04298337731,2827.44907004872
"ATP7",891.992480632481,963.952032638909,1750.37654968265,1558.79127925472,1115.91456235161,1092.96908244598,1464.48415906387,1165.18196459856,1016.71056002568,1478.97039733775,1473.01463886139,1303.81825892482,1367.45079821684,1361.55340938419,1367.42851584763,1318.70628811559,1195.45532785563,1154.84304906873,1664.26849727785,1643.76988985257,1651.67406756495
"ATS1",14.601803996097,15.3448482165517,61.7959049487971,45.8080791071103,33.8007987196846,18.0397161616794,51.0602177917396,49.0068013708244,40.7456261839153,46.9671037951818,45.7455557762418,50.8098422548601,47.3745934457252,44.4134867072532,33.0672976561568,19.7509561717515,22.4704978441427,26.3412472383673,25.7049281818637,25.5395313404944,27.6461799148542
"ATX1",912.657301088083,807.846779749121,1049.53777325447,1452.96450116757,1291.82715382079,886.227177545952,1505.4632633298,1432.90485348923,1377.02262159966,1555.23750591705,1314.01599830646,1293.64554736678,1562.92187462021,1628.75948172712,1557.2586528455,1334.7343144101,1390.64300129344,1196.52649321415,1486.13855618803,1374.55965692764,1483.06436041598
"ATX2",10.3908821380231,11.3091023917559,12.3113299053067,18.2643221662913,17.4988326594037,19.8886357153998,20.2071982811034,21.6240113430677,17.9257121349875,12.2077535604236,15.3012055296438,12.6119670260044,18.8693049145071,18.4802376195557,19.8503688356828,19.5364092691416,16.2407038559381,13.8783122362609,13.159561079871,13.5764905021413,13.8395371887003
"AUR1",76.2074416852787,77.2044855560644,77.1122557013761,96.9400415365305,110.964191110127,104.826657590248,101.899121328522,105.083839707946,109.102950759886,78.9533864977722,86.9505311379257,88.810988940904,119.701962037043,112.139028445013,109.329011776979,95.4005551156852,100.923749787852,112.47028413932,142.852839468529,148.981708964374,136.206059629636
"AVL9",51.4150814019809,45.6072828809579,31.6257346323889,42.8856093065728,48.0385427483024,36.8205914330788,42.5726719265448,46.389848164721,47.4117061172166,37.1102726337443,43.2229199721681,41.5365740705447,53.5479029237643,48.1027090206727,55.1049178110826,54.7567879211815,48.7868981266511,46.2676833925934,40.2998327801327,40.5186022376095,40.0842613486338
"AVO1",16.7000799471781,18.2127525965762,10.2960009449361,19.1829344928197,22.9496343754264,15.6902500962558,22.2694821253541,24.8035711704547,18.4966475538,12.7160538419206,18.0287832257464,15.6172142988808,22.4886973343572,23.7779633607798,30.1151231729199,31.1012808166359,24.7206355924265,21.8988841719017,20.1844779857837,21.2691216895707,19.6556245126992
"AVO2",44.5321444798882,46.1091089777504,21.7532952135128,59.0271889788804,57.0565820429013,27.86465879568,50.2726512501891,45.7822191151489,60.4656894237987,42.5643659053489,37.1734286925296,34.6860259928527,47.5546795110259,50.1203347790422,47.6221936359679,50.2115713544429,54.6655388843247,51.9175675120003,84.1809544745215,86.9114033227063,87.4553641330679
"AVT1",67.0593684501756,76.384521558542,72.9389066043514,101.374169723163,87.0054487327906,101.508810477707,116.461403199233,138.841722871902,90.2940464853574,111.51974183066,136.491575535611,133.357299893325,125.164270476546,130.477627631901,120.011803327105,133.374420162919,176.101800569109,176.916536191695,153.159582867927,145.708469340932,150.262712328229
"AVT2",16.7960569441721,15.0548893657845,10.063201817407,18.9046780707271,24.354178629591,22.0585027032684,17.1771219042134,19.6289251320311,22.1490203252137,13.4606280515635,15.9389116186067,14.0191950447111,24.2725203083498,22.9559826105502,25.3100858958147,19.1153173531735,19.9731923580084,20.4425249901619,16.8279129015551,15.1390382889495,14.2488513003491
"AVT3",48.9219562608516,47.5587213038637,37.3463158492817,46.2544843774339,45.100751781475,41.0053972192484,61.768959297093,53.8784014946753,47.7618472832145,71.3242364173552,70.7138709982003,62.0080988468324,52.4381669830889,55.780635593106,47.5334529245231,47.4494185355573,53.0662109336947,56.9538305954892,44.0171068480481,41.8381827533647,39.6369848586326
"AVT4",72.3429631657135,80.1056113128592,90.3530530261386,182.936298966538,156.913651750037,84.9385824090057,109.158024008666,127.396972352334,134.27582566754,134.753087476655,158.165903855479,156.167989710877,168.006656165,155.831590238604,183.907672516618,106.967988590859,166.390238304209,163.946990692906,158.824189313954,154.989418556518,138.811195092878
"AVT6",36.507548414169,35.985628314304,35.2061349703201,40.3405232262228,35.5300129773265,29.6458616962196,42.949939471053,46.4908597904087,36.6612531628873,56.213280719422,58.8496096843099,52.9103635135432,44.5924243754398,43.6012187021967,43.0707467752145,55.6565571716842,53.2546524294032,45.5945577108587,36.0932132774562,38.0178617500234,32.9952572132229
"AVT7",87.2524928376089,94.5863643143025,82.2276036640234,78.1161088806479,89.5063639127318,74.7769625727488,91.6960607966213,84.6337256900757,99.212886868822,79.316144600102,81.1313166007836,72.4735595195025,87.9753987669567,88.099437148795,82.8039745567221,89.0129881143919,90.6543607993447,82.9437161289438,92.7983186990339,93.1466492412212,98.1400158756838
"AXL1",6.5770039982658,6.22656215022324,5.84189376890304,6.21507394779282,6.11300438256924,9.3135023640464,4.09048685260742,5.95289496501156,5.49210186846928,11.7466188431071,11.5823400864886,11.1354288950133,6.78445747297643,6.60438863954026,6.70508273406303,4.81371249406821,7.67535084815839,8.47657352782312,3.61831510836854,3.59753220810477,3.35293599050385
"AXL2",25.9150210586134,31.2413093877395,12.3970243283429,15.5618248254093,47.9811957143121,40.81442009237,44.2555930096872,58.5381809943762,54.9203211337224,22.8876126456308,25.0591938003149,22.2042296003593,44.292292344455,35.0035844497778,40.1646073636601,35.5866447666416,35.2106649817086,30.6208205413892,19.0484634183754,18.9280687976032,15.6732326164335
"AYR1",238.79376603981,247.155752698526,290.347084177154,354.870278684052,294.693707057802,368.153159747321,335.603439490291,336.089597093957,293.221867615708,359.707381569374,366.89268408136,350.418072715084,338.689607679197,342.470352715714,336.864746907869,418.746568598216,328.857540690414,286.439098122157,289.309525270361,270.958570470562,277.29547252283
"AZF1",108.21617252061,108.254312676246,244.796218139422,140.747044484058,138.01305654678,141.034257296467,126.198685146097,158.918895431989,134.750523326162,127.162669391364,145.506340706698,153.985889503793,177.328803085787,170.435923879853,169.646618792109,117.726062248071,187.10452762877,212.881737343424,225.748450060136,244.503088924914,250.268948714699
"BAP3",170.360411004165,171.762022062406,148.964908817565,52.5277627106378,231.872404103564,261.599941592359,166.994580384173,207.821197234567,302.973862513532,120.580798437672,128.032810248294,134.225884084611,200.626166721155,193.306271392436,239.045112384936,195.76675587029,211.166978115288,153.826963792038,195.726345362019,186.642342848994,184.959001227614
"BAR1",10.304051647757,11.8658063993147,2.70056683564643,1.6754657224273,2.19446666449696,33.3220490140204,8.11184460344907,6.89761474043814,2.37857573104098,4.78489819034914,4.42832607038264,5.01772033190802,6.45632690859536,5.8916823840145,5.63428889179266,6.20428642613341,28.7740143707795,30.2272859377511,13.0153538840749,16.1278370134522,13.6521834636514
"BAS1",25.7414901590378,23.4996621847456,26.5516598640576,20.8437846242266,19.9347231889666,30.8484301611725,31.8620414770185,30.6551302272808,19.9132667402049,20.8211652297823,21.2982914093269,20.8646190825724,26.6080999414756,24.8103032555279,26.9717609614024,22.1730617601145,23.2877671689988,25.5022671888904,25.8494932344284,24.5801877295876,20.0707396677712
"BAT1",821.722837097875,842.552679365868,322.926880995141,337.490417494653,348.271316463099,382.131017056675,583.788014901821,485.323403497144,476.091097173457,398.663066146829,375.99583738051,349.855196024975,370.659568144727,393.830840458221,398.709607460509,606.033704947599,684.330959663489,627.255323363293,432.166421515476,442.524406551286,424.6863504703
"BBC1",52.8396456592022,56.7576874296679,71.5298848719545,78.3912098459327,75.0078481572731,63.1009356456549,96.1510236040098,100.205292100999,76.5370140296587,99.1828425940715,115.766439751438,109.94921036063,116.25563153903,113.399231591559,128.081386078924,91.0744117377107,93.4991652417376,101.436652735529,95.4998322173778,90.6273342854207,85.7989969026674
"BBP1",13.783093955481,14.3993975527369,9.40288013286998,15.2833726504252,18.183557797798,22.8475679761233,24.0366446341071,22.3659749959482,22.2651235414624,9.26195900827297,16.112834661526,10.9305904108443,19.2136006519936,19.4742881835578,21.0842105978684,22.2426318227361,24.8066740647253,24.1757927318465,28.8368446315327,25.3908188210799,29.0911936317016
"BCD1",11.6689194099011,11.3299597444674,2.79512112895088,7.68746966725999,12.8850958082471,17.9909109461337,13.9346180700093,16.4238251455015,11.9192273529811,5.24170769711688,6.45650759346201,6.68137289848328,13.8126818138681,14.3635445248228,15.4680864717642,10.8228644964355,13.5195788065053,14.8677789458396,7.79818193414614,7.32539246551724,5.47593792735334
"BCK1",16.288324527945,17.9951461476338,16.0167713684856,20.0596397655544,19.128074845039,15.9169628390633,20.9297266687682,24.4042173486625,19.4061366725496,22.8092599067867,25.4364743583816,25.9477149315165,26.6760256017514,26.177777980461,29.1802307868599,23.9631539092567,24.9346798587317,27.6317402518381,23.3442931013201,25.5225761611453,23.7838917406047
"BCK2",126.202932926613,127.016252814804,94.4507552050252,126.362462056512,131.287237478843,88.3004518375707,100.24278542291,125.818962200698,125.149283194461,84.0546418383108,121.295085678937,117.885945779307,121.124154765576,121.180000551668,136.663172472648,126.51122368291,118.595674591358,108.359160316764,133.799869999477,140.180373452594,150.791782411255
"BCP1",57.9027363122416,57.0139593558841,51.77304897015,82.2108301847061,87.810550989393,66.7569755248086,95.3733410452982,86.09315220615,89.2432023655989,81.3075811084555,80.2490187731353,84.0342802835668,102.661908341509,97.8594853288711,96.2582658972071,76.2846522575328,68.4886238902752,76.9574509703179,64.6772555640472,66.2137601270496,63.6286765325821
"BCS1",55.711309366645,55.1454436052514,50.9359695321249,71.9182112319636,75.0174662222457,76.707146466076,52.1036427559886,43.6692561189286,66.4294004683605,39.9769214185824,48.121641082753,38.4893770049082,48.9844904887969,47.9057458314797,55.4165895109695,57.7948904583598,40.3820418105762,42.4217073451495,91.5124045133786,95.6981353580751,88.6599056293362
"BCY1",845.0472798052,811.854524440543,666.769673139306,718.909261069886,634.746527246713,598.405543064254,611.807528071369,662.084977336362,629.307515281348,682.286025078973,690.715429149506,710.153978562697,715.683428554316,686.117573172666,694.385367991125,797.046125844537,782.292411603418,765.064711809131,667.954003895996,678.654200550213,693.658348426692
"BDF1",207.568959013562,263.509528298129,114.332508232933,165.35295977409,154.492927550912,128.012787822691,103.875534003124,91.5338980387081,157.100665117716,172.738103786124,177.622733290589,150.801091556646,137.46907674657,127.411160634599,151.950664259981,119.499322710794,154.331067274344,200.669839828713,169.858742532002,186.577813162374,159.766949085984
"BDH1",3398.9661855788,2961.56992272855,3595.4838018341,1946.26186775577,2449.01229492322,956.740358248491,1792.72767700666,1995.64047444737,2343.22302913113,2029.57185634981,1811.79797867487,2105.29229739155,1678.065518506,1618.11522408583,1528.12566934313,1075.58033465196,1267.78165773095,1209.58336353542,2097.02913430797,1980.58546236435,2339.74996733734
"BDH2",1183.21950044956,1125.94477244272,1870.04866722486,1088.81670059674,1354.29040338438,1029.93787757301,1552.29650667661,1316.31279614943,1625.62974743649,1426.42754746339,1319.28752416907,1353.12487006626,1211.6243764948,1172.07270195679,1147.13432519371,981.86202139779,1342.18707429339,1394.76321626827,1359.05375349837,1348.77128977017,1495.19210045737
"BDP1",20.9166492830459,21.8436732530385,7.08427858051922,16.8098827440472,31.5407699573286,58.8776322325385,19.0327183377475,21.1453191916433,29.7416257552656,13.9951722962274,16.4488853899384,14.1894634304145,24.1295665956017,21.8860149354823,25.0808867487045,35.7805708413036,29.3504712018709,26.202559672611,25.5267531984448,26.7740157056229,24.472901355231
"BEM1",21.0425422416276,19.8554306875137,34.3237498052643,50.6482364820639,55.8577798144091,17.768570519174,15.9796386284975,20.4766710268543,51.4564430345233,-1.86273441071624,-1.86273441071624,16.4484480420826,-1.86273441071624,1.44058119987151,19.7798229836938,24.5043979359747,20.723696694497,56.752683755627,142.609607236024,240.591331745946,221.604323979018
"BEM2",25.5450319333431,27.3831203484361,24.0871975681589,31.3042058074729,32.5334912030091,45.7266260865865,24.4859255834206,30.8090020647192,27.4010448237305,19.825239123855,24.2703040038238,23.7146111422206,28.663281471223,26.7930899824423,30.2853932759057,27.4681056705257,30.6129621792888,31.6984815987431,34.8215487572418,36.497781583149,37.3783304001093
"BEM3",6.21757755252351,7.09610924298289,4.36854010101985,11.4766578757661,16.8402532414658,15.4034528328656,10.5792549721194,14.1016130571204,13.236597462963,8.16104202974599,8.99228815538422,8.38532206688324,16.7209111992511,15.6554312206155,20.7006299656626,14.6640578135727,14.4079212576426,15.4476066329453,13.2217197223472,12.8067262987797,10.9685091342727
"BEM4",11.1424025921086,11.9279799967114,4.06820460239197,10.6292251914677,14.5992806214659,25.0451329294312,17.9262797255903,20.5940334791673,15.3521480884524,14.4257549644782,18.9017555346898,16.4008445165636,24.6749470490911,22.3690730483207,29.8836995493726,42.4175778111585,29.403015067575,27.3985928010796,20.5320343689901,20.6325181676612,18.5176542231651
"BER1",8.83302800039374,9.05958335715635,2.40090838782828,5.29465264726,11.6023508766896,16.229340097583,11.9985874332869,13.1054272261301,10.4491934817535,3.71414293955354,3.7867434600644,3.40254629038963,6.65640333295539,7.62470442219718,8.33347030666534,6.11372443772152,8.74186170376055,9.4249863899437,5.70230287174959,6.85289686435082,4.8552285178399
"BET1",35.5823010881085,37.3081511127935,29.3961619413241,32.7768397234864,43.8803809530175,41.8861941447039,55.5579533813613,57.4572361406702,47.8484278513662,42.2713335962128,37.4517533548801,34.0357995796832,55.4712829334629,49.988376637578,55.1480779565883,55.0806789430538,54.8235003252966,55.0198997189055,32.8761735265695,30.6598376775098,25.8054891788699
"BET2",32.0282200349893,30.4570544439378,26.020060849328,33.4374550320146,29.5208330338626,36.522280404144,36.3666844748543,37.817406934838,29.6395839200009,35.3408673414867,34.3291119492311,30.334450192591,39.1811316806502,39.320690255695,44.6549911340242,55.0428487382597,39.1015236310668,33.8876236491317,30.929976833055,25.2311727243712,27.4812198985215
"BET3",14.1531419404702,11.57609047489,3.32995500221609,13.7387489000981,23.4090464726977,55.1393421575127,32.1002125942039,34.5157657471936,22.5990629061252,19.0827314576424,21.3661393163806,19.0202320664413,33.9426165921719,33.6693690553604,39.5571506518145,66.9105576519172,37.1977111945552,30.2179162022579,22.4818902570114,26.1068211829191,18.3640940139813
"BFA1",19.7604238252158,21.9019902609467,14.8659597966031,27.3971544887873,37.7893844547277,42.4738329026804,33.8318160901253,39.2785744833482,38.2368223193974,25.8826873534103,28.6981362244574,27.1958741324862,43.9474181421976,42.5479086043745,45.7926635501942,48.8587938008158,48.5829581370271,47.2323653932254,43.1790733866967,49.3748036151098,41.5252385275661
"BFR1",53.1542313357206,58.1469763330768,53.6343559497449,72.9846718105704,61.7657047963889,73.8566437376848,89.6777161527774,86.9836037436158,52.1094683324031,102.042102838605,99.1215188330757,90.6721437626586,104.09523443352,100.503239950971,112.921483132316,141.190288396156,83.7385380193757,78.3436880703699,45.4810144832385,45.9623096863294,34.8961150658132
"BFR2",20.7045328596873,20.700013059775,7.50911263899792,12.1692838547511,20.1296718190558,31.8643774100216,22.6712476778134,23.1257379960359,16.7743957777492,9.18409963027628,10.789593155595,13.062155931662,21.6991603440702,21.1029717511337,25.0218209982392,23.8426515400871,17.3594353411609,18.9457221458407,12.0977556616427,10.4640897705314,9.25734084861706
"BGL2",1119.64659073587,1206.5285637467,834.915503215474,1024.55911591729,1180.23293896733,964.086994719001,946.342748929916,906.978989033403,1255.3474801225,904.333066259125,1000.8482217149,936.565848808022,1058.52161386568,1028.88537799186,1042.63801708037,1132.55542451894,1099.81499436745,1086.01172402012,1049.91733638954,1149.23425352219,1141.93049160799
"BIK1",37.0800006760363,32.9768299310295,16.6240036112275,40.5317869237458,32.3690124929997,27.3382579117512,39.6731123427724,44.761669545701,34.499538432604,28.8297274945188,30.2354989134569,34.3099286294316,34.3969186251044,38.3496626565542,39.3777161089155,36.7977617596066,46.9533862907715,47.992664276328,33.8492727874555,37.5612348477556,33.5194082156369
"BIM1",14.7078254153502,11.7207984527214,8.44176223622601,15.2568283861244,16.5935689000126,15.5503791557526,21.6625410472973,23.7734065553034,17.1616189770405,21.6869428398565,22.2562806994182,23.3313510669252,24.8671157208178,19.8694117412362,18.2878384651432,28.3850462587723,20.8272357000414,20.474712718407,11.734348881456,10.4912201350639,7.46131257494807
"BIO2",793.266465988886,734.369512583948,312.142547944044,498.654880947091,475.276735557128,275.727273941782,635.05698995573,624.632619228536,558.423020933996,414.985498013244,406.098270445489,388.692849252832,436.313648439278,471.379540116657,430.798478111369,495.91292476148,551.616144427229,566.70428268656,642.911455426313,550.179126126391,556.610999539335
"BIO3",58.3011756166893,52.9784469882381,26.2631603378633,39.0302656049695,37.5783793920052,32.6318636501844,46.6385321883763,51.9654297369651,39.6359112458383,54.4178795176186,51.7809004622527,56.3991296957891,56.4184877022946,50.2465582168266,54.8900869837943,47.4884454921438,61.3791613769815,60.8108785242737,28.2270392450208,24.312980361764,18.0737632334032
"BIO4",13.3576325693404,14.2180473846236,7.8801627101973,12.199158111683,11.7972900282137,11.9062730500859,9.49898423778018,8.74473400425309,12.0677690636773,10.9524028935821,9.0880555892799,7.90012943861858,9.53893916030184,8.49076794109389,10.164280647014,12.253666080565,11.0220020202857,12.1888138333222,18.7858121348642,17.3148099688721,13.8905917433755
"BIO5",8.39670152007515,6.87908810563353,5.24866897650784,12.5377147094862,8.03643061056095,9.09427401106188,12.0632373324357,14.2006703682529,9.52408672631394,14.8423527984443,12.3704321455315,11.7461315785062,10.9054539357831,12.8980496159463,12.3992543358705,9.43637317204233,16.406317383278,16.136286549867,10.8938802242533,10.4064552870622,8.92275940133937
"BIR1",9.54553221463489,10.9910825445582,1.13189824270864,7.96555230569983,13.8314212011124,20.0041231948231,21.1235384311304,22.8880827004737,14.2423011719064,19.3595276478332,21.083498724818,20.1528898428925,30.5929263326846,27.4910032053029,32.7198291149833,45.5770376345895,39.7616777729479,34.5625055341804,20.1819937775884,19.848131129235,19.2336491018292
"BIT61",64.8049048460728,62.6011160291387,72.0404015588866,64.0870770796829,71.3410891222236,54.7431077303659,67.3201773779981,64.1203088712249,64.8214523373385,92.4387009189494,83.3181021228271,78.9859605949497,70.5587325876743,73.1531095767104,69.1778382819149,58.5990444938845,71.7366148206657,57.9263628888652,51.7158375004232,52.8611706260036,52.9417998738036
"BLI1",95.6788433073388,84.0491947099911,99.7399350389642,52.0003041976043,62.8574211697955,74.6939912772083,56.2694453947061,72.9996706540761,59.4363819254667,71.2064440061526,74.3280098478591,75.5402813714498,77.8268016559609,74.9424257115894,90.5601064508611,98.3192809005728,84.1846316798128,73.8129323608077,66.5897910109635,60.508875829694,59.8476274585478
"BLM10",11.3957731375902,13.1931004218995,13.4931971081092,20.8656829402967,15.033292453084,16.6220616333492,23.8951691909984,24.7898295860334,14.3320149123366,19.7243196270708,19.6374172717904,19.2584417734234,22.4255302066266,21.7494555635068,23.0791207550408,25.4719496925491,19.3214100359828,20.7204369895326,16.850483000396,14.6123127689152,12.5964563909649
"BLS1",23.9889814077128,22.5810575749098,17.2252996783312,17.4203236720573,20.2100927259362,24.90234740353,25.6388724053554,25.7964467739687,19.0489804533388,21.2907910226699,25.0698127167385,22.0601450232568,29.6430675475936,28.6984502199447,31.2423231145865,35.0576030651364,35.3149862054332,24.3057664194925,14.4015592816743,14.4427860491838,12.4359051308759
"BMH2",2094.62683807058,2177.99093284452,2112.51657272779,1960.65982804956,1725.70000825897,1641.2889163763,1543.14374724158,1411.11870241346,1793.06279216635,1476.20606912647,1339.75776125976,1379.68363904633,1424.17265468927,1433.5879804495,1358.62053456181,1099.12027904528,1312.92592925059,1350.99436938495,1575.80266907436,1692.35587301277,1569.88693883377
"BMS1",27.6441766793317,27.4269270550924,11.4560490164624,16.2474217317602,27.2598398762576,21.3940583152934,21.4454607451687,24.0713344801564,23.3273042871686,16.8852075222625,19.4815894792505,21.8088686090758,22.2237652299971,22.9344908010704,27.2871469760095,19.7424398182206,18.3393262641992,20.4915224647301,11.4286015681541,11.5388341795265,9.39531927826106
