"","GSM15965","GSM15966","GSM15967","GSM15968","GSM15969","GSM15970"
"36641_at",2216.2,1547.8,2958.3,2733,2374.5,1777.4
"36642_at",400.2,404.7,344.6,276.8,655.4,490.8
"36643_at",1668.4,2144.8,2605.2,1714.5,1235.7,1763.4
"36644_at",8511,8493,12945.4,4404.6,1517.5,7525.2
"36645_at",2510.6,2411,2929.4,2793.9,2530.2,2528.5
"36646_at",2353.6,1494.3,277.8,1811.4,1810.3,2288.1
"36647_at",913.9,1088.4,884.6,669.2,539.6,318.8
"36648_at",310.5,234.1,515.5,186.6,300,480.4
"36649_at",270.3,386,405.3,369.6,415.3,365.5
"36650_at",131.1,149,230.1,243.2,105.1,83.6
"36651_at",1678.5,1520.1,1280.6,1928.7,1199.4,2132.4
"36652_at",597.5,661.7,1161.5,957.4,664.6,965.4
"36653_g_at",123.7,261.4,502.8,514.1,511.7,868.1
"36654_s_at",6005,5697.3,4652.3,1578.3,4408.1,2649.9
"36655_at",191.5,313.7,242.6,355,522.7,388.1
"36656_at",69.7,110.6,32.2,27.7,225.8,225.9
"36657_at",70.1,56.7,51.1,98,190.5,124.8
"36658_at",908.7,662.6,602.6,559.8,626,575.8
"36659_at",9379.2,9569.3,11260.1,22418.6,17950.7,17302.1
"36660_at",1244.9,1044.7,1274.8,678.2,1295.8,839.3
"36661_s_at",1854.2,709.7,2905.8,1288.2,1326.3,7890.1
"36662_at",107,159.2,100.3,83.3,354.2,351.7
"36663_at",708.5,572.3,497.9,806.9,1157.2,556.4
"36664_at",1155.5,1404.7,833.6,1192.7,1803.2,1339.7
"36665_at",44.1,58.3,54.3,56,113,441.7
"36666_at",19780.8,26302.5,31035.4,17052.5,15097.3,26267.2
"36667_at",1951.9,1824.5,2330.4,1863.5,1459.3,3755.3
"36668_at",17817.8,18636,16874.6,11617.5,10344.5,13940
"36669_at",457.2,714,812.3,2697.7,636.1,1409.6
"36670_at",1318.1,1619,1515.4,1877.8,1372.1,2117
"36671_at",492.6,402.2,526,171.5,601.3,446.3
"36672_at",10338.2,8040.3,7015.1,5170.3,5308.2,3465.6
"36673_at",790.6,781.3,1060.2,882,340.6,756.8
"36674_at",29.8,119.6,44,136.9,298.2,74.1
"36675_r_at",7343.3,7286.6,10994.8,8709.5,5218.1,10784.1
"36676_at",5696.3,3725,5449.1,2041.3,1270.1,2443.9
"36677_at",1487.5,1192.2,1467.8,1192.3,1342.6,702.5
"36678_at",6601.9,5544.7,6837.3,7020.9,4986.9,14726.4
"36679_at",864.1,998.6,1301.2,1469.2,969.7,565
"36680_at",728.3,543,358.5,383.2,87.9,345.8
"36681_at",5386.8,8303.9,5589.7,1018.7,538.1,1323.5
"36682_at",279.3,220.4,267.7,172.1,272,314.2
"36683_at",1407,1402.7,1738.1,1878.6,2342.8,1731.3
"36684_at",531.8,467.8,389.3,522,505.8,300.2
"36685_at",542.3,458,565.5,51.4,595.7,459.4
"36686_at",344.3,194.4,202.8,126.6,111.9,91.8
"36687_at",1600.5,914.3,1206.9,799.4,1019.6,805.4
"36688_at",1232.6,1118.5,1032.2,1106.9,1017.8,677.7
"36689_at",657.4,473.8,819.7,309,686.7,451.6
"36690_at",1551.5,1685.6,1402.2,1134.1,1376.4,702.7
"36691_at",1083.9,661.3,1425.3,617,186.3,526.9
"36692_at",531.9,378.2,841.5,430.7,736.7,361.9
"36693_at",116.8,22.3,62.6,102.6,111.8,191.7
"36694_at",159.6,213.2,151,32.2,188.9,20.1
"36695_at",312.7,347,179.1,67.3,36.1,309
"36696_at",1163.2,1154.2,1085.1,792.7,1537.7,1172.7
"36697_g_at",37.1,42.2,34.2,38.2,53.6,35
"36698_at",220.9,165.3,78.4,475.7,67.1,162.1
"36699_at",141.8,66.3,35.1,80.8,37.6,330.7
"366_s_at",108.7,200.8,11.3,68.5,400,107.2
"36700_at",64.8,100.3,153.4,173.5,317.3,361.4
"36701_at",86.7,76.8,15.6,31.2,131.9,176.2
"36702_at",1887.2,2252.1,1994.4,2298.5,3065.8,2057.6
"36703_at",324.4,474.5,582.5,964.7,1395.1,1734.3
"36704_at",212.8,297.9,378.7,110.9,117.1,34.8
"36705_at",99.5,165.1,67.1,67.5,83.5,197
"36706_at",218.6,400.6,270.8,1059.6,1010.5,595.5
"36707_s_at",35.1,108,140.6,336.9,419.7,103
"36708_at",475.4,409.9,518.8,697.2,737.7,86.4
"36709_at",1137.7,826.7,799.9,602,527,1329.4
"36710_at",107.4,133,857.3,216.7,403.2,1186
"36711_at",1361.5,1178.2,353.1,37.1,72.7,415.1
"36712_at",5368.9,5899.2,1078.4,50.3,238.6,352.2
"36713_at",207.3,323.5,219.2,246.4,461.7,164.8
"36714_at",40.4,212,29.5,44.2,121.4,69
"36715_at",27.7,87.7,81.2,120.3,124.6,87.9
"36716_at",215.3,287.6,30.1,305.9,417,581.2
"36717_at",307.3,267.7,190.1,132.7,375.3,352.6
"36718_s_at",206.1,46.9,37.7,239.7,60.4,37.1
"36719_r_at",86.1,16.2,124.2,330.4,93.9,33.6
"36720_at",447.3,606.9,425.1,127.3,425.8,122.7
"36721_s_at",80.9,147.9,93.8,355.3,486.4,174.8
"36722_s_at",45.6,68.8,83.9,70.4,99.7,36.5
"36723_at",18.2,33,13,28.6,62.9,27.7
"36724_s_at",22.1,26.1,19,89.4,96.7,23.8
"36725_at",37.6,15.4,6.4,24.1,46.9,18.8
"36726_at",44.6,46.2,142.9,136,57.4,370.8
"36727_at",369.4,436.7,310.4,670.6,401.3,598.3
"36728_at",322.4,279.1,165.8,341.6,329.6,401.9
"36729_g_at",143.5,707.1,626.8,269,455.4,608.1
"36730_at",98.8,132.2,95.5,354.1,131.9,147.9
"36731_g_at",981.3,873.6,869.4,362.1,1411.7,1528.5
"36732_at",737.6,1216.5,939.1,464.8,875.1,1359.5
"36733_at",57,30.8,53.1,351.9,105.9,107.3
"36734_at",265.5,1610.8,950.1,318.5,524.9,440.4
"36735_f_at",89.9,115.3,212.1,636.2,315.8,454.1
"36736_f_at",39.4,330.1,183.8,157.5,14,48.1
"36737_at",758.8,796.6,999.4,1275,1316.5,1486.3
"36738_at",339.4,328.5,353.5,456.4,200.6,74.9
"36739_at",481.8,396,365.6,566.1,830.6,71.2
"36740_at",57,63.6,89.2,172.8,98.3,128.9
"36741_at",46.5,59.5,153.7,137.2,108,413.1
"36742_at",590.9,477.3,238.6,247.4,583.2,692.7
"36743_at",86.4,90.2,256.8,154.9,130,106.4
"36744_at",6.5,29.2,50.6,24.8,14.7,218.4
"36745_at",1021.1,203.1,610.3,1163.4,1324.3,861.6
"36746_s_at",248.1,53,170.8,22.4,327.3,62.6
"36747_at",925.4,522.9,1383.3,568.3,704,1386.3
"36748_at",108,33.2,68.6,540.6,69.8,46.1
"36749_at",7.3,11.4,20.3,13.8,47,18.1
"36750_at",82.7,43.7,125.5,295.2,213.7,33.7
"36751_at",162.6,554.7,263.1,141.2,164.9,459.1
"36752_at",66.1,223.4,45.8,70.7,174.8,42.3
"36753_at",242.7,194.8,137.4,105.9,215.8,349.6
"36754_at",595.7,733.7,613.7,736.6,941.6,633.6
"36755_s_at",97.8,445,134.8,571,168.4,485.3
"36756_at",63.4,45.7,32,152.9,339.9,393.1
"36757_at",36.3,28.3,30.2,87.2,110.3,39.6
"36758_at",73.3,79.3,169,98.1,87.6,502.1
"36759_at",556.3,662.1,474.4,657.8,1337.2,574.2
"36760_at",322.6,246.4,245.4,253.1,91.2,67.3
"36761_at",313.8,454.1,480.8,378,625.2,988.9
"36762_at",445.8,121.8,56.4,361.9,142.3,830.3
"36763_at",317.2,511.3,146,137.1,179.1,211.2
"36764_at",601.7,708.4,227.8,1600.3,1713.6,1491.1
"36765_at",883.2,1275.4,1094.5,1854.1,1201.6,1925.1
"36766_at",502.8,269.9,259.7,103.7,503.1,300
"36767_at",55.1,70.4,33.7,22,93,90.9
"36768_at",17.3,57.7,8.2,24.1,111.7,30.6
"36769_at",170.8,163.2,34.1,258.1,73.5,513.1
"36770_at",2232.6,1976.4,629.9,893.5,523.3,166.2
"36771_at",80.6,29.8,53.9,104.4,161.3,148.5
"36772_at",7.8,32.2,10.7,56.3,45.1,21.2
"36773_f_at",4117.6,3050.6,2012.8,3277.5,4178.7,5790.7
"36774_f_at",53,29.3,27.1,101.4,132,76.4
"36775_f_at",33.9,36.8,32.1,47.7,78.1,74.8
"36776_at",251.8,100.5,31,119.9,137.8,51.8
"36777_at",127.9,57.7,45.2,97.8,133,65.6
"36778_at",362.5,108.3,53.3,309.4,1158.8,407.8
"36779_at",433.2,343.7,224.1,1281.9,735.2,672.1
"36780_at",4592.5,3795.5,8220.6,7845.8,5239.1,36430.7
"36781_at",2496.9,2744.5,2233.5,2614.8,1001.7,5014.4
"36782_s_at",18.1,188.8,31.3,22.1,73.3,361.9
"36783_f_at",912,1732.2,880.3,779.3,1203.5,693.9
"36784_at",626.4,307.7,505,536.1,1124.8,1021.5
"36785_at",9430,9746.8,10615.4,12827.7,8880.6,30632.4
"36786_at",5640.2,4963.9,6639.8,3783.7,4247.1,8738.8
"36787_at",170.8,165.6,447,496.3,1328.6,191.9
"36788_at",3.3,52.3,74.9,98.6,41.2,211.9
"36789_f_at",94.2,220.6,153.7,179.4,628.2,174.7
"36790_at",3562.8,3736.1,5022.6,5011.8,6466.5,2047.4
"36791_g_at",2113.2,1853.9,2853.1,3338.6,4703.7,1654
"36792_at",2494.6,2413.4,3201.2,3298.6,4633.4,1523.3
"36793_at",25.7,25.4,129.7,56.5,90.4,211.1
"36794_at",216.7,560.8,205.4,232.7,413.1,187.8
"36795_at",39066.4,34659.2,30433.5,16636,11934.5,34572.5
"36796_at",55.2,20,20.3,75.2,76.3,102.9
"36797_at",20.2,22.6,16.2,42.2,32.2,303.8
"36798_g_at",193,764.3,1211.7,2313.1,2031.9,2848.3
"36799_at",1805.7,1970.3,2191.7,1283.4,774.2,1150.8
"367_at",290.5,152.6,81.4,189,133.1,72.2
"36800_at",35.9,41.9,17.2,13.2,86.9,219
"36801_at",237.8,240.3,42.9,89.8,132.9,70.3
"36802_at",431.3,514.4,196.4,205.8,195.8,611.8
"36803_at",314.5,334.1,405.6,222.6,223.9,148.1
"36804_at",9578.1,9246.8,285,846.2,848.3,1463.7
"36805_s_at",205.8,129.1,134.4,731,297.2,887.1
"36806_at",41.8,97.2,51.8,235.3,159.6,97.2
"36807_at",64.9,37.9,129.3,113.3,79.4,72
"36808_at",86,158,40.4,39.9,46.6,54.2
"36809_at",302.2,53.2,110.3,226.8,445.6,200.7
"36810_at",63.6,193,136.2,600.5,536.3,233.3
"36811_at",1084.7,1466.9,1810.5,682.4,508.2,636.3
"36812_at",1853.6,1641.6,1400.6,396.9,945.7,485.6
"36813_at",419.3,476.3,273.2,131.6,863.6,202.2
"36814_at",2111.2,2201.3,2118.3,1478.1,2207.4,801.6
"36815_at",1095.5,931.5,782.6,995.6,2020,1146.7
"36816_s_at",69.6,360.5,237.3,88.4,133.4,53.2
"36817_at",75.1,13.2,76.7,131.9,136.3,191.5
"36818_at",1099.4,1414.6,820.9,939.2,648.8,527.8
"36819_at",197.7,234.6,136.9,163.6,378.9,201
"36820_r_at",141.4,26.1,54.8,162.4,77.3,250.6
"36821_at",304.5,401,596.9,319.7,395.8,827.1
"36822_at",3104,2941.7,3323.4,1833.1,4055.9,1852.8
"36823_at",112.4,362.3,355.8,703,251.2,416.6
"36824_at",20.4,10,3,27.7,14.9,28.5
"36825_at",1795.2,1980.2,576.8,689.1,123.3,237.6
"36826_at",2079.1,2124.1,1693.7,1897.7,2135.2,2237.1
"36827_at",1223.5,1401.8,1356.4,322.5,851.3,494.1
"36828_at",540,634.4,688,303,302.2,144.6
"36829_at",6266.6,5269.5,4143.3,5938,5078.7,3570.8
"36830_at",580.1,200.5,360.4,52.2,97.7,83.1
"36831_at",603.1,583.2,628.9,473.2,535.8,644.6
"36832_at",176.8,492.1,83.5,214,411.2,160.6
"36833_at",831.2,838.4,1690.4,1747.7,778.3,1403.1
"36834_at",54.3,180.4,155.5,113.8,170.2,298.8
"36835_at",531,361.6,357.1,134.6,400,169.4
"36836_at",609.3,741.7,632.2,695.8,1240.4,613.6
"36837_at",209.1,53.2,50.1,143.5,153.8,155.1
"36838_at",277.1,41.6,103.5,558.2,196.8,90.9
"36839_at",35.6,171.4,106.2,77.1,194.1,561.4
"36840_at",2822.4,2214.5,2348.1,3310.1,2838.4,4175.6
"36841_at",701.7,647.6,797.9,596.3,932.9,1192.8
"36842_at",91.8,23.6,11.2,46.9,53.8,47.7
"36843_at",904.2,743.6,1752.8,2425.9,1620.3,1919.1
"36844_at",90.6,27.8,102.5,50.2,248,76.9
"36845_at",2935.7,2492.1,2484,1289.3,1441.9,723.3
"36846_s_at",1525.2,1105.6,1515,1292.4,1642.1,1811.9
"36847_r_at",523.5,318.2,581.8,365.9,301.5,1063.8
"36848_r_at",169.8,192.8,285.7,395.6,382.1,1005.2
"36849_at",1024,1048.2,842.3,566,889.1,629.4
"36850_at",114.7,77.3,87.3,231.3,152.2,57.3
"36851_g_at",1305.1,1722.8,592.7,166.5,220,71.9
"36852_at",1055.2,1382.8,976.1,307.3,30.8,197
"36853_at",28.8,69.1,80.7,272.5,27.4,20.3
"36854_s_at",51.8,51.2,23.9,145.5,157.6,45
"36855_r_at",63.4,355.8,212.4,226.8,216.7,107.6
"36856_at",422,226.4,543.7,1002,860.9,1061.2
"36857_at",378.8,255.9,326.2,141.7,243.9,163.4
"36858_at",163.6,239.3,276.6,205,370.9,148.3
"36859_at",658.6,538.9,617.2,374.6,590.8,646.2
"36860_at",611.7,753.9,744.9,432.1,609.8,526.2
"36861_at",310.6,326.9,632.8,237.1,863.9,510.7
"36862_at",2123.5,2363.7,2513.1,2160.8,2812.7,4006.3
"36863_at",223.7,34.3,182.2,56.6,101.1,44
"36864_at",483.9,465.4,486.3,626.4,406.4,539.9
"36865_at",404.1,682.7,655.2,243.3,706.2,604.8
"36866_at",6.9,62.3,75.4,53.9,26.8,159.9
"36867_at",8717.6,8744.6,10866,1172.6,661.7,2641.9
"36868_at",1423.7,1459.9,2079.3,434.8,284.2,505.9
"36869_at",1082.1,1015.2,1647.7,2095.8,1340.9,5278
"36870_at",991.1,734.6,718.3,795.8,247,673
"36871_at",32.1,69.1,178.6,87.4,50.6,132.7
"36872_at",663.8,905,460.5,407.8,632.2,452.5
"36873_at",53.2,226.7,186.2,296.4,54.3,271
"36874_at",308.2,286.4,173,66.5,554.5,488.3
"36875_at",420.4,443.1,216.9,341.2,447.5,72.2
"36876_at",853.8,825,769.1,804.8,647.6,904.2
"36877_at",87.3,30.5,33.6,154.9,387.3,63.9
"36878_f_at",1528.4,1452.9,1566.1,1794.8,1656.8,2587.9
"36879_at",4047.3,3923.7,520.8,440.2,317.9,1509.6
"36880_at",1069.3,953,1268,1112.5,2101.5,3229.7
"36881_at",1728.6,1621.8,2366.8,1882.2,950.8,3834.5
"36882_at",118.3,97.2,43.5,382,283.5,114.4
"36883_at",1142.5,1133.3,840.6,244.2,766.6,1565.2
"36884_at",87.7,49.1,19.1,72,117.9,197.3
"36885_at",123.7,79.8,128.7,208.2,416.8,435.2
"36886_f_at",273.8,261.7,152.5,487.3,222.9,187
"36887_f_at",41.2,288.9,31.9,860.7,224.6,282.6
"36888_at",1752.9,1673.1,1093.5,1668.9,1781.1,1805.4
"36889_at",640.8,597.3,525.2,412.2,666.6,342.2
"36890_at",314.8,143.2,278.4,623.7,557.5,1209.9
"36891_at",788.1,754.9,639.9,2643.1,947.7,1769.5
"36892_at",1166.3,1284.2,2628.5,1911.1,355.6,2351.7
"36893_at",36.8,35.9,84,36.4,149.8,168.5
"36894_at",4540.7,4782.9,8107.9,2655.9,2914.7,5526.4
"36895_at",256.6,227.3,279.5,70.4,311.6,49.6
"36896_s_at",326.7,377.5,289,802.7,263.2,89.6
"36897_at",57,402.5,82.3,384.5,202.8,707.7
"36898_r_at",277.7,273.1,299.5,369.5,480.7,328.9
"36899_at",1866.2,2590.5,2247,2719.7,4194.5,2097.1
"368_at",852.3,593.6,615.4,446.8,433.8,417.9
"36900_at",1084.2,1166.8,1170.5,708.4,1257.1,827
"36901_at",197,167.3,48,242.4,301.9,85.6
"36902_at",1197.8,1374.7,2108.1,2104,1270.7,2978.7
"36903_at",17.9,178.7,124.6,232.8,72.8,373
"36904_at",41.5,100,82.1,77.7,133.3,91.7
"36905_at",831,821.9,863.8,392.7,962.4,415.2
"36906_at",113.3,26,26.9,27.3,49.9,97
"36907_at",2638.7,2124.1,3137.1,4000.7,2739.4,7763
"36908_at",166.9,114.1,392.8,711.7,635.9,387.5
"36909_at",511.2,401,416.3,340.2,372.4,116.6
"36910_at",257,389.3,311.4,44.3,242.7,16
"36911_at",50.4,129.4,11.4,71.6,252.8,88.2
"36912_at",274.3,196.3,185.9,663.8,198.1,99.2
"36913_at",421.4,514.9,373.4,374.8,522.7,261.8
"36914_at",156.8,83.3,119.8,72.8,266.2,90.9
"36915_at",1964.2,2086.7,1457,2023.9,1787.5,1203.4
"36916_at",1186.9,1688.5,1634,2865,2709.2,1310.9
"36917_at",625.6,443.7,820.3,1019.5,1023.6,300.3
"36918_at",358.4,607,517.4,362.1,972.9,921.3
"36919_r_at",309.8,266.7,196.9,129.6,381.1,126.6
"36920_at",233.7,253.8,130.5,276.2,445.9,14.1
"36921_at",2811.6,3134.6,4408.5,2284.5,1980.8,1571.8
"36922_at",41.1,206.1,38.3,512.2,352.7,108
"36923_at",137.5,141.5,147.4,438.3,247,205.9
"36924_r_at",20.1,14.7,52.4,18.7,39.6,75.7
"36925_at",856.6,885.9,1027.1,498,596.3,541.9
"36926_at",474.8,462.9,345.7,18.9,481.7,180.6
"36927_at",21799.6,13954.3,806.4,1111.7,1558.6,474.3
"36928_at",5223.9,4677.7,6408.4,3784.6,2701.1,2697.9
"36929_at",92.7,391.1,298.8,568.8,484.3,98.5
"36930_at",813.1,853.1,673.3,959.7,1024,881.5
"36931_at",4746.6,4673.2,8156,8873.9,5933.9,9041.7
"36932_at",467.8,518.9,570.7,312.4,907.5,447.3
"36933_at",10726.9,9173.2,8197.4,2926.6,5631.1,5329.9
"36934_at",507.3,408,250,114.2,201.8,32.9
"36935_at",1817.5,1271,1697.1,1848.1,1755.8,874.1
"36936_at",946.3,891.5,1003.4,1133.3,1017.8,1637
"36937_s_at",3147.2,2604.2,2639,2490.4,1873,3565.1
"36938_at",13217,9106.5,9132.5,10572.2,11398.4,6597.7
"36939_at",9.9,90.8,86.6,29.5,78.8,22.7
"36940_at",995.8,842.4,853,1471.1,1744.7,989.5
"36941_at",15,182.9,33.7,24.2,48.9,46.4
"36942_at",3384.2,2942.2,3667.4,2123,3107,1955.8
"36943_r_at",620.8,607.7,394.9,363.8,466.3,221.9
"36944_f_at",410.1,398.4,124.2,318,391.3,327.7
"36945_at",3324.1,3771.1,4667.8,2132.2,3468.5,4021.9
"36946_at",2318.7,2444.5,1795.3,728.7,1530.7,565
"36947_s_at",51,106.3,89.6,75.6,198.6,49.7
"36948_at",2129.9,3260.3,3158,1022.9,1395.4,1182.8
"36949_at",4698.7,3875.1,4989.2,4915.8,3706.4,4663.4
"36950_at",5005.2,4365.2,6307.7,5203.9,2534,5462.7
"36951_at",1863.3,1868.2,1860,1481.6,1646.8,1920.6
"36952_at",3731.9,3500.2,4024.9,3849.1,2728.4,4953.4
"36953_at",1601.7,1826.9,1067,1420.1,1312.3,568.1
"36954_at",997.4,750.1,939.1,151.3,220.7,517.8
"36955_at",1761.4,1403.8,1870.9,1758.1,778.5,1500.3
"36956_at",1198.8,976.9,988,328.7,390.4,807.7
"36957_at",367.1,482,331,323.6,696.2,632.6
"36958_at",1280.4,1401.9,3577.1,3216.2,2610.2,3613.5
"36959_at",2267.7,2418.8,2937.6,3279.6,3112.6,4049.3
"36960_at",1576.2,1419.8,1747.5,1803,2483.2,2397.3
"36961_at",501.4,971.4,627.7,113.5,162.1,634.2
"36962_at",3256.6,2383.9,3003.3,2333.4,1700.2,2221
"36963_at",3728.6,3635.1,5052,2022.2,2668.3,3692
"36964_at",1610.3,1282.9,1891.9,1831.4,1096.6,2030
"36965_at",848.2,700.1,973.3,1095.3,1905.6,770.9
"36966_at",118.9,122.1,112.4,300.3,299.2,198.2
"36967_g_at",161.4,240.9,44.7,254.2,181.4,407.3
"36968_s_at",698.7,622.8,595.5,829.5,504.3,126.8
"36970_at",648.5,579.4,856.3,1027.3,974.6,78.3
"36971_at",1241.4,1137.7,1295.7,1007.7,815.3,806.9
"36972_at",6603.4,6143.2,6607.6,6751.3,4838.5,3168.9
"36973_at",4766.7,4447.7,5353.7,5335.6,2349.3,4854.4
"36974_at",508,671.2,433.8,477.1,232.1,452.9
"36975_at",2551.1,2451.3,2196.9,1115.1,1634.7,641
"36976_at",110.4,230.9,331.3,19.1,17.1,76.5
"36977_at",2417.5,2722.8,2040.6,1778,1614.2,2638
"36978_at",214.7,370.1,210.9,330.7,378.1,409.3
"36979_at",6017.8,4302.7,2108.8,1586.3,1343.1,2430.3
"36980_at",564.3,659.7,266.5,546.6,567,40.5
"36981_at",4412.7,4686.5,4513.3,1987.4,3549.8,2385.7
"36982_at",1042.9,891.6,1082.9,825.2,971.2,1045
"36983_f_at",26.8,206.2,58.6,85.4,131.4,153.2
"36984_f_at",467,412.2,352.4,521.1,662.7,910.8
"36985_at",1676.7,1543,1811.3,2036.5,1695.8,2316.5
"36986_at",7809.5,9516.1,8278.2,12822.3,9729.6,13585.2
"36987_at",1228.9,1034.4,1883.5,1352.7,842,1885.1
"36988_at",2047.6,1949.2,1517.7,1413.9,2013.9,2653.5
"36989_at",9519,10750.5,11033.2,2173.4,2378.9,3437.4
"36990_at",118.4,131,1569.2,145.8,140.3,343.6
"36991_at",3056.1,3647.7,3975.6,3540.1,3157.8,3187.2
"36992_at",3139.9,3415.9,3406,2323.4,3441.6,1606.8
"36993_at",4946.5,7734.6,16454.3,8244.5,5337.5,9562.6
"36994_at",7770.4,9697.6,10714.1,10829.9,7878.3,10466.9
"36995_at",147.3,119.9,94.2,201,294,394.6
"36996_at",13257.8,11742.4,15903.6,17058.6,13440.9,13400.3
"36997_at",496.9,310,738.8,1025.3,928.4,1769.3
"36998_s_at",2185,4579.8,1523.1,1668.7,1549.5,1122.4
"36999_at",315.2,256.8,101.7,107.5,109.5,146.5
"369_s_at",109.2,284.5,280.1,232.5,283.6,112.3
"37000_at",1440.2,1771.9,1909.3,1057.7,1454.9,1515.7
"37001_at",17658.9,11321.9,16061.5,10624.8,7389.5,7765.9
"37002_at",1622.9,1530.6,2337,1805.5,1799.7,2723.2
"37003_at",9288,7780.7,8518.1,7682.4,4806.6,6478
"37004_at",419,166.9,179.5,650.5,1131.7,441.5
"37005_at",2664.4,2639,1961.2,2944.2,3464.7,3292.7
"37006_at",15.5,148.3,35.8,19.3,17.5,116.1
"37007_at",1406.3,1328.6,790.1,512.5,941.6,879.5
"37008_r_at",51,127.9,80.5,469.4,318.2,136.8
"37009_at",1715.1,1580.9,949.5,1524.2,1732.5,1653.4
"37010_at",2048.3,2485.2,3504.4,1157.7,1026.3,1391.6
"37011_at",4114.2,3811.3,2492.4,307.2,245.4,281.1
"37012_at",7424.9,5605.2,5017.4,3243.8,3043.9,4815
"37013_at",102.4,158.7,93.4,941.2,274.4,855.1
"37014_at",13026.7,11301.6,876.8,1170.2,736.5,2245.7
"37015_at",578.6,737.6,1051.2,937.3,1207.8,497.9
"37016_at",2006.7,1716.8,2215.5,3329.9,3777.5,4274.3
"37017_at",152.7,293.4,152.4,198.3,465.2,168.9
"37018_at",85.8,36,197.7,155,367.2,74.9
"37019_at",185.4,193.3,635.8,29.9,16.1,770.1
"37020_at",37.1,69.5,27.2,113.5,116.9,52.4
"37021_at",3262.8,2901.2,1636.3,8627.8,7182.7,7052.3
"37022_at",1182.4,680.3,1361.3,922,1800,1258.1
"37023_at",543.9,558.4,320.2,381.6,110.6,814.1
"37024_at",3821.2,4306.7,2615.6,1121.8,1319.9,2766
"37025_at",3151.5,3776.2,3207.6,1679.4,2181.1,2644.4
"37026_at",2839.4,2788.8,1428.4,3376.1,2919.7,2845.2
"37027_at",21796.2,26282.8,20716.9,16624.2,17924.6,9056.6
"37028_at",1837.5,1974.7,2666.5,1943.4,2332.5,2047.5
"37029_at",3291.3,3703.7,4838.1,3063.6,1949.7,3794.6
"37030_at",363.5,663.4,390.3,745.2,670.5,337.1
"37031_at",1414.7,1563.9,1380.3,840.4,1345.1,798.8
"37032_at",1115.6,1317.6,1985,1067.7,1331.9,2574.2
"37033_s_at",3794.5,4274.5,5465.4,7162.3,4484.3,8924
"37034_at",2028.6,1552.1,1679.3,1477,1330.8,1106.2
"37035_at",1594.2,1905.7,1864.8,690.6,1471.7,389.2
"37036_at",261.3,232.3,216.6,222.3,176.6,41.2
"37037_at",571.4,577.5,349.4,695.2,568.5,139.3
"37038_at",632.1,536.7,461.2,1038.7,1273.5,424.3
"37039_at",48095.4,42130.6,34985.9,39328.9,37812.9,61934.9
"37040_at",8538.1,9445.7,11913.9,5956.2,5993.9,7236
"37041_at",389,476.3,795.2,241.7,254.8,182.2
"37042_at",10113.9,8705.9,11526.5,35086.7,27066.9,18490.1
"37043_at",13648.5,10228.4,21942.2,27974.7,27242.9,17279.7
"37044_at",370.2,642.4,691.1,1124.3,1835.1,1367.3
"37045_at",750.5,868.1,906.7,107.7,594.5,504.3
"37046_at",613.9,700.3,371,606.9,775.6,547.8
"37047_at",1005.6,653.2,662.6,799.5,1156.2,1116
"37048_at",691.6,869.3,731.7,782.4,418.8,1658.1
"37049_g_at",2405.8,2141.2,1621.1,857.2,2269.9,3130.3
"37050_r_at",384.5,276.7,287.5,271.5,13.8,157.9
"37051_at",272.2,165.8,93.9,92.2,64.7,38.7
"37052_at",305.7,61.7,157.3,563.5,298.9,218.3
"37053_at",416.8,298.9,326.2,374,524.8,659
"37054_at",99.2,156.3,73.5,236.7,363.9,18.5
"37055_at",287.6,11.2,120.4,133,118.1,48.5
"37056_at",57.1,137.1,239.6,42.2,96.8,509.9
"37057_s_at",447.6,250.5,330.6,519.3,165.5,129.2
"37058_at",8,28,64.5,20.5,24.1,32.2
"37059_at",45.9,69.3,74.2,94.7,207.1,106
"37060_at",153.9,90.2,152,311,209.4,26.5
"37061_at",656.8,551.2,465.5,374.7,1169.1,914.8
"37062_at",32.4,47.2,230,49.4,71.3,312.6
"37063_r_at",6.9,6.5,8.2,12,43.7,91.6
"37064_at",210.5,76.4,73.4,526.4,464.2,286
"37065_f_at",42.5,22.6,260.2,77.6,540.8,318.9
"37066_at",71.6,88.8,30.5,102.8,158.6,133.2
"37067_at",49.3,116.4,85.1,36.2,147.8,353.4
"37068_at",116.4,71,14.2,237.7,52,141.8
"37069_at",65.6,164.9,28.4,62.4,77.4,152.4
"37070_at",512.9,277.7,248.6,849.9,630.1,236.4
"37071_at",173,71.4,37.5,87.9,258.6,100.9
"37072_at",96.6,165.9,70.3,344.3,375.1,114.1
"37073_at",190.3,194.3,106.6,340.5,179.7,16
"37074_at",75.3,346.4,101,355.6,309.3,408.8
"37075_at",79.2,450.5,166.4,300.5,295,229
"37076_at",79.7,101.5,48.9,105.5,121.5,86.8
"37077_at",496.9,764.6,424.8,895.9,1625.3,909.3
"37078_at",36.1,90.9,212.9,202.7,141.9,87.1
"37079_at",183.3,281.3,181.3,35.3,274.1,119
"37080_at",135.9,196.9,41.8,125.3,387.1,86.7
"37081_at",336.9,184.3,69.7,40.9,74,65.4
"37082_at",360.9,284.9,155.4,1095.6,1153.8,663
"37083_s_at",18.7,37.8,35.4,17.3,39.1,172.3
"37084_at",314.2,515.7,128.8,445.3,363.8,234.4
"37085_g_at",569.1,955,132.9,1123.1,989.6,1471.6
